"DateTime","Average Block size [bytes]"
"2016-05-17 00:00:00",1515.0270136715533
"2016-05-18 00:00:00",1688.8396833250865
"2016-05-19 00:00:00",1576.2267509565795
"2016-05-20 00:00:00",1677.1543813152227
"2016-05-21 00:00:00",1672.6699548570473
"2016-05-22 00:00:00",1493.9199539776462
"2016-05-23 00:00:00",1568.3840013304507
"2016-05-24 00:00:00",1528.3171381031614
"2016-05-25 00:00:00",1669.8520484325759
"2016-05-26 00:00:00",1733.244060475162
"2016-05-27 00:00:00",1726.5808105872622
"2016-05-28 00:00:00",2435.93603588636
"2016-05-29 00:00:00",1675.381436427262
"2016-05-30 00:00:00",1543.3301148659896
"2016-05-31 00:00:00",1593.7334905660377
"2016-06-01 00:00:00",1562.1364464315284
"2016-06-02 00:00:00",1453.2371541501977
"2016-06-03 00:00:00",1428.599270194062
"2016-06-04 00:00:00",1408.9918550531916
"2016-06-05 00:00:00",1396.0747945664934
"2016-06-06 00:00:00",1425.6340864440078
"2016-06-07 00:00:00",1692.576794657763
"2016-06-08 00:00:00",1436.9469709407322
"2016-06-09 00:00:00",1476.505252790545
"2016-06-10 00:00:00",1437.3214164689937
"2016-06-11 00:00:00",1381.5246974157672
"2016-06-12 00:00:00",1462.5579554822752
"2016-06-13 00:00:00",1599.2728468113085
"2016-06-14 00:00:00",1713.3837613918806
"2016-06-15 00:00:00",1522.9322457133344
"2016-06-16 00:00:00",1603.9075644222776
"2016-06-17 00:00:00",2137.9071636177123
"2016-06-18 00:00:00",2043.8626252334861
"2016-06-19 00:00:00",1624.0842172934747
"2016-06-20 00:00:00",1708.7947554210791
"2016-06-21 00:00:00",1628.521253542257
"2016-06-22 00:00:00",1614.3075419449422
"2016-06-23 00:00:00",1513.3546560053308
"2016-06-24 00:00:00",1637.72591857001
"2016-06-25 00:00:00",1414.5418472824274
"2016-06-26 00:00:00",1452.6179775280898
"2016-06-27 00:00:00",1409.6183079973562
"2016-06-28 00:00:00",1482.4498104499753
"2016-06-29 00:00:00",1792.0388916708396
"2016-06-30 00:00:00",2367.078195488722
"2016-07-01 00:00:00",1379.8635547576303
"2016-07-02 00:00:00",1382.392303848076
"2016-07-03 00:00:00",1403.642018196857
"2016-07-04 00:00:00",1414.793802538322
"2016-07-05 00:00:00",1470.353336695243
"2016-07-06 00:00:00",1408.6769053876478
"2016-07-07 00:00:00",1414.1235917826375
"2016-07-08 00:00:00",1580.640093395597
"2016-07-09 00:00:00",1416.7455109369898
"2016-07-10 00:00:00",1407.032252729077
"2016-07-11 00:00:00",1420.6435561452977
"2016-07-12 00:00:00",1566.6971361971362
"2016-07-13 00:00:00",1356.740880709826
"2016-07-14 00:00:00",1536.0574904182636
"2016-07-15 00:00:00",1457.4881429525717
"2016-07-16 00:00:00",1349.4760730143068
"2016-07-17 00:00:00",1263.7885221429756
"2016-07-18 00:00:00",1397.4542478310689
"2016-07-19 00:00:00",1501.8993299832496
"2016-07-20 00:00:00",1717.926000672721
"2016-07-21 00:00:00",1522.185570360741
"2016-07-22 00:00:00",1640.9031391640087
"2016-07-23 00:00:00",1496.2164779254883
"2016-07-24 00:00:00",1796.8996125989556
"2016-07-25 00:00:00",1737.3295190713102
"2016-07-26 00:00:00",1946.1141332415218
"2016-07-27 00:00:00",1705.6892307692308
"2016-07-28 00:00:00",1609.7183029107055
"2016-07-29 00:00:00",1598.0200702458606
"2016-07-30 00:00:00",1460.220698879786
"2016-07-31 00:00:00",1585.3320617017748
"2016-08-01 00:00:00",1560.7133031370574
"2016-08-02 00:00:00",1687.3992195453004
"2016-08-03 00:00:00",1665.3270387700534
"2016-08-04 00:00:00",1616.641634366925
"2016-08-05 00:00:00",1527.0676009892827
"2016-08-06 00:00:00",1465.216293074607
"2016-08-07 00:00:00",1473.1900608853052
"2016-08-08 00:00:00",1503.8052483908236
"2016-08-09 00:00:00",1591.826101141925
"2016-08-10 00:00:00",1606.787578460522
"2016-08-11 00:00:00",1620.5056031641398
"2016-08-12 00:00:00",1559.009145327569
