"DateTime","Total Daily Uncle Mining Reward [Ether]"
"2018-02-27 00:00:00",2624
"2018-02-28 00:00:00",2674
"2018-03-01 00:00:00",2544
"2018-03-02 00:00:00",2811
"2018-03-03 00:00:00",2447
"2018-03-04 00:00:00",2394
"2018-03-05 00:00:00",2498
"2018-03-06 00:00:00",2648
"2018-03-07 00:00:00",2648
"2018-03-08 00:00:00",2543
"2018-03-09 00:00:00",2531
"2018-03-10 00:00:00",2640
"2018-03-11 00:00:00",2520
"2018-03-12 00:00:00",2714
"2018-03-13 00:00:00",2589
"2018-03-14 00:00:00",2762
"2018-03-15 00:00:00",2612
"2018-03-16 00:00:00",2634
"2018-03-17 00:00:00",2668
"2018-03-18 00:00:00",2352
"2018-03-19 00:00:00",2251
"2018-03-20 00:00:00",2361
"2018-03-21 00:00:00",2364
"2018-03-22 00:00:00",2289
"2018-03-23 00:00:00",2204
"2018-03-24 00:00:00",2191
"2018-03-25 00:00:00",2120
"2018-03-26 00:00:00",2293
"2018-03-27 00:00:00",2373
"2018-03-28 00:00:00",2382
"2018-03-29 00:00:00",2635
"2018-03-30 00:00:00",2547
"2018-03-31 00:00:00",2186
"2018-04-01 00:00:00",2060
"2018-04-02 00:00:00",2043
"2018-04-03 00:00:00",2283
"2018-04-04 00:00:00",2180
"2018-04-05 00:00:00",2323
"2018-04-06 00:00:00",2188
"2018-04-07 00:00:00",2023
"2018-04-08 00:00:00",2080
"2018-04-09 00:00:00",2175
"2018-04-10 00:00:00",2192
"2018-04-11 00:00:00",2190
"2018-04-12 00:00:00",2356
"2018-04-13 00:00:00",2688
"2018-04-14 00:00:00",2488
