"DateTime","Total Daily Block Mining Reward [Ether]"
"2017-10-22 00:00:00",18902
"2017-10-23 00:00:00",18831
"2017-10-24 00:00:00",18816
"2017-10-25 00:00:00",18597
"2017-10-26 00:00:00",18541
"2017-10-27 00:00:00",18758
"2017-10-28 00:00:00",18789
"2017-10-29 00:00:00",18651
"2017-10-30 00:00:00",18291
"2017-10-31 00:00:00",18898
"2017-11-01 00:00:00",18498
"2017-11-02 00:00:00",18507
"2017-11-03 00:00:00",18691
"2017-11-04 00:00:00",18652
"2017-11-05 00:00:00",18965
"2017-11-06 00:00:00",18663
"2017-11-07 00:00:00",18704
"2017-11-08 00:00:00",18770
"2017-11-09 00:00:00",18655
"2017-11-10 00:00:00",18965
"2017-11-11 00:00:00",18865
"2017-11-12 00:00:00",18794
"2017-11-13 00:00:00",18745
"2017-11-14 00:00:00",18433
"2017-11-15 00:00:00",18782
"2017-11-16 00:00:00",18532
"2017-11-17 00:00:00",18771
"2017-11-18 00:00:00",18712
"2017-11-19 00:00:00",18863
"2017-11-20 00:00:00",18603
"2017-11-21 00:00:00",18597
"2017-11-22 00:00:00",18796
"2017-11-23 00:00:00",18641
"2017-11-24 00:00:00",18770
"2017-11-25 00:00:00",18671
"2017-11-26 00:00:00",18581
"2017-11-27 00:00:00",18338
"2017-11-28 00:00:00",18363
"2017-11-29 00:00:00",18409
"2017-11-30 00:00:00",18532
"2017-12-01 00:00:00",18464
"2017-12-02 00:00:00",18239
"2017-12-03 00:00:00",18175
"2017-12-04 00:00:00",17147
"2017-12-05 00:00:00",16917
"2017-12-06 00:00:00",16591
"2017-12-07 00:00:00",17576
"2017-12-08 00:00:00",17569
"2017-12-09 00:00:00",17606
"2017-12-10 00:00:00",17482
"2017-12-11 00:00:00",17383
"2017-12-12 00:00:00",17308
"2017-12-13 00:00:00",17150
"2017-12-14 00:00:00",17261
"2017-12-15 00:00:00",17562
"2017-12-16 00:00:00",17472
"2017-12-17 00:00:00",17500
"2017-12-18 00:00:00",17491
"2017-12-19 00:00:00",16989
"2017-12-20 00:00:00",16906
"2017-12-21 00:00:00",16885
"2017-12-22 00:00:00",17148
"2017-12-23 00:00:00",17981
"2017-12-24 00:00:00",18056
"2017-12-25 00:00:00",18208
"2017-12-26 00:00:00",18090
"2017-12-27 00:00:00",18023
"2017-12-28 00:00:00",17798
"2017-12-29 00:00:00",17496
"2017-12-30 00:00:00",17465
"2017-12-31 00:00:00",17861
"2018-01-01 00:00:00",17918
"2018-01-02 00:00:00",17408
"2018-01-03 00:00:00",16813
"2018-01-04 00:00:00",16560
"2018-01-05 00:00:00",16281
"2018-01-06 00:00:00",16478
"2018-01-07 00:00:00",16804
"2018-01-08 00:00:00",16466
"2018-01-09 00:00:00",16386
"2018-01-10 00:00:00",16506
"2018-01-11 00:00:00",16519
"2018-01-12 00:00:00",16500
"2018-01-13 00:00:00",16416
"2018-01-14 00:00:00",17098
"2018-01-15 00:00:00",16481
"2018-01-16 00:00:00",16774
"2018-01-17 00:00:00",16910
"2018-01-18 00:00:00",16896
"2018-01-19 00:00:00",17230
"2018-01-20 00:00:00",17764
"2018-01-21 00:00:00",17586
"2018-01-22 00:00:00",17788
"2018-01-23 00:00:00",17820
"2018-01-24 00:00:00",18003
"2018-01-25 00:00:00",17851
"2018-01-26 00:00:00",17857
"2018-01-27 00:00:00",18126
"2018-01-28 00:00:00",18153
"2018-01-29 00:00:00",17892
"2018-01-30 00:00:00",17729
"2018-01-31 00:00:00",17782
"2018-02-01 00:00:00",17504
"2018-02-02 00:00:00",17740
"2018-02-03 00:00:00",18039
"2018-02-04 00:00:00",17990
"2018-02-05 00:00:00",18192
"2018-02-06 00:00:00",17897
"2018-02-07 00:00:00",17881
"2018-02-08 00:00:00",18118
"2018-02-09 00:00:00",17657
"2018-02-10 00:00:00",17833
"2018-02-11 00:00:00",17208
"2018-02-12 00:00:00",17271
"2018-02-13 00:00:00",17520
"2018-02-14 00:00:00",17191
"2018-02-15 00:00:00",17814
"2018-02-16 00:00:00",17775
"2018-02-17 00:00:00",17805
"2018-02-18 00:00:00",18012
"2018-02-19 00:00:00",17558
"2018-02-20 00:00:00",16826
"2018-02-21 00:00:00",17562
"2018-02-22 00:00:00",17361
"2018-02-23 00:00:00",17797
"2018-02-24 00:00:00",17450
"2018-02-25 00:00:00",17516
"2018-02-26 00:00:00",17024
"2018-02-27 00:00:00",17026
"2018-02-28 00:00:00",17225
"2018-03-01 00:00:00",17131
"2018-03-02 00:00:00",17568
"2018-03-03 00:00:00",17589
"2018-03-04 00:00:00",17239
"2018-03-05 00:00:00",17228
"2018-03-06 00:00:00",17727
"2018-03-07 00:00:00",17233
"2018-03-08 00:00:00",17082
"2018-03-09 00:00:00",17474
"2018-03-10 00:00:00",17524
"2018-03-11 00:00:00",17702
"2018-03-12 00:00:00",17148
"2018-03-13 00:00:00",17079
"2018-03-14 00:00:00",17602
"2018-03-15 00:00:00",17008
"2018-03-16 00:00:00",17711
"2018-03-17 00:00:00",17344
"2018-03-18 00:00:00",17458
"2018-03-19 00:00:00",17332
"2018-03-20 00:00:00",17321
"2018-03-21 00:00:00",17638
"2018-03-22 00:00:00",17684
"2018-03-23 00:00:00",17618
"2018-03-24 00:00:00",17862
"2018-03-25 00:00:00",17599
"2018-03-26 00:00:00",17843
"2018-03-27 00:00:00",17652
"2018-03-28 00:00:00",17799
"2018-03-29 00:00:00",17278
"2018-03-30 00:00:00",17721
"2018-03-31 00:00:00",17907
"2018-04-01 00:00:00",18082
"2018-04-02 00:00:00",17914
"2018-04-03 00:00:00",17920
"2018-04-04 00:00:00",17943
"2018-04-05 00:00:00",18044
"2018-04-06 00:00:00",18159
"2018-04-07 00:00:00",18212
"2018-04-08 00:00:00",18057
"2018-04-09 00:00:00",17647
"2018-04-10 00:00:00",17988
"2018-04-11 00:00:00",17231
"2018-04-12 00:00:00",17362
"2018-04-13 00:00:00",17493
"2018-04-14 00:00:00",17594
