"DateTime","Uncles"
"2017-12-16 00:00:00",1273
"2017-12-17 00:00:00",1257
"2017-12-18 00:00:00",1355
"2017-12-19 00:00:00",1598
"2017-12-20 00:00:00",1668
"2017-12-21 00:00:00",1570
"2017-12-22 00:00:00",1519
"2017-12-23 00:00:00",1263
"2017-12-24 00:00:00",1079
"2017-12-25 00:00:00",993
"2017-12-26 00:00:00",1022
"2017-12-27 00:00:00",1104
"2017-12-28 00:00:00",1173
"2017-12-29 00:00:00",1311
"2017-12-30 00:00:00",1359
"2017-12-31 00:00:00",1157
"2018-01-01 00:00:00",1192
"2018-01-02 00:00:00",1390
"2018-01-03 00:00:00",1665
"2018-01-04 00:00:00",1953
"2018-01-05 00:00:00",2097
"2018-01-06 00:00:00",2004
"2018-01-07 00:00:00",1956
"2018-01-08 00:00:00",1863
"2018-01-09 00:00:00",1966
"2018-01-10 00:00:00",2094
"2018-01-11 00:00:00",2051
"2018-01-12 00:00:00",2003
"2018-01-13 00:00:00",1914
"2018-01-14 00:00:00",1760
"2018-01-15 00:00:00",1742
"2018-01-16 00:00:00",1822
"2018-01-17 00:00:00",1739
"2018-01-18 00:00:00",1624
"2018-01-19 00:00:00",1506
"2018-01-20 00:00:00",1319
"2018-01-21 00:00:00",1199
"2018-01-22 00:00:00",1225
"2018-01-23 00:00:00",1181
"2018-01-24 00:00:00",1124
"2018-01-25 00:00:00",1099
"2018-01-26 00:00:00",1119
"2018-01-27 00:00:00",1021
"2018-01-28 00:00:00",1058
"2018-01-29 00:00:00",1175
"2018-01-30 00:00:00",1138
"2018-01-31 00:00:00",1218
"2018-02-01 00:00:00",1382
"2018-02-02 00:00:00",1287
"2018-02-03 00:00:00",1016
"2018-02-04 00:00:00",1042
"2018-02-05 00:00:00",1086
"2018-02-06 00:00:00",1100
"2018-02-07 00:00:00",1152
"2018-02-08 00:00:00",1026
"2018-02-09 00:00:00",1039
"2018-02-10 00:00:00",1099
"2018-02-11 00:00:00",924
"2018-02-12 00:00:00",1081
"2018-02-13 00:00:00",1052
"2018-02-14 00:00:00",1029
"2018-02-15 00:00:00",1146
"2018-02-16 00:00:00",1053
"2018-02-17 00:00:00",1016
"2018-02-18 00:00:00",1018
"2018-02-19 00:00:00",1139
"2018-02-20 00:00:00",1199
"2018-02-21 00:00:00",1311
"2018-02-22 00:00:00",1155
"2018-02-23 00:00:00",1223
"2018-02-24 00:00:00",1235
"2018-02-25 00:00:00",1109
"2018-02-26 00:00:00",1227
"2018-02-27 00:00:00",1156
"2018-02-28 00:00:00",1197
"2018-03-01 00:00:00",1129
"2018-03-02 00:00:00",1240
"2018-03-03 00:00:00",1085
"2018-03-04 00:00:00",1059
"2018-03-05 00:00:00",1101
"2018-03-06 00:00:00",1171
"2018-03-07 00:00:00",1162
"2018-03-08 00:00:00",1112
"2018-03-09 00:00:00",1106
"2018-03-10 00:00:00",1161
"2018-03-11 00:00:00",1106
"2018-03-12 00:00:00",1184
"2018-03-13 00:00:00",1146
"2018-03-14 00:00:00",1221
"2018-03-15 00:00:00",1157
"2018-03-16 00:00:00",1160
"2018-03-17 00:00:00",1188
"2018-03-18 00:00:00",1037
"2018-03-19 00:00:00",992
"2018-03-20 00:00:00",1043
"2018-03-21 00:00:00",1035
"2018-03-22 00:00:00",1008
"2018-03-23 00:00:00",971
"2018-03-24 00:00:00",961
"2018-03-25 00:00:00",936
"2018-03-26 00:00:00",1005
"2018-03-27 00:00:00",1050
"2018-03-28 00:00:00",1051
"2018-03-29 00:00:00",1161
"2018-03-30 00:00:00",1121
"2018-03-31 00:00:00",959
"2018-04-01 00:00:00",903
"2018-04-02 00:00:00",901
"2018-04-03 00:00:00",1003
"2018-04-04 00:00:00",955
"2018-04-05 00:00:00",1005
"2018-04-06 00:00:00",959
"2018-04-07 00:00:00",888
"2018-04-08 00:00:00",917
"2018-04-09 00:00:00",968
"2018-04-10 00:00:00",964
"2018-04-11 00:00:00",969
"2018-04-12 00:00:00",1034
"2018-04-13 00:00:00",1183
"2018-04-14 00:00:00",1101
