"DateTime","Total Supply [Ether]"
"2017-09-10 00:00:00",94546773
"2017-09-11 00:00:00",94565619
"2017-09-12 00:00:00",94584931
"2017-09-13 00:00:00",94603830
"2017-09-14 00:00:00",94623119
"2017-09-15 00:00:00",94642656
"2017-09-16 00:00:00",94661994
"2017-09-17 00:00:00",94681216
"2017-09-18 00:00:00",94700281
"2017-09-19 00:00:00",94719654
"2017-09-20 00:00:00",94738836
"2017-09-21 00:00:00",94758172
"2017-09-22 00:00:00",94773916
"2017-09-23 00:00:00",94788922
"2017-09-24 00:00:00",94804383
"2017-09-25 00:00:00",94819257
"2017-09-26 00:00:00",94834464
"2017-09-27 00:00:00",94849875
"2017-09-28 00:00:00",94864873
"2017-09-29 00:00:00",94879726
"2017-09-30 00:00:00",94894657
"2017-10-01 00:00:00",94909790
"2017-10-02 00:00:00",94924879
"2017-10-03 00:00:00",94940058
"2017-10-04 00:00:00",94955376
"2017-10-05 00:00:00",94970853
"2017-10-06 00:00:00",94985877
"2017-10-07 00:00:00",95000892
"2017-10-08 00:00:00",95016092
"2017-10-09 00:00:00",95031301
"2017-10-10 00:00:00",95046785
"2017-10-11 00:00:00",95062285
"2017-10-12 00:00:00",95077676
"2017-10-13 00:00:00",95093113
"2017-10-14 00:00:00",95108431
"2017-10-15 00:00:00",95124011
"2017-10-16 00:00:00",95140181
"2017-10-17 00:00:00",95160328
"2017-10-18 00:00:00",95180706
"2017-10-19 00:00:00",95201132
"2017-10-20 00:00:00",95221607
"2017-10-21 00:00:00",95241750
"2017-10-22 00:00:00",95262134
"2017-10-23 00:00:00",95282605
"2017-10-24 00:00:00",95303134
"2017-10-25 00:00:00",95323352
"2017-10-26 00:00:00",95343551
"2017-10-27 00:00:00",95364022
"2017-10-28 00:00:00",95384467
"2017-10-29 00:00:00",95404756
"2017-10-30 00:00:00",95424855
"2017-10-31 00:00:00",95445491
"2017-11-01 00:00:00",95465719
"2017-11-02 00:00:00",95486016
"2017-11-03 00:00:00",95506326
"2017-11-04 00:00:00",95526514
"2017-11-05 00:00:00",95547106
"2017-11-06 00:00:00",95567347
"2017-11-07 00:00:00",95587761
"2017-11-08 00:00:00",95608014
"2017-11-09 00:00:00",95628327
"2017-11-10 00:00:00",95648854
"2017-11-11 00:00:00",95669272
"2017-11-12 00:00:00",95689483
"2017-11-13 00:00:00",95709904
"2017-11-14 00:00:00",95729954
"2017-11-15 00:00:00",95750447
"2017-11-16 00:00:00",95770670
"2017-11-17 00:00:00",95791034
"2017-11-18 00:00:00",95811366
"2017-11-19 00:00:00",95831789
"2017-11-20 00:00:00",95852197
"2017-11-21 00:00:00",95872591
"2017-11-22 00:00:00",95893095
"2017-11-23 00:00:00",95913443
"2017-11-24 00:00:00",95933856
"2017-11-25 00:00:00",95954171
"2017-11-26 00:00:00",95974532
"2017-11-27 00:00:00",95994804
"2017-11-28 00:00:00",96015113
"2017-11-29 00:00:00",96035538
"2017-11-30 00:00:00",96055954
"2017-12-01 00:00:00",96076431
"2017-12-02 00:00:00",96096636
"2017-12-03 00:00:00",96116973
"2017-12-04 00:00:00",96137398
"2017-12-05 00:00:00",96158028
"2017-12-06 00:00:00",96178670
"2017-12-07 00:00:00",96199621
"2017-12-08 00:00:00",96220094
"2017-12-09 00:00:00",96240700
"2017-12-10 00:00:00",96261109
"2017-12-11 00:00:00",96281454
"2017-12-12 00:00:00",96302055
"2017-12-13 00:00:00",96322694
"2017-12-14 00:00:00",96343513
"2017-12-15 00:00:00",96364370
"2017-12-16 00:00:00",96384782
"2017-12-17 00:00:00",96405166
"2017-12-18 00:00:00",96425752
"2017-12-19 00:00:00",96446406
"2017-12-20 00:00:00",96467074
"2017-12-21 00:00:00",96487516
"2017-12-22 00:00:00",96508137
"2017-12-23 00:00:00",96528994
"2017-12-24 00:00:00",96549510
"2017-12-25 00:00:00",96569977
"2017-12-26 00:00:00",96590379
"2017-12-27 00:00:00",96610934
"2017-12-28 00:00:00",96631390
"2017-12-29 00:00:00",96651871
"2017-12-30 00:00:00",96672433
"2017-12-31 00:00:00",96692921
"2018-01-01 00:00:00",96713570
"2018-01-02 00:00:00",96734158
"2018-01-03 00:00:00",96754795
"2018-01-04 00:00:00",96775776
"2018-01-05 00:00:00",96796758
"2018-01-06 00:00:00",96817751
"2018-01-07 00:00:00",96838963
"2018-01-08 00:00:00",96859636
"2018-01-09 00:00:00",96880442
"2018-01-10 00:00:00",96901589
"2018-01-11 00:00:00",96922656
"2018-01-12 00:00:00",96943627
"2018-01-13 00:00:00",96964363
"2018-01-14 00:00:00",96985447
"2018-01-15 00:00:00",97005902
"2018-01-16 00:00:00",97026829
"2018-01-17 00:00:00",97047701
"2018-01-18 00:00:00",97068300
"2018-01-19 00:00:00",97088964
"2018-01-20 00:00:00",97109748
"2018-01-21 00:00:00",97130066
"2018-01-22 00:00:00",97150657
"2018-01-23 00:00:00",97171159
"2018-01-24 00:00:00",97191751
"2018-01-25 00:00:00",97212109
"2018-01-26 00:00:00",97232531
"2018-01-27 00:00:00",97252971
"2018-01-28 00:00:00",97273538
"2018-01-29 00:00:00",97294089
"2018-01-30 00:00:00",97314416
"2018-01-31 00:00:00",97334973
"2018-02-01 00:00:00",97355555
"2018-02-02 00:00:00",97376224
"2018-02-03 00:00:00",97396567
"2018-02-04 00:00:00",97416895
"2018-02-05 00:00:00",97437544
"2018-02-06 00:00:00",97457941
"2018-02-07 00:00:00",97478409
"2018-02-08 00:00:00",97498809
"2018-02-09 00:00:00",97518793
"2018-02-10 00:00:00",97539088
"2018-02-11 00:00:00",97558368
"2018-02-12 00:00:00",97578070
"2018-02-13 00:00:00",97597953
"2018-02-14 00:00:00",97617459
"2018-02-15 00:00:00",97637850
"2018-02-16 00:00:00",97658004
"2018-02-17 00:00:00",97678094
"2018-02-18 00:00:00",97698397
"2018-02-19 00:00:00",97718548
"2018-02-20 00:00:00",97738119
"2018-02-21 00:00:00",97758657
"2018-02-22 00:00:00",97778615
"2018-02-23 00:00:00",97799159
"2018-02-24 00:00:00",97819386
"2018-02-25 00:00:00",97839403
"2018-02-26 00:00:00",97859178
"2018-02-27 00:00:00",97878827
"2018-02-28 00:00:00",97898726
"2018-03-01 00:00:00",97918402
"2018-03-02 00:00:00",97938781
"2018-03-03 00:00:00",97958817
"2018-03-04 00:00:00",97978449
"2018-03-05 00:00:00",97998174
"2018-03-06 00:00:00",98018549
"2018-03-07 00:00:00",98038430
"2018-03-08 00:00:00",98058055
"2018-03-09 00:00:00",98078059
"2018-03-10 00:00:00",98098224
"2018-03-11 00:00:00",98118446
"2018-03-12 00:00:00",98138309
"2018-03-13 00:00:00",98157977
"2018-03-14 00:00:00",98178340
"2018-03-15 00:00:00",98197960
"2018-03-16 00:00:00",98218305
"2018-03-17 00:00:00",98238317
"2018-03-18 00:00:00",98258127
"2018-03-19 00:00:00",98277710
"2018-03-20 00:00:00",98297392
"2018-03-21 00:00:00",98317395
"2018-03-22 00:00:00",98337368
"2018-03-23 00:00:00",98357190
"2018-03-24 00:00:00",98377243
"2018-03-25 00:00:00",98396963
"2018-03-26 00:00:00",98417098
"2018-03-27 00:00:00",98437123
"2018-03-28 00:00:00",98457304
"2018-03-29 00:00:00",98477216
"2018-03-30 00:00:00",98497485
"2018-03-31 00:00:00",98517578
"2018-04-01 00:00:00",98537719
"2018-04-02 00:00:00",98557676
"2018-04-03 00:00:00",98577880
"2018-04-04 00:00:00",98598002
"2018-04-05 00:00:00",98618369
"2018-04-06 00:00:00",98638716
"2018-04-07 00:00:00",98658951
"2018-04-08 00:00:00",98679088
"2018-04-09 00:00:00",98698910
"2018-04-10 00:00:00",98719090
"2018-04-11 00:00:00",98738510
"2018-04-12 00:00:00",98758228
"2018-04-13 00:00:00",98778409
"2018-04-14 00:00:00",98798490
