"DateTime","Gas Limit"
"2017-09-08 00:00:00",6719769.643930958
"2017-09-09 00:00:00",6716665.867452962
"2017-09-10 00:00:00",6714265.9759373255
"2017-09-11 00:00:00",6713937.299915517
"2017-09-12 00:00:00",6713624.059950042
"2017-09-13 00:00:00",6715326.0415723985
"2017-09-14 00:00:00",6714607.130869686
"2017-09-15 00:00:00",6716433.881637168
"2017-09-16 00:00:00",6717209.921584927
"2017-09-17 00:00:00",6715699.572727272
"2017-09-18 00:00:00",6717982.077312342
"2017-09-19 00:00:00",6716350.779768468
"2017-09-20 00:00:00",6715107.6575
"2017-09-21 00:00:00",6717505.303978052
"2017-09-22 00:00:00",6716688.081972675
"2017-09-23 00:00:00",6713016.276352288
"2017-09-24 00:00:00",6714638.908100748
"2017-09-25 00:00:00",6715331.70909732
"2017-09-26 00:00:00",6716416.830103806
"2017-09-27 00:00:00",6716227.295110193
"2017-09-28 00:00:00",6715450.0780812325
"2017-09-29 00:00:00",6715245.138211383
"2017-09-30 00:00:00",6716661.827464789
"2017-10-01 00:00:00",6717632.172257163
"2017-10-02 00:00:00",6718500.293455313
"2017-10-03 00:00:00",6718439.9070580015
"2017-10-04 00:00:00",6714961.104989605
"2017-10-05 00:00:00",6714274.0291921245
"2017-10-06 00:00:00",6716454.72366573
"2017-10-07 00:00:00",6713923.200842696
"2017-10-08 00:00:00",6716313.521708927
"2017-10-09 00:00:00",6718654.445870923
"2017-10-10 00:00:00",6714254.205831904
"2017-10-11 00:00:00",6715118.496054889
"2017-10-12 00:00:00",6714017.429113488
"2017-10-13 00:00:00",6717085.546869596
"2017-10-14 00:00:00",6716808.667128507
"2017-10-15 00:00:00",6713582.23008547
"2017-10-16 00:00:00",6715225.539086517
"2017-10-17 00:00:00",6715115.784132231
"2017-10-18 00:00:00",6714804.916733644
"2017-10-19 00:00:00",6715046.439192438
"2017-10-20 00:00:00",6714700.1215327885
"2017-10-21 00:00:00",6715584.330069032
"2017-10-22 00:00:00",6715812.71066879
"2017-10-23 00:00:00",6713210.853213944
"2017-10-24 00:00:00",6715813.236395647
"2017-10-25 00:00:00",6715891.658354922
"2017-10-26 00:00:00",6715153.10833198
"2017-10-27 00:00:00",6715470.334724675
"2017-10-28 00:00:00",6716878.492307693
"2017-10-29 00:00:00",6718391.538908621
"2017-10-30 00:00:00",6716554.127140975
"2017-10-31 00:00:00",6718664.865179283
"2017-11-01 00:00:00",6717652.0159557145
"2017-11-02 00:00:00",6714343.787923177
"2017-11-03 00:00:00",6715335.283505155
"2017-11-04 00:00:00",6713518.450129116
"2017-11-05 00:00:00",6712644.153357676
"2017-11-06 00:00:00",6712661.002581062
"2017-11-07 00:00:00",6712171.944614394
"2017-11-08 00:00:00",6713520.738454137
"2017-11-09 00:00:00",6717973.030185633
"2017-11-10 00:00:00",6715423.993333333
"2017-11-11 00:00:00",6713737.371948301
"2017-11-12 00:00:00",6712625.927942354
"2017-11-13 00:00:00",6714458.484337349
"2017-11-14 00:00:00",6714203.028095393
"2017-11-15 00:00:00",6714557.450056117
"2017-11-16 00:00:00",6714211.889665258
"2017-11-17 00:00:00",6715948.544987971
"2017-11-18 00:00:00",6714793.989702333
"2017-11-19 00:00:00",6714101.897063517
"2017-11-20 00:00:00",6712277.954177462
"2017-11-21 00:00:00",6714631.117427924
"2017-11-22 00:00:00",6715493.48638257
"2017-11-23 00:00:00",6715334.951857835
"2017-11-24 00:00:00",6713415.782322746
"2017-11-25 00:00:00",6716600.869698436
"2017-11-26 00:00:00",6715057.336683417
"2017-11-27 00:00:00",6717214.309727243
"2017-11-28 00:00:00",6716916.943222842
"2017-11-29 00:00:00",6716424.303536346
"2017-11-30 00:00:00",6716398.673549016
"2017-12-01 00:00:00",6718428.874163538
"2017-12-02 00:00:00",6719955.293408227
"2017-12-03 00:00:00",6721039.509868966
"2017-12-04 00:00:00",6722342.788926115
"2017-12-05 00:00:00",6726755.123299928
"2017-12-06 00:00:00",6723147.061381075
