"DateTime","Market Cap [USD]"
"2016-09-01 00:00:00",1020297917.43
"2016-09-02 00:00:00",1009825994.115
"2016-09-03 00:00:00",990972401.55
"2016-09-04 00:00:00",979637838.901875
"2016-09-05 00:00:00",983362396.8125
"2016-09-06 00:00:00",979548548.428125
"2016-09-07 00:00:00",970713101.5778126
"2016-09-08 00:00:00",954325667.266875
"2016-09-09 00:00:00",982352719.6475
"2016-09-10 00:00:00",1010396380.853125
"2016-09-11 00:00:00",976394337.36375
"2016-09-12 00:00:00",997748304.423125
"2016-09-13 00:00:00",1000646057.5225
"2016-09-14 00:00:00",1005232767.5053124
"2016-09-15 00:00:00",1004777880.48625
"2016-09-16 00:00:00",1059791908.5690625
"2016-09-17 00:00:00",1078694086.0759375
"2016-09-18 00:00:00",1042067100.860625
"2016-09-19 00:00:00",1087927268.930625
"2016-09-20 00:00:00",1239015752.76
"2016-09-21 00:00:00",1155283675.9975
"2016-09-22 00:00:00",1104333372.508125
"2016-09-23 00:00:00",1125850342.105
"2016-09-24 00:00:00",1088358960.0034375
"2016-09-25 00:00:00",1100610254.025
"2016-09-26 00:00:00",1087530347.7153125
"2016-09-27 00:00:00",1104866236.4403124
"2016-09-28 00:00:00",1123022328.946875
"2016-09-29 00:00:00",1112470986.9365625
"2016-09-30 00:00:00",1118802584.9575
"2016-10-01 00:00:00",1116722996.0065625
"2016-10-02 00:00:00",1118886834.830625
"2016-10-03 00:00:00",1137940205.2171874
"2016-10-04 00:00:00",1127368451.385
"2016-10-05 00:00:00",1108334916.679375
"2016-10-06 00:00:00",1090130114.019375
"2016-10-07 00:00:00",1074499984.8275
"2016-10-08 00:00:00",1037656295.37
"2016-10-09 00:00:00",1022799757.005
"2016-10-10 00:00:00",996049748.85125
"2016-10-11 00:00:00",997279807.3203125
"2016-10-12 00:00:00",999366805.42875
"2016-10-13 00:00:00",1021012409.4225
"2016-10-14 00:00:00",1011210947.5125
"2016-10-15 00:00:00",1016694688.0675
"2016-10-16 00:00:00",1014537309.18375
"2016-10-17 00:00:00",1019177237.74625
"2016-10-18 00:00:00",1063831818.75
"2016-10-19 00:00:00",1019973548.34625
"2016-10-20 00:00:00",1026349402.2125
"2016-10-21 00:00:00",1028440658.07875
"2016-10-22 00:00:00",1027970928.601875
"2016-10-23 00:00:00",1018969158.5921875
"2016-10-24 00:00:00",1017646269.0478125
"2016-10-25 00:00:00",971090815.27125
"2016-10-26 00:00:00",981698292.78125
"2016-10-27 00:00:00",976082154.305625
"2016-10-28 00:00:00",946537730.44
"2016-10-29 00:00:00",887900542.0996875
"2016-10-30 00:00:00",959188633.26
"2016-10-31 00:00:00",933036338.3675
"2016-11-01 00:00:00",919680803.890625
"2016-11-02 00:00:00",926006379.856875
"2016-11-03 00:00:00",929768698.726875
"2016-11-04 00:00:00",953228674.7025
"2016-11-05 00:00:00",951864901.5596875
"2016-11-06 00:00:00",940219052.044375
"2016-11-07 00:00:00",934582001.2
"2016-11-08 00:00:00",931503415.73625
"2016-11-09 00:00:00",912963045.7325
"2016-11-10 00:00:00",902994807.4475
"2016-11-11 00:00:00",883575007.704375
"2016-11-12 00:00:00",855557004.9675
"2016-11-13 00:00:00",870488342.9103125
"2016-11-14 00:00:00",859636061.25
"2016-11-15 00:00:00",878869341.056875
"2016-11-16 00:00:00",861126511.870625
"2016-11-17 00:00:00",856271459.9046875
"2016-11-18 00:00:00",820442788.424375
"2016-11-19 00:00:00",835391790.803125
"2016-11-20 00:00:00",824506462.044375
"2016-11-21 00:00:00",823949027.33
"2016-11-22 00:00:00",848388212.22
"2016-11-23 00:00:00",843534191.9775
"2016-11-24 00:00:00",795532372.038125
"2016-11-25 00:00:00",810514492.60125
"2016-11-26 00:00:00",806502166.03875
"2016-11-27 00:00:00",769672346.5096875
"2016-11-28 00:00:00",748370520.705
"2016-11-29 00:00:00",707160103.011875
"2016-11-30 00:00:00",742878063.6528125
"2016-12-01 00:00:00",730173759.595
"2016-12-02 00:00:00",662071353.9890625
"2016-12-03 00:00:00",683961392.35625
"2016-12-04 00:00:00",653028572.08875
"2016-12-05 00:00:00",579620252.80125
"2016-12-06 00:00:00",659572202.0425
"2016-12-07 00:00:00",723974098.70625
"2016-12-08 00:00:00",719905305.18125
"2016-12-09 00:00:00",739256881.0725
"2016-12-10 00:00:00",702203230.1871876
"2016-12-11 00:00:00",712011723.6
"2016-12-12 00:00:00",733984215.81875
"2016-12-13 00:00:00",729908317.95
"2016-12-14 00:00:00",715398493.2540625
"2016-12-15 00:00:00",674786829.4925
"2016-12-16 00:00:00",682862253.190625
"2016-12-17 00:00:00",666579208.551875
"2016-12-18 00:00:00",686845620.7903125
"2016-12-19 00:00:00",662710361.52375
"2016-12-20 00:00:00",661209045.5746875
"2016-12-21 00:00:00",685850110.7975
"2016-12-22 00:00:00",666043612.5075
"2016-12-23 00:00:00",624420740.69875
"2016-12-24 00:00:00",630751906.0509375
"2016-12-25 00:00:00",627492409.6153125
"2016-12-26 00:00:00",629466026.5315624
"2016-12-27 00:00:00",624451021.6140625
"2016-12-28 00:00:00",661371056.19125
"2016-12-29 00:00:00",717547410.44875
"2016-12-30 00:00:00",713435972.13
"2016-12-31 00:00:00",704069961.853125
"2017-01-01 00:00:00",712199982.498125
"2017-01-02 00:00:00",729086466.42125
"2017-01-03 00:00:00",839670761.2059375
"2017-01-04 00:00:00",952968417.24
"2017-01-05 00:00:00",893732424.88125
"2017-01-06 00:00:00",882657507.985
"2017-01-07 00:00:00",857550307.29
"2017-01-08 00:00:00",900840905.26625
"2017-01-09 00:00:00",895024654.9125
"2017-01-10 00:00:00",926067021.134375
"2017-01-11 00:00:00",863176109.4321876
"2017-01-12 00:00:00",861729473.0925
"2017-01-13 00:00:00",859404537.22125
"2017-01-14 00:00:00",859712393.28375
"2017-01-15 00:00:00",868816124.62125
"2017-01-16 00:00:00",843616908.3496875
"2017-01-17 00:00:00",892316868.0075
"2017-01-18 00:00:00",897038937.7653126
"2017-01-19 00:00:00",918501472.555625
"2017-01-20 00:00:00",933802137.58125
"2017-01-21 00:00:00",961455369.4909375
"2017-01-22 00:00:00",944168354.8565625
"2017-01-23 00:00:00",950678943.011875
"2017-01-24 00:00:00",927198103.9925
"2017-01-25 00:00:00",927528365.9628125
"2017-01-26 00:00:00",940222150.8328125
"2017-01-27 00:00:00",928189440.03625
"2017-01-28 00:00:00",931171191.373125
"2017-01-29 00:00:00",925312906.2928125
"2017-01-30 00:00:00",938908478.806875
"2017-01-31 00:00:00",947201773.258125
"2017-02-01 00:00:00",947537340.98625
"2017-02-02 00:00:00",954069047.518125
"2017-02-03 00:00:00",969457105.725
"2017-02-04 00:00:00",1002574549.10375
"2017-02-05 00:00:00",994072453.006875
"2017-02-06 00:00:00",1003290257.8725
"2017-02-07 00:00:00",1015172719.0609375
"2017-02-08 00:00:00",1010214190.454375
"2017-02-09 00:00:00",970646117.52
"2017-02-10 00:00:00",1006493089.966875
"2017-02-11 00:00:00",1014842202.2775
"2017-02-12 00:00:00",1014314852.16625
"2017-02-13 00:00:00",1012011728.22
"2017-02-14 00:00:00",1155470796.1875
"2017-02-15 00:00:00",1153215751.7584374
"2017-02-16 00:00:00",1151845910.928125
"2017-02-17 00:00:00",1131786905.76
"2017-02-18 00:00:00",1141974817.4915626
"2017-02-19 00:00:00",1141485581.138125
"2017-02-20 00:00:00",1115166725.47875
"2017-02-21 00:00:00",1137835625.1521876
"2017-02-22 00:00:00",1131100675.216875
"2017-02-23 00:00:00",1170729339.6946876
"2017-02-24 00:00:00",1169355916.239375
"2017-02-25 00:00:00",1210814134.8959374
"2017-02-26 00:00:00",1302290212.46375
"2017-02-27 00:00:00",1388464826.3609376
"2017-02-28 00:00:00",1435407731.90375
"2017-03-01 00:00:00",1568151177.8765626
"2017-03-02 00:00:00",1705465311.67125
"2017-03-03 00:00:00",1741829004.1275
"2017-03-04 00:00:00",1664616969.4784374
"2017-03-05 00:00:00",1719786530.756875
"2017-03-06 00:00:00",1767825679.1328125
"2017-03-07 00:00:00",1693224653.9815626
"2017-03-08 00:00:00",1481530070.554375
"2017-03-09 00:00:00",1586875597.470625
"2017-03-10 00:00:00",1714705923.1446874
"2017-03-11 00:00:00",1923327713.896875
"2017-03-12 00:00:00",2090824883.9690626
"2017-03-13 00:00:00",2552764188.0609374
"2017-03-14 00:00:00",2565320960.12125
"2017-03-15 00:00:00",3158836244.430625
"2017-03-16 00:00:00",4087804291.520625
"2017-03-17 00:00:00",3996703843.34
"2017-03-18 00:00:00",3056104812.3125
"2017-03-19 00:00:00",3877196469.685
"2017-03-20 00:00:00",3823693752.255
"2017-03-21 00:00:00",3839408918.3896875
"2017-03-22 00:00:00",3748936877.2625
"2017-03-23 00:00:00",3889791512.1
"2017-03-24 00:00:00",4790946228.73875
"2017-03-25 00:00:00",4561032788.71625
"2017-03-26 00:00:00",4563512236.438437
"2017-03-27 00:00:00",4423521961.189375
"2017-03-28 00:00:00",4532354379.890625
"2017-03-29 00:00:00",4788366809.492812
"2017-03-30 00:00:00",4685302912.183125
"2017-03-31 00:00:00",4506344127.125313
"2017-04-01 00:00:00",4570204872.95625
"2017-04-02 00:00:00",4386526251.353125
"2017-04-03 00:00:00",3988552427.836875
"2017-04-04 00:00:00",4017046779.8025
"2017-04-05 00:00:00",4060943325.60625
"2017-04-06 00:00:00",3911229772.993125
"2017-04-07 00:00:00",3829307631.6878123
"2017-04-08 00:00:00",4017121658.1646876
"2017-04-09 00:00:00",3959594863.485
"2017-04-10 00:00:00",3962720032.63875
"2017-04-11 00:00:00",3964051936.141875
"2017-04-12 00:00:00",4204710309.03375
"2017-04-13 00:00:00",4531688012.617812
"2017-04-14 00:00:00",4292830785.76625
"2017-04-15 00:00:00",4436726479.762188
"2017-04-16 00:00:00",4377395598.494375
"2017-04-17 00:00:00",4353446532.560625
"2017-04-18 00:00:00",4531140718.865
"2017-04-19 00:00:00",4350876885.6525
"2017-04-20 00:00:00",4486866782.78
"2017-04-21 00:00:00",4389255979.405313
"2017-04-22 00:00:00",4403438198.606563
"2017-04-23 00:00:00",4435851500.7421875
"2017-04-24 00:00:00",4545619259.5825
"2017-04-25 00:00:00",4560813160.079375
"2017-04-26 00:00:00",4852833035.94
"2017-04-27 00:00:00",5752750505.2325
