"DateTime","Total Daily Mining Reward [Ether]"
"2018-02-15 00:00:00",21019
"2018-02-16 00:00:00",20749
"2018-02-17 00:00:00",20752
"2018-02-18 00:00:00",21068
"2018-02-19 00:00:00",20798
"2018-02-20 00:00:00",20291
"2018-02-21 00:00:00",21278
"2018-02-22 00:00:00",20560
"2018-02-23 00:00:00",21168
"2018-02-24 00:00:00",20848
"2018-02-25 00:00:00",20563
"2018-02-26 00:00:00",20310
"2018-02-27 00:00:00",20195
"2018-02-28 00:00:00",20634
"2018-03-01 00:00:00",20231
"2018-03-02 00:00:00",21107
"2018-03-03 00:00:00",20538
"2018-03-04 00:00:00",20175
"2018-03-05 00:00:00",20348
"2018-03-06 00:00:00",20890
"2018-03-07 00:00:00",20473
"2018-03-08 00:00:00",20151
"2018-03-09 00:00:00",20498
"2018-03-10 00:00:00",20558
"2018-03-11 00:00:00",20579
"2018-03-12 00:00:00",20368
"2018-03-13 00:00:00",20047
"2018-03-14 00:00:00",20784
"2018-03-15 00:00:00",20002
"2018-03-16 00:00:00",20763
"2018-03-17 00:00:00",20319
"2018-03-18 00:00:00",20167
"2018-03-19 00:00:00",19947
"2018-03-20 00:00:00",20051
"2018-03-21 00:00:00",20438
"2018-03-22 00:00:00",20392
"2018-03-23 00:00:00",20262
"2018-03-24 00:00:00",20429
"2018-03-25 00:00:00",20047
"2018-03-26 00:00:00",20566
"2018-03-27 00:00:00",20383
"2018-03-28 00:00:00",20546
"2018-03-29 00:00:00",20295
"2018-03-30 00:00:00",20620
"2018-03-31 00:00:00",20371
"2018-04-01 00:00:00",20392
"2018-04-02 00:00:00",20259
"2018-04-03 00:00:00",20534
"2018-04-04 00:00:00",20404
"2018-04-05 00:00:00",20853
"2018-04-06 00:00:00",20699
"2018-04-07 00:00:00",20478
"2018-04-08 00:00:00",20415
"2018-04-09 00:00:00",20124
"2018-04-10 00:00:00",20469
"2018-04-11 00:00:00",19735
"2018-04-12 00:00:00",20090
"2018-04-13 00:00:00",20618
"2018-04-14 00:00:00",20394
