"DateTime","Transactions"
"2017-10-29 00:00:00",494176
"2017-10-30 00:00:00",532626
"2017-10-31 00:00:00",519906
"2017-11-01 00:00:00",527783
"2017-11-02 00:00:00",529277
"2017-11-03 00:00:00",485790
"2017-11-04 00:00:00",398758
"2017-11-05 00:00:00",417102
"2017-11-06 00:00:00",511663
"2017-11-07 00:00:00",470418
"2017-11-08 00:00:00",480413
"2017-11-09 00:00:00",467172
"2017-11-10 00:00:00",457427
"2017-11-11 00:00:00",394378
"2017-11-12 00:00:00",434380
"2017-11-13 00:00:00",443176
"2017-11-14 00:00:00",475984
"2017-11-15 00:00:00",540593
"2017-11-16 00:00:00",491482
"2017-11-17 00:00:00",508590
"2017-11-18 00:00:00",459679
"2017-11-19 00:00:00",464563
"2017-11-20 00:00:00",530141
"2017-11-21 00:00:00",524044
"2017-11-22 00:00:00",546489
"2017-11-23 00:00:00",537068
"2017-11-24 00:00:00",525529
"2017-11-25 00:00:00",561166
"2017-11-26 00:00:00",542484
"2017-11-27 00:00:00",608695
"2017-11-28 00:00:00",638989
"2017-11-29 00:00:00",663579
"2017-11-30 00:00:00",655457
"2017-12-01 00:00:00",622720
"2017-12-02 00:00:00",627785
"2017-12-03 00:00:00",693808
"2017-12-04 00:00:00",701834
"2017-12-05 00:00:00",693090
"2017-12-06 00:00:00",791746
"2017-12-07 00:00:00",660618
"2017-12-08 00:00:00",768095
"2017-12-09 00:00:00",708895
"2017-12-10 00:00:00",717203
"2017-12-11 00:00:00",829598
"2017-12-12 00:00:00",873706
"2017-12-13 00:00:00",910991
"2017-12-14 00:00:00",944324
"2017-12-15 00:00:00",905773
"2017-12-16 00:00:00",901401
"2017-12-17 00:00:00",878225
"2017-12-18 00:00:00",985553
"2017-12-19 00:00:00",1093987
"2017-12-20 00:00:00",988392
"2017-12-21 00:00:00",1074306
"2017-12-22 00:00:00",1107605
"2017-12-23 00:00:00",920089
"2017-12-24 00:00:00",759075
"2017-12-25 00:00:00",753028
"2017-12-26 00:00:00",814796
"2017-12-27 00:00:00",914302
"2017-12-28 00:00:00",950299
"2017-12-29 00:00:00",1091382
"2017-12-30 00:00:00",1138071
"2017-12-31 00:00:00",948797
"2018-01-01 00:00:00",910367
"2018-01-02 00:00:00",1155526
"2018-01-03 00:00:00",1241095
"2018-01-04 00:00:00",1351307
"2018-01-05 00:00:00",1276189
"2018-01-06 00:00:00",1228918
"2018-01-07 00:00:00",1155126
"2018-01-08 00:00:00",1220815
"2018-01-09 00:00:00",1260681
"2018-01-10 00:00:00",1182162
"2018-01-11 00:00:00",1176218
"2018-01-12 00:00:00",1122654
"2018-01-13 00:00:00",1183718
"2018-01-14 00:00:00",1085165
"2018-01-15 00:00:00",1209525
"2018-01-16 00:00:00",1281222
"2018-01-17 00:00:00",1279357
"2018-01-18 00:00:00",1207441
"2018-01-19 00:00:00",1045361
"2018-01-20 00:00:00",985664
"2018-01-21 00:00:00",1009720
"2018-01-22 00:00:00",974765
"2018-01-23 00:00:00",929309
"2018-01-24 00:00:00",914140
"2018-01-25 00:00:00",789412
"2018-01-26 00:00:00",954711
"2018-01-27 00:00:00",832819
"2018-01-28 00:00:00",889367
"2018-01-29 00:00:00",937027
"2018-01-30 00:00:00",908128
"2018-01-31 00:00:00",878195
"2018-02-01 00:00:00",1011550
"2018-02-02 00:00:00",982533
"2018-02-03 00:00:00",815547
"2018-02-04 00:00:00",801428
"2018-02-05 00:00:00",876254
"2018-02-06 00:00:00",889046
"2018-02-07 00:00:00",820431
"2018-02-08 00:00:00",682343
"2018-02-09 00:00:00",778851
"2018-02-10 00:00:00",836314
"2018-02-11 00:00:00",740191
"2018-02-12 00:00:00",797475
"2018-02-13 00:00:00",730671
"2018-02-14 00:00:00",725534
"2018-02-15 00:00:00",770024
"2018-02-16 00:00:00",696587
"2018-02-17 00:00:00",753773
"2018-02-18 00:00:00",754772
"2018-02-19 00:00:00",801205
"2018-02-20 00:00:00",852627
"2018-02-21 00:00:00",846967
"2018-02-22 00:00:00",749784
"2018-02-23 00:00:00",729775
"2018-02-24 00:00:00",726595
"2018-02-25 00:00:00",686085
"2018-02-26 00:00:00",720568
"2018-02-27 00:00:00",669936
"2018-02-28 00:00:00",703155
"2018-03-01 00:00:00",661607
"2018-03-02 00:00:00",736053
"2018-03-03 00:00:00",660944
"2018-03-04 00:00:00",626632
"2018-03-05 00:00:00",735851
"2018-03-06 00:00:00",711139
"2018-03-07 00:00:00",762015
"2018-03-08 00:00:00",672305
"2018-03-09 00:00:00",639919
"2018-03-10 00:00:00",584979
"2018-03-11 00:00:00",602350
"2018-03-12 00:00:00",665571
"2018-03-13 00:00:00",680546
"2018-03-14 00:00:00",669705
"2018-03-15 00:00:00",635682
"2018-03-16 00:00:00",649182
"2018-03-17 00:00:00",584351
"2018-03-18 00:00:00",667116
"2018-03-19 00:00:00",680852
"2018-03-20 00:00:00",641068
"2018-03-21 00:00:00",690024
"2018-03-22 00:00:00",606171
"2018-03-23 00:00:00",661202
"2018-03-24 00:00:00",603914
"2018-03-25 00:00:00",514878
"2018-03-26 00:00:00",619446
"2018-03-27 00:00:00",578682
"2018-03-28 00:00:00",576663
"2018-03-29 00:00:00",571930
"2018-03-30 00:00:00",628953
"2018-03-31 00:00:00",577808
"2018-04-01 00:00:00",543702
"2018-04-02 00:00:00",587608
"2018-04-03 00:00:00",641377
"2018-04-04 00:00:00",623537
"2018-04-05 00:00:00",690591
"2018-04-06 00:00:00",646573
"2018-04-07 00:00:00",535373
"2018-04-08 00:00:00",591250
"2018-04-09 00:00:00",601103
"2018-04-10 00:00:00",564025
"2018-04-11 00:00:00",590447
"2018-04-12 00:00:00",679613
"2018-04-13 00:00:00",719838
"2018-04-14 00:00:00",603865
