"DateTime","Accounts"
"2017-06-24 00:00:00",3621209
"2017-06-25 00:00:00",3665312
"2017-06-26 00:00:00",3718292
"2017-06-27 00:00:00",3760331
"2017-06-28 00:00:00",3810650
"2017-06-29 00:00:00",3859362
"2017-06-30 00:00:00",3906933
"2017-07-01 00:00:00",3942927
"2017-07-02 00:00:00",3976752
"2017-07-03 00:00:00",4031480
"2017-07-04 00:00:00",4082293
"2017-07-05 00:00:00",4125330
"2017-07-06 00:00:00",4160635
"2017-07-07 00:00:00",4203015
"2017-07-08 00:00:00",4241200
"2017-07-09 00:00:00",4271144
"2017-07-10 00:00:00",4308346
"2017-07-11 00:00:00",4350616
"2017-07-12 00:00:00",4391781
"2017-07-13 00:00:00",4440114
"2017-07-14 00:00:00",4472228
"2017-07-15 00:00:00",4499813
"2017-07-16 00:00:00",4531777
"2017-07-17 00:00:00",4570250
"2017-07-18 00:00:00",4620486
"2017-07-19 00:00:00",4656409
"2017-07-20 00:00:00",4698338
"2017-07-21 00:00:00",4736843
"2017-07-22 00:00:00",4763559
"2017-07-23 00:00:00",4800280
"2017-07-24 00:00:00",4838436
"2017-07-25 00:00:00",4879519
"2017-07-26 00:00:00",4914068
"2017-07-27 00:00:00",4943952
"2017-07-28 00:00:00",4975396
"2017-07-29 00:00:00",5002484
"2017-07-30 00:00:00",5045658
"2017-07-31 00:00:00",5082083
"2017-08-01 00:00:00",5121431
"2017-08-02 00:00:00",5159784
"2017-08-03 00:00:00",5201386
"2017-08-04 00:00:00",5240731
"2017-08-05 00:00:00",5278668
"2017-08-06 00:00:00",5321957
"2017-08-07 00:00:00",5373867
"2017-08-08 00:00:00",5428544
"2017-08-09 00:00:00",5481114
"2017-08-10 00:00:00",5540774
"2017-08-11 00:00:00",5601435
"2017-08-12 00:00:00",5657146
"2017-08-13 00:00:00",5718617
"2017-08-14 00:00:00",5797275
"2017-08-15 00:00:00",5882423
"2017-08-16 00:00:00",5938446
"2017-08-17 00:00:00",6005681
"2017-08-18 00:00:00",6076295
"2017-08-19 00:00:00",6139443
