bitcoin 	https://www. rt.com/business/41409 3-keiser-rasmus-bitcoin-debate/ …	maxkeiser	293	102	2017-12-24 22:56:16	945050520594669569	https://twitter.com/maxkeiser/status/945050520594669569			
bitcoin 	There are a long tail of contributors. As an academic you would know anyone can also submit papers to journals. That doesn't mean they will all be auto published due to quality bar as measured by review. Same with bitcoin software and protocol which is higher assurance.	adam3us	17	1	2017-12-24 17:34:50	944969625833562114	https://twitter.com/adam3us/status/944969625833562114			
	1.5TB is close to caps in mountain view, silicon valley. Doesn't get much more density of software engineers. If it can't work there, it basically doesn't work. Yes some places have awesome fibre everywhere and put US to shame, but the world is global. What about India, Africa.	adam3us	41	1	2017-12-24 17:31:25	944968765661437958	https://twitter.com/adam3us/status/944968765661437958			
bitcoin 	Did a batched (5output) segwit transaction for 69c/recipient using bitcoin-qt add recipient feature. Not horribly priced, but could be better if it was a bit cheaper. If only more people used segwit and batching.	adam3us	60	11	2017-12-24 17:29:09	944968197744267264	https://twitter.com/adam3us/status/944968197744267264			
bitcoin 	what can change the game is Bitcoin node bandwidth cost dropping to $0/month via #blocksat https:// blockstream.com/satellite/ bitcoin satellite. we do need another step to get super cheap mass transactions. providing $0/mo cost Bitcoin network access to several billion people is step1.	adam3us	90	12	2017-12-24 14:22:49	944921305127768065	https://twitter.com/adam3us/status/944921305127768065		#blocksat	
	a lot of people eg in india have smartphones (my previous startup most of my colleagues worked from our office in bangalore). the base cost can be quite low, and falling fast and purchase can be amortized with HP model where the network provider makes back the cost on minutes.	adam3us	35	2	2017-12-24 14:18:53	944920312931606528	https://twitter.com/adam3us/status/944920312931606528			
bitcoin 	bitcoin sync is better than torrent I think these days. people used to do that before one of the huge optimisation stages. (block sync has been improved 4x by about an order of magnitude each time since 2009 - probably not so much optimisation left).	adam3us	4	0	2017-12-24 14:07:23	944917421072273408	https://twitter.com/adam3us/status/944917421072273408			
	these limits slide plus 1.5TB/mo even with much more segwit use to come. spoke about it in this presentation http:// adam3.us/hodlhodl-riga/ pic.twitter.com/nKZEk53qSh	adam3us	26	7	2017-12-24 14:06:18	944917148702597125	https://twitter.com/adam3us/status/944917148702597125			
	Bottleneck is more network, bandwidth caps (1.5TB/more and growing) and CPU for signing validation.	adam3us	41	3	2017-12-24 13:59:06	944915337161691136	https://twitter.com/adam3us/status/944915337161691136			
	so welcome to economics? fees are too high. but simultaneously fees are not high enough to motivate opting to lower them.	adam3us	5	0	2017-12-24 13:37:11	944909821811286016	https://twitter.com/adam3us/status/944909821811286016			
bitcoin 	Do you know what delayed that work? Network defenses to work around the now cancelled B2X fork's intentional network confusion... Blame @jgarzik and those supporting him in not having replay protection. Silver lining: it has improved and hardened Bitcoin network. Anti-fragility++	adam3us	10	0	2017-12-24 13:08:41	944902647752118272	https://twitter.com/adam3us/status/944902647752118272			@jgarzik
	Coinbase arb exists to other exchanges also. The spread is mostly on coinbase side. Probably buy imbalance. Also some arb persists even internal to coinbase because some pairs are missing. Eg EUR and GBP vs LTC	adam3us	9	1	2017-12-24 12:59:34	944900354189258752	https://twitter.com/adam3us/status/944900354189258752			
	Are we children @VinnyLingham ?	adam3us	29	0	2017-12-24 12:55:29	944899325259407360	https://twitter.com/adam3us/status/944899325259407360			@VinnyLingham
	That's a false assertion. Many exchanges are paying 10-20x fees for no good reason, and wasting block space by 5-10x by not using segwit, not using batching, not doing change consolidation, not doing good fee estimation, not giving users priority choices. Ask them or switch.	adam3us	18	3	2017-12-24 12:42:06	944895957690474498	https://twitter.com/adam3us/status/944895957690474498			
	. @ErikVoorhees ?	adam3us	51	4	2017-12-24 12:39:52	944895397524398080	https://twitter.com/adam3us/status/944895397524398080			@ErikVoorhees
	Already sold, and shorted the BCH wash trade. Wash trading / price manipulation != Value.	adam3us	3	0	2017-12-24 11:18:14	944874851923308544	https://twitter.com/adam3us/status/944874851923308544			
bitcoin 	Bitcoin-qt has multisend, manually batch them, I've been doing this lately. Some other wallets are considering RBF to replace tx with 1 output to one with two, then three etc as payments are added later if not yet cleared. And to make multiple RBF fee levels & auto increase.	adam3us	1	1	2017-12-24 11:11:53	944873253826453504	https://twitter.com/adam3us/status/944873253826453504			
	I don't understand how Twitter is so easily gamed to block her. Can't that be undone, does someone know people at twitter running abuse reports? this repeat blocking is an abuse of the reporting process.	adam3us	26	4	2017-12-24 10:21:48	944860651830333441	https://twitter.com/adam3us/status/944860651830333441			
	Conquering the 4 biggest challenges... Free ebook from @frontierbiz http:// j.mp/2zN8CDJ #anyware #communications #business	WarrenWhitlock	3	0	2017-12-24 23:04:01	945052467854761984	https://twitter.com/WarrenWhitlock/status/945052467854761984		#anyware #communications #business	@frontierbiz
	I have a lot of ideas. I share some but know where the real difference can be made. pic.twitter.com/TzFBMhuuN6	WarrenWhitlock	10	4	2017-12-24 22:20:44	945041576199380993	https://twitter.com/WarrenWhitlock/status/945041576199380993			
	When They Asked for Social Media Tips. I Gave Them Bacon and Eggs http:// j.mp/1mzm4kw #bacon #marketing #sales pic.twitter.com/BXyhu8fXg4	WarrenWhitlock	6	3	2017-12-24 21:52:37	945034499930447872	https://twitter.com/WarrenWhitlock/status/945034499930447872		#bacon #marketing #sales	
	There is very little in the world that is full black or totally white. :)	WarrenWhitlock	1	0	2017-12-24 21:24:39	945027464262066181	https://twitter.com/WarrenWhitlock/status/945027464262066181			
	I'm reminded of a training I got at a young age. On how a good leader praises in public and reprimands in private. Today, I see others telling people how they should act. Though I still fight the urge to call them out in public, I keep learning that it never makes me feel good.	WarrenWhitlock	1	0	2017-12-24 21:23:45	945027234414313472	https://twitter.com/WarrenWhitlock/status/945027234414313472			
	"Do you pay attention to ""they"" or go your own way?"	WarrenWhitlock	0	0	2017-12-24 20:39:01	945015978991087616	https://twitter.com/WarrenWhitlock/status/945015978991087616			
	thanks	WarrenWhitlock	0	0	2017-12-24 20:38:31	945015853732392962	https://twitter.com/WarrenWhitlock/status/945015853732392962			
	"I agree that peace is not a goal. I prefer to say ""absence of war"" which make the Muste quote right in line with my philosophy. I used to try to argue again people saying we need ""more peace"".. now I accept their good intentions"	WarrenWhitlock	0	0	2017-12-24 20:38:18	945015798749261824	https://twitter.com/WarrenWhitlock/status/945015798749261824			
	#Happy18	WarrenWhitlock	1	0	2017-12-24 20:36:13	945015272267595777	https://twitter.com/WarrenWhitlock/status/945015272267595777		#Happy18	
	I'm resolving to spend less time finding others shortcomings and seek out the awesome things that are improving the world for 2018. pic.twitter.com/xYPQbFnADu	WarrenWhitlock	59	29	2017-12-24 20:18:34	945010833100328965	https://twitter.com/WarrenWhitlock/status/945010833100328965			
	That's why we need you bro. Post the good you find in the world.	WarrenWhitlock	1	0	2017-12-24 19:34:48	944999818501353472	https://twitter.com/WarrenWhitlock/status/944999818501353472			
	I'm not convinced that many people with a love of hatred. Rather, we all have a tendency to get outraged without all the facts, to let imaginations go wild and blurt out things. These actions get reinforced by the gratification of posting. I believe we can do better	WarrenWhitlock	1	0	2017-12-24 19:34:03	944999627555614720	https://twitter.com/WarrenWhitlock/status/944999627555614720			
	So glad you shared this. I followed @naval , read a blog post, listened to a podcast, and resolved to be optimistic regardless of the evil I see.	WarrenWhitlock	2	0	2017-12-24 19:29:25	944998463481118725	https://twitter.com/WarrenWhitlock/status/944998463481118725			@naval
	Seeing evil in the world does not require a post on Twitter. I like to see the powerful fall as much as anyone but am learning that it's more profitable to promote that which is good.	WarrenWhitlock	1	0	2017-12-24 19:27:34	944997998068621313	https://twitter.com/WarrenWhitlock/status/944997998068621313			
	I admit the mistake here. As soon as I thought of the line, I realized that my weight makes it no-contest but frankly I was too lazy to find a better joke. LOL	WarrenWhitlock	1	0	2017-12-24 19:25:00	944997350694514689	https://twitter.com/WarrenWhitlock/status/944997350694514689			
	Who's they? And how can finding bad in anything good help the world? I'm not a Pollyanna. I know there is evil in the world. I choose to focus on making things better. Is that so wrong?	WarrenWhitlock	0	0	2017-12-24 19:23:03	944996862313971712	https://twitter.com/WarrenWhitlock/status/944996862313971712			
	When I pray for #peace , I find myself examining my actions and inspired to make real change where it counts most. pic.twitter.com/aZVUxsEznj	WarrenWhitlock	21	9	2017-12-24 19:13:04	944994348344709123	https://twitter.com/WarrenWhitlock/status/944994348344709123		#peace	
	I find it more profitable to look for the good in the world, encourage others to a positive outcome and share love where I can. There are many problems in the world. Just don't forget that 99% of what we worry about never happens. https:// twitter.com/naval/status/9 44301966989058048 …	WarrenWhitlock	11	3	2017-12-24 19:03:40	944991981184327680	https://twitter.com/WarrenWhitlock/status/944991981184327680			
	Why You Need to Study Konstantin Tsiolkovsky http:// j.mp/1RuF1lb #nanotech #abundance #future pic.twitter.com/8LBeomAEJa	WarrenWhitlock	6	4	2017-12-24 18:48:28	944988158181236736	https://twitter.com/WarrenWhitlock/status/944988158181236736		#nanotech #abundance #future	
	How would the world be different if we started digging up good or funny things about people in power? Granted, it might be tougher to do though I think it's a worthwhile effort.	WarrenWhitlock	13	5	2017-12-24 18:37:13	944985325868158976	https://twitter.com/WarrenWhitlock/status/944985325868158976			
	That's great to hear	WarrenWhitlock	0	0	2017-12-24 18:32:50	944984224574029824	https://twitter.com/WarrenWhitlock/status/944984224574029824			
	Blockchain is trust. Interesting definition	WarrenWhitlock	1	0	2017-12-24 18:32:12	944984063839842305	https://twitter.com/WarrenWhitlock/status/944984063839842305			
	Does not have to be that way.	WarrenWhitlock	0	0	2017-12-24 18:29:46	944983453207994368	https://twitter.com/WarrenWhitlock/status/944983453207994368			
	We are doing so now. The more you contribute with comments, sharing and adding value, the more likely people will be attracted to whatever you do.	WarrenWhitlock	1	0	2017-12-24 18:29:01	944983263050743813	https://twitter.com/WarrenWhitlock/status/944983263050743813			
	Big How? By weight? :)	WarrenWhitlock	1	0	2017-12-24 18:27:37	944982912780214272	https://twitter.com/WarrenWhitlock/status/944982912780214272			
	Keep Minor Business Changes from Becoming Big-Time Setbacks—with Unified Cloud Communications http:// j.mp/2hyaciv #business #communications #anyware	WarrenWhitlock	0	1	2017-12-24 16:03:40	944946683636584448	https://twitter.com/WarrenWhitlock/status/944946683636584448		#business #communications #anyware	
	The revolution in markets. #blockchain for everyone http:// j.mp/1RuF1l5 #marketing #business #tech pic.twitter.com/6WjsIRN3Pk	WarrenWhitlock	4	3	2017-12-24 15:44:11	944941782890110981	https://twitter.com/WarrenWhitlock/status/944941782890110981		#blockchain #marketing #business #tech	
	"Personalisation vs. Creepy. Don't go ""Minority Report"" on us. [video] http:// j.mp/29nNoN4 #adtech #future pic.twitter.com/S4UDGxrpFz"	WarrenWhitlock	6	3	2017-12-24 12:40:33	944895570459717633	https://twitter.com/WarrenWhitlock/status/944895570459717633		#adtech #future	
	Why do Business People talk about Killing Each Other? http:// j.mp/1RuF1BL #business #war #sports pic.twitter.com/1tFS8yCNr8	WarrenWhitlock	6	6	2017-12-24 09:36:11	944849169231032322	https://twitter.com/WarrenWhitlock/status/944849169231032322		#business #war #sports	
	Build your team to achieve more http:// j.mp/2j1jVOB #tech #business #anyware	WarrenWhitlock	3	0	2017-12-24 09:03:56	944841057207975936	https://twitter.com/WarrenWhitlock/status/944841057207975936		#tech #business #anyware	
	Where is Your Blog? Richard Branson Says You Got to Do This http:// j.mp/1RuF1l2 #blogging #marketing pic.twitter.com/SvU0lnroL1	WarrenWhitlock	7	3	2017-12-24 06:32:33	944802957945655296	https://twitter.com/WarrenWhitlock/status/944802957945655296		#blogging #marketing	
	Share this with someone who needs a smile today http:// j.mp/2a9nhbH #socialmedia #joy #love #sharing pic.twitter.com/xn2mL7gq4S	WarrenWhitlock	6	3	2017-12-24 03:28:25	944756617991598085	https://twitter.com/WarrenWhitlock/status/944756617991598085		#socialmedia #joy #love #sharing	
	On Linkedin, I'm what they call an Open Networker. Send me a note and I'll accept to get to know you better and expand our networks. http:// Linkedin.com/in/books pic.twitter.com/3udLLH9WTB	WarrenWhitlock	7	1	2017-12-24 03:03:41	944750394563055619	https://twitter.com/WarrenWhitlock/status/944750394563055619			
	Conquering the 4 biggest challenges... Free ebook from @frontierbiz http:// j.mp/2zN8CDJ #anyware #communications #business	WarrenWhitlock	7	3	2017-12-24 02:03:35	944735272582963200	https://twitter.com/WarrenWhitlock/status/944735272582963200		#anyware #communications #business	@frontierbiz
	The small BIG: small changes that spark big influence http:// j.mp/1RuF1l4 #influence #persuasion #marketing pic.twitter.com/aEDIQlpod5	WarrenWhitlock	4	4	2017-12-24 00:24:21	944710298958749696	https://twitter.com/WarrenWhitlock/status/944710298958749696		#influence #persuasion #marketing	
bitcoin 	Conventional Wisdom: Go to school, learn how to do something other people are already doing. Do that as a career. Bitcoin Wisdom: Blaze a new trail, do something no one is doing. Do that to grow the whole pie.	jimmysong	1571	445	2017-12-24 18:53:46	944989489759490048	https://twitter.com/jimmysong/status/944989489759490048			
	roll 57265	jimmysong	1	0	2017-12-24 18:27:24	944982854672449536	https://twitter.com/jimmysong/status/944982854672449536			
	Linear projections are worse than useless in a non-linear system. They cause people to think they know something when they don't.	jimmysong	227	42	2017-12-24 02:26:37	944741067945062400	https://twitter.com/jimmysong/status/944741067945062400			
bitcoin 	Trading Bitcoin: pic.twitter.com/wX7lA4haPD	DollarVigilante	67	14	2017-12-24 23:30:00	945059009714950144	https://twitter.com/DollarVigilante/status/945059009714950144			
	Join us and learn how to protect your assets. https:// dollarvigilante.com/2tt #NorthCarolina #Martiallaw pic.twitter.com/9VGI9DqYBD	DollarVigilante	9	4	2017-12-24 21:35:23	945030163582078977	https://twitter.com/DollarVigilante/status/945030163582078977		#NorthCarolina #Martiallaw	
	It be like that sometimes pic.twitter.com/uazGKSYfYP	DollarVigilante	59	19	2017-12-24 21:30:02	945028815822180352	https://twitter.com/DollarVigilante/status/945028815822180352			
	HO HO HODL pic.twitter.com/prCfziFrJZ	DollarVigilante	46	17	2017-12-24 19:57:31	945005536000475136	https://twitter.com/DollarVigilante/status/945005536000475136			
	#Trade #Economics #War #Trump #HillaryClinton Subscribe here--> https:// dollarvigilante.com/2tt pic.twitter.com/xcKpu280wp	DollarVigilante	12	1	2017-12-24 18:53:22	944989389448515585	https://twitter.com/DollarVigilante/status/944989389448515585		#Trade #Economics #War #Trump #HillaryClinton	
	Join us and Learn How to Protect Your Wealth.--> https:// dollarvigilante.com/2tt #Economy #Fed #Investing pic.twitter.com/LN1WgzWKVh	DollarVigilante	7	2	2017-12-24 16:11:22	944948621270814720	https://twitter.com/DollarVigilante/status/944948621270814720		#Economy #Fed #Investing	
	Poor Doge pic.twitter.com/5ZJSGcMMrV	DollarVigilante	30	9	2017-12-24 15:15:00	944934437812289536	https://twitter.com/DollarVigilante/status/944934437812289536			
	Your bank is about to go the way of the dinosaur. pic.twitter.com/rDefDhcwEd	DollarVigilante	397	168	2017-12-24 05:15:00	944783441740013568	https://twitter.com/DollarVigilante/status/944783441740013568			
bitcoin 	How To Put #Bitcoin & Other Cryptocurrencies Into An IRA http:// crwd.fr/2kNFvIc	DollarVigilante	14	5	2017-12-24 03:40:30	944759661173116928	https://twitter.com/DollarVigilante/status/944759661173116928		#Bitcoin	
	Her: Me: BRB pic.twitter.com/RvuAwxDjXZ	DollarVigilante	104	26	2017-12-24 03:30:00	944757017792663554	https://twitter.com/DollarVigilante/status/944757017792663554			
	#TDV #Quotes Subscribe--> https:// dollarvigilante.com/2tt pic.twitter.com/YesxLWDSpo	DollarVigilante	25	1	2017-12-24 02:59:32	944749351015940098	https://twitter.com/DollarVigilante/status/944749351015940098		#TDV #Quotes	
	Nothing but Satoshis pic.twitter.com/MkspYLT4Mk	DollarVigilante	23	4	2017-12-24 01:30:00	944726818828926976	https://twitter.com/DollarVigilante/status/944726818828926976			
	#TDV #Quotes Subscribe--> https:// dollarvigilante.com/2tt pic.twitter.com/ABzDBSb0n6	DollarVigilante	15	5	2017-12-24 00:17:19	944708529285423104	https://twitter.com/DollarVigilante/status/944708529285423104		#TDV #Quotes	
	"""We're not built for 3rd and 17"" says Titans fan in row behind us after Titans fail terribly to convert. ""But I don't know who is."" ""Tom Brady"" I say loudly, annoying many in vicinity."	readDanwrite	17	2	2017-12-24 21:50:53	945034063005585408	https://twitter.com/readDanwrite/status/945034063005585408			
	"Titans fan here at the game says he recently met Delanie Walker at a bar, offered him a shot, and Walker very specifically requested ""Jameson Irish Whiskey."""	readDanwrite	2	0	2017-12-24 20:08:07	945008203091365892	https://twitter.com/readDanwrite/status/945008203091365892			
	"1125am: a cockroach scuttled across the bar at Honky Tonk Central as we take our pregame Fireball shots. a waitress walks in for work and says to the bartender, ""Ho ho ho, y'all."""	readDanwrite	8	0	2017-12-24 18:29:04	944983274929213440	https://twitter.com/readDanwrite/status/944983274929213440			
	As a Pats fan about to walk into my first @Titans home game, weird sensation to see former Patriot @RealLoganRyan on the ticket. pic.twitter.com/8a2wzzY9fR	readDanwrite	0	0	2017-12-24 18:08:35	944978119102001153	https://twitter.com/readDanwrite/status/944978119102001153			@Titans @RealLoganRyan
bitcoin 	Not ten years. Bitcoin network launched Jan 2009. (but I agree with the premise here.) https:// hackernoon.com/ten-years-in-n obody-has-come-up-with-a-use-case-for-blockchain-ee98c180100 … via @MylesUdland	readDanwrite	4	2	2017-12-24 17:14:07	944964415773868032	https://twitter.com/readDanwrite/status/944964415773868032			@MylesUdland
	The role of AI and machine learning in personal data security #identity #Cybersecurity #AI #MachineLearning @raconteur @Fisher85M https:// buff.ly/2kXevVO pic.twitter.com/O7jLEznIPZ	sbmeunier	14	19	2017-12-24 23:18:11	945056035848511489	https://twitter.com/sbmeunier/status/945056035848511489		#identity #Cybersecurity #AI #MachineLearning	@raconteur @Fisher85M
	Nothing? https:// twitter.com/coindesk/statu s/945036455331680257 …	sbmeunier	0	2	2017-12-24 23:04:17	945052534330347520	https://twitter.com/sbmeunier/status/945052534330347520			
	PC Mag – Can Digital Kitties Teach the World About #blockchain ? @coindesk #fintech http:// bit.ly/2BVaLMI	sbmeunier	2	4	2017-12-24 22:00:23	945036456992694273	https://twitter.com/sbmeunier/status/945036456992694273		#blockchain #fintech	@coindesk
	Siemens to invest in #blockchain -based smart grid builder LO3 #fintech http:// for.tn/2BJLOHc	sbmeunier	5	11	2017-12-24 20:45:07	945017515159191556	https://twitter.com/sbmeunier/status/945017515159191556		#blockchain #fintech	
bitcoin 	How to #Explain #bitcoin to Your Family (and other Non-Technical People) #fintech #blockchain @Coinsquare @SpirosMargaris http:// bit.ly/2DFwhpl pic.twitter.com/GGAK99TzNY	sbmeunier	9	9	2017-12-24 16:18:11	944950338133614592	https://twitter.com/sbmeunier/status/944950338133614592		#Explain #bitcoin #fintech #blockchain	@Coinsquare @SpirosMargaris
	I like the analysis on transaction costs vs peripheral trust, but separating tokens Vs blockchain as 2 technologies is irrelevant. #blockchain tech is a system. Without token it is mere data replication with crypto signatures. Tokens without the rest have no value (can be copied)	sbmeunier	15	2	2017-12-24 15:12:48	944933884432588800	https://twitter.com/sbmeunier/status/944933884432588800		#blockchain	
	7 Technology Trends That Dominated 2017 #AI #MachineLearning #fintech #blockchain @DeepLearn007 https://www. forbes.com/sites/jaysonde mers/2017/12/21/7-technology-trends-that-dominated-2017/#632d2bd59dae … pic.twitter.com/SUBEh1SwZU	sbmeunier	4	9	2017-12-24 15:07:11	944932468708331520	https://twitter.com/sbmeunier/status/944932468708331520		#AI #MachineLearning #fintech #blockchain #632d2bd59dae	@DeepLearn007
	These are the jobs that #AI will eliminate first #fintech http:// for.tn/2CEZpvu	sbmeunier	2	6	2017-12-24 15:00:33	944930802021883906	https://twitter.com/sbmeunier/status/944930802021883906		#AI #fintech	
	2017: The Year #blockchain Got Weird @coindesk #fintech http:// bit.ly/2pq8Ug7 pic.twitter.com/MP945qnpvd	sbmeunier	48	37	2017-12-24 14:33:01	944923870238265344	https://twitter.com/sbmeunier/status/944923870238265344		#blockchain #fintech	@coindesk
	Why insurers need to build ecosystems of technologies/startups around them to stay in the game. #insurtech #fintech #AI @MCins_ https:// buff.ly/2pgtnE4	sbmeunier	2	6	2017-12-24 14:04:00	944916569196580865	https://twitter.com/sbmeunier/status/944916569196580865		#insurtech #fintech #AI	@MCins_
	Read this https:// hackernoon.com/ten-years-in-n obody-has-come-up-with-a-use-case-for-blockchain-ee98c180100 … then answer After 2 years of hype & experimentation, what is the potential of #blockchain technology in #fintech ?	sbmeunier	7	9	2017-12-24 13:48:37	944912696549416960	https://twitter.com/sbmeunier/status/944912696549416960		#blockchain #fintech	
	Has anybody come up with a *really* promising use for #blockchain yet? (beyond speculative crypto trading) #fintech #DLT https:// hackernoon.com/ten-years-in-n obody-has-come-up-with-a-use-case-for-blockchain-ee98c180100 …	sbmeunier	10	8	2017-12-24 13:29:58	944908004297543680	https://twitter.com/sbmeunier/status/944908004297543680		#blockchain #fintech #DLT	
	2018 Is the Year of AI for Financial Institutions #banking #fintech #AI #MachineLearning @DeepLearn007 @sbmeunier @TopCyberNews @helene_wpli @Fisher85M http:// bit.ly/2AxH3zS pic.twitter.com/C2B8TVXnol	sbmeunier	5	8	2017-12-24 12:18:11	944889941615575040	https://twitter.com/sbmeunier/status/944889941615575040		#banking #fintech #AI #MachineLearning	@DeepLearn007 @sbmeunier @TopCyberNews @helene_wpli @Fisher85M
	Assessing #RPA ? 12 candidate #Robotic Process #Automation processes for the #CIO . @MikeQuindazzi #fintech pic.twitter.com/NWIKkpj7B0	sbmeunier	4	2	2017-12-24 11:18:11	944874840372207617	https://twitter.com/sbmeunier/status/944874840372207617		#RPA #Robotic #Automation #CIO #fintech	@MikeQuindazzi
	Insightful paper #Regulation is eating the world @AltusLtd #fintech #insurtech #regtech @SpirosMargaris http:// bit.ly/2kGDM6s pic.twitter.com/1OcGu9bL9T	sbmeunier	10	12	2017-12-24 10:18:12	944859743679598592	https://twitter.com/sbmeunier/status/944859743679598592		#Regulation #fintech #insurtech #regtech	@AltusLtd @SpirosMargaris
	Willing to share personal #data in exchange for an improved #digital #CX #banking #fintech @NTTDATAServices @davidjmaireles http:// bit.ly/2AKsCrh pic.twitter.com/oZUz4Ulo8J	sbmeunier	3	1	2017-12-24 08:18:11	944829542941839360	https://twitter.com/sbmeunier/status/944829542941839360		#data #digital #CX #banking #fintech	@NTTDATAServices @davidjmaireles
bitcoin 	2018 #fintech Predictions: #bitcoin rises, the High Street cracks, and #OpenBanking booms #blockchain @cgledhill https://www. thememo.com/2017/12/21/201 8-fintech-predictions-bitcoin-rises-the-high-street-cracks-and-open-banking-booms/ … pic.twitter.com/MluNhUjQ2d	sbmeunier	1	1	2017-12-24 06:18:11	944799344296898560	https://twitter.com/sbmeunier/status/944799344296898560		#fintech #bitcoin #OpenBanking #blockchain	@cgledhill
	Why #AI and #robots can never replace #human #teachers #AI @SCMP_News @SpirosMargaris #fintech http:// bit.ly/2op8dU2 pic.twitter.com/XIGZ0jBV0Y	sbmeunier	0	2	2017-12-24 03:18:11	944754045213868032	https://twitter.com/sbmeunier/status/944754045213868032		#AI #robots #human #teachers #AI #fintech	@SCMP_News @SpirosMargaris
	#blockchain Programming in iOS @ami #tech #fintech https:// hackernoon.com/blockchain-pro gramming-in-ios-ffaff9b328cc?source=rss----3a8144eabfe3---4 … pic.twitter.com/fyrbRPpPo0	sbmeunier	3	1	2017-12-24 02:12:44	944737571464208384	https://twitter.com/sbmeunier/status/944737571464208384		#blockchain #tech #fintech	@ami
	How #blockchain Will Affect the Future of #Banking v/ @Datafloq #fintech Cc @FlashTweet @guzmand @psb_dc @DavidOro @avinash @TopCyberNews https:// buff.ly/2xtTM1i	sbmeunier	10	18	2017-12-24 00:14:00	944707692903436288	https://twitter.com/sbmeunier/status/944707692903436288		#blockchain #Banking #fintech	@Datafloq @FlashTweet @guzmand @psb_dc @DavidOro @avinash @TopCyberNews
	challenge accepted. paging @NeerajKA .	Melt_Dem	3	0	2017-12-24 13:54:49	944914256927055872	https://twitter.com/Melt_Dem/status/944914256927055872			@NeerajKA
	"""for the night is dark, and full of terrors"" pic.twitter.com/lusCVKdshp"	Melt_Dem	25	3	2017-12-24 06:41:22	944805176820600834	https://twitter.com/Melt_Dem/status/944805176820600834			
	I'm at Farnham Castle in Farnham, Surrey https://www. swarmapp.com/c/aXdVpfmPa6g pic.twitter.com/ebchvKpnJ1	thomaspower	3	1	2017-12-24 15:41:42	944941158446313472	https://twitter.com/thomaspower/status/944941158446313472			
	I'm at Farnham Castle in Farnham, Surrey https://www. swarmapp.com/c/e6yji9vYqCv pic.twitter.com/6l3IytsYO3	thomaspower	3	0	2017-12-24 15:34:51	944939432645464064	https://twitter.com/thomaspower/status/944939432645464064			
	fine job	thomaspower	1	0	2017-12-24 15:10:19	944933257463975937	https://twitter.com/thomaspower/status/944933257463975937			
	@rosspower https:// twitter.com/femifactor/sta tus/944927883931410432 …	thomaspower	0	0	2017-12-24 14:53:46	944929093732257792	https://twitter.com/thomaspower/status/944929093732257792			@rosspower
	I'm at Farnham Castle in Farnham, Surrey https://www. swarmapp.com/c/fdx1XJCLebT pic.twitter.com/WZVfxoyrbq	thomaspower	0	0	2017-12-24 14:10:47	944918274789335042	https://twitter.com/thomaspower/status/944918274789335042			
	#ICO to Build Next Generation #AI Raises $36 Million in 60 Seconds https:// refind.com/l/cff9c67694	thomaspower	15	15	2017-12-24 12:33:58	944893912417820672	https://twitter.com/thomaspower/status/944893912417820672		#ICO #AI	
	Snowden’s Haven app turns smartphone into anti-spy sentinel (VIDEO) https:// refind.com/l/c88ee48b0d via @arjoona	thomaspower	0	3	2017-12-24 08:08:34	944827119665926144	https://twitter.com/thomaspower/status/944827119665926144			@arjoona
	The Men Who Are Convinced We’re All Living in a Simulation https:// melmagazine.com/the-men-who-ar e-convinced-were-all-living-in-a-simulation-d2c76772df2f … via @chris_compeau	thomaspower	0	0	2017-12-24 08:08:23	944827076267429888	https://twitter.com/thomaspower/status/944827076267429888			@chris_compeau
	How Amazon Actually Makes Its Money – Hacker Noon https:// hackernoon.com/how-amazon-act ually-makes-its-money-30f9cabd8627 … via @hackernoon @amaurymartiny	thomaspower	3	2	2017-12-24 08:07:52	944826944771772416	https://twitter.com/thomaspower/status/944826944771772416			@hackernoon @amaurymartiny
	UN poised to move ahead with landmark treaty to protect high seas https://www. theguardian.com/environment/20 17/dec/22/un-poised-to-move-ahead-with-landmark-treaty-to-protect-high-seas … via @nomoreslaves	thomaspower	2	5	2017-12-24 08:07:36	944826879697145856	https://twitter.com/thomaspower/status/944826879697145856			@nomoreslaves
	Arctic permafrost thawing faster than ever, US climate study finds https://www. theguardian.com/environment/20 17/dec/12/arctic-permafrost-sea-ice-thaw-climate-change-report … via @nomoreslaves	thomaspower	2	4	2017-12-24 08:07:19	944826806951178240	https://twitter.com/thomaspower/status/944826806951178240			@nomoreslaves
	Decentralized World of Ether Monsters https:// refind.com/l/d9113b9b38 via @nicolau	thomaspower	2	2	2017-12-24 08:07:09	944826764970352640	https://twitter.com/thomaspower/status/944826764970352640			@nicolau
	How Ed Sheeran Made ‘Shape of You,’ the Year’s Biggest Track https://www. nytimes.com/interactive/20 17/12/20/arts/music/ed-sheeran-shape-of-you.html … via @tibor	thomaspower	2	1	2017-12-24 08:06:55	944826705147060224	https://twitter.com/thomaspower/status/944826705147060224			@tibor
bitcoin 	NYSE files to list bitcoin ETFs, bringing cryptocurrency a step closer to mainstream http:// cnb.cx/2BGMGsG	thomaspower	6	4	2017-12-24 08:06:27	944826588415315975	https://twitter.com/thomaspower/status/944826588415315975			
	Yes I do. Damn.	SimonDixonTwitt	1	0	2017-12-24 19:31:52	944999080014614528	https://twitter.com/SimonDixonTwitt/status/944999080014614528			
	Have a great holiday.	SimonDixonTwitt	2	1	2017-12-24 17:27:36	944967807439114241	https://twitter.com/SimonDixonTwitt/status/944967807439114241			
