bitcoin 	https://www. rt.com/business/41409 3-keiser-rasmus-bitcoin-debate/ …	maxkeiser	293	102	2017-12-24 22:56:16	945050520594669569	https://twitter.com/maxkeiser/status/945050520594669569			
	Kind of like how there's one movie where Ronald Reagan slaps this woman, hard. It's a bit shocking.	prchovanec	1	0	2017-12-24 05:34:23	944788319363391489	https://twitter.com/prchovanec/status/944788319363391489			
	I will say it is hard to explain to kids.	prchovanec	1	0	2017-12-24 05:33:23	944788068455911424	https://twitter.com/prchovanec/status/944788068455911424			
	That's Home Alone 2, I believe.	prchovanec	2	0	2017-12-24 05:31:37	944787622928568321	https://twitter.com/prchovanec/status/944787622928568321			
	Amazon Prime, yes.	prchovanec	1	0	2017-12-24 05:29:24	944787064054263808	https://twitter.com/prchovanec/status/944787064054263808			
	"Watched ""Home Alone"" with the wife and kids tonight. As the burglars arrive for the big battle, my 4-year old daughter earnestly asks us ""does this movie have a happy ending?"""	prchovanec	34	2	2017-12-24 05:27:43	944786643034177536	https://twitter.com/prchovanec/status/944786643034177536			
	He's the president, not a pro wrestler. He should act like it.	prchovanec	18	3	2017-12-24 05:19:42	944784624835756032	https://twitter.com/prchovanec/status/944784624835756032			
	Not a dodge at all. My honest position. Even if the president was the victim of all he imagines, this is an appalling way to handle it.	prchovanec	0	0	2017-12-24 05:16:12	944783743222509568	https://twitter.com/prchovanec/status/944783743222509568			
	I don't need to acknowledge anything. I've heard accusations, and I'm honestly not in a position to judge them (nor are you, I suspect). What I don't like is the president - any president, R or D - stooping to this level.	prchovanec	0	0	2017-12-24 05:13:55	944783169378799616	https://twitter.com/prchovanec/status/944783169378799616			
	"""my man""? I'll stop virtue signaling when you stop vice signaling."	prchovanec	0	0	2017-12-24 05:11:03	944782447580991488	https://twitter.com/prchovanec/status/944782447580991488			
	"The one thing I've learned about Trump supporters is that they believe whatever Trump is up against (political opposition) justifies any amount of vileness, dishonesty, or damage to institutions. ""He's just giving them what they (his opponents) deserve."""	prchovanec	222	54	2017-12-24 05:10:17	944782256996003840	https://twitter.com/prchovanec/status/944782256996003840			
	"Trump will have no one to blame but himself for whatever ""demise"" awaits him."	prchovanec	0	0	2017-12-24 05:05:51	944781138798809088	https://twitter.com/prchovanec/status/944781138798809088			
	I have no problem with such things being proven in the proper manner, without degrading the office of the president in this manner.	prchovanec	0	0	2017-12-24 05:04:30	944780798485565440	https://twitter.com/prchovanec/status/944780798485565440			
	I can't stop laughing. https:// twitter.com/samseaborn/sta tus/944721575445716992 …	prchovanec	58	29	2017-12-24 02:33:48	944742873966301185	https://twitter.com/prchovanec/status/944742873966301185			
	THEY WON'T GO UNTIL THEY GET SOME.	prchovanec	5	0	2017-12-24 00:31:45	944712161150062594	https://twitter.com/prchovanec/status/944712161150062594			
	Apparently it has neither figs nor pudding in it. https://www. npr.org/sections/thesa lt/2015/12/20/460488236/oh-bring-us-some-wait-what-is-figgy-pudding …	prchovanec	4	2	2017-12-24 00:31:07	944712000751460352	https://twitter.com/prchovanec/status/944712000751460352			
	December 1917 - British guard at Jerusalem's Jaffa Gate #100yearsago pic.twitter.com/7QIlIkUvne	prchovanec	7	4	2017-12-24 00:28:18	944711293654716417	https://twitter.com/prchovanec/status/944711293654716417		#100yearsago	
	December 1917 - McCall's Magazine #100yearsago pic.twitter.com/zzJWktDEOG	prchovanec	13	8	2017-12-24 00:25:10	944710504773308416	https://twitter.com/prchovanec/status/944710504773308416		#100yearsago	
	Yeah, not what I was talking about. Nice chatting.	prchovanec	3	0	2017-12-24 00:06:06	944705702945312774	https://twitter.com/prchovanec/status/944705702945312774			
	China ETF Net Outflows Top $5.8 Billion This Year, Worst in EM	Sunchartist	5	1	2017-12-24 20:33:58	945014707269771266	https://twitter.com/Sunchartist/status/945014707269771266			
	Would argue the HF represent the crowd, given the same side & shares they tend to own move in synchronization	Sunchartist	1	0	2017-12-24 16:21:51	944951261505261568	https://twitter.com/Sunchartist/status/944951261505261568			
bitcoin 	Call to BTFD Fundstrat's Tom Lee says he's a buyer of the bitcoin pullback, sees more than 35% gains from here https://www. cnbc.com/2017/12/22/fun dstrats-tom-lee-says-hes-a-buyer-of-the-bitcoin-pullback.html …	Sunchartist	1	1	2017-12-24 15:59:06	944945533814128640	https://twitter.com/Sunchartist/status/944945533814128640			
	Wish to thank everyone Happy Holidays	Sunchartist	10	0	2017-12-24 15:40:20	944940813062045697	https://twitter.com/Sunchartist/status/944940813062045697			
	Patience is virtue	Sunchartist	0	0	2017-12-24 14:09:01	944917832671707136	https://twitter.com/Sunchartist/status/944917832671707136			
	BTC 11,875 Yesterday's low 10,700	Sunchartist	2	0	2017-12-24 12:27:27	944892269773045761	https://twitter.com/Sunchartist/status/944892269773045761			
	Oh well if it happens C'est La Vie https:// twitter.com/business/statu s/944799521674006528 …	Sunchartist	3	1	2017-12-24 07:31:32	944817801138651136	https://twitter.com/Sunchartist/status/944817801138651136			
	Did you add 2 zeros by mistake	Sunchartist	4	0	2017-12-24 05:46:15	944791306991058944	https://twitter.com/Sunchartist/status/944791306991058944			
	Mystery buyer of Asia’s priciest flats on The Peak named https:// sc.mp/2zjZqTo Estimated stamp duty US$ 14 Million	Sunchartist	4	3	2017-12-24 05:42:29	944790357870383104	https://twitter.com/Sunchartist/status/944790357870383104			
	Jihadis worst nightmare is getting killed by women https:// twitter.com/mailonline/sta tus/944760798349594624 …	Sunchartist	4	0	2017-12-24 04:25:37	944771015636164608	https://twitter.com/Sunchartist/status/944771015636164608			
	I get a bonus from Soros for each of those https:// twitter.com/johncardillo/s tatus/945059859405459456 …	RadioFreeTom	502	13	2017-12-24 23:37:27	945060882270343174	https://twitter.com/RadioFreeTom/status/945060882270343174			
	It’s like you can almost hear a kazoo version of a John Phillip Sousa march when you read this https:// twitter.com/johncardillo/s tatus/945055509970812929 …	RadioFreeTom	355	36	2017-12-24 23:19:54	945056464787464198	https://twitter.com/RadioFreeTom/status/945056464787464198			
	But enough about the Trumpers https:// twitter.com/doranimated/st atus/945033306797740032 …	RadioFreeTom	122	10	2017-12-24 23:14:04	945054997519241216	https://twitter.com/RadioFreeTom/status/945054997519241216			
	“We?” You. https:// twitter.com/johncardillo/s tatus/945051205256011777 …	RadioFreeTom	131	8	2017-12-24 23:10:51	945054189511692293	https://twitter.com/RadioFreeTom/status/945054189511692293			
	Delete everything	RadioFreeTom	32	0	2017-12-24 23:00:42	945051633112834049	https://twitter.com/RadioFreeTom/status/945051633112834049			
	Merry Christmas from Crazy Town https:// twitter.com/realjameswoods /status/944847235870683136 …	RadioFreeTom	2250	383	2017-12-24 22:55:56	945050432925327360	https://twitter.com/RadioFreeTom/status/945050432925327360			
	Doesn’t change the fact that you were too stupid to be able to distinguish the differing positions in a respectful discussion.	RadioFreeTom	69	1	2017-12-24 22:52:49	945049651404791809	https://twitter.com/RadioFreeTom/status/945049651404791809			
	Yep.	RadioFreeTom	0	0	2017-12-24 22:44:41	945047604831969281	https://twitter.com/RadioFreeTom/status/945047604831969281			
	They welcome *informed* debate	RadioFreeTom	0	0	2017-12-24 22:44:14	945047492047048704	https://twitter.com/RadioFreeTom/status/945047492047048704			
	pic.twitter.com/u4MVI2Pa3h	RadioFreeTom	9	0	2017-12-24 22:39:28	945046292287361024	https://twitter.com/RadioFreeTom/status/945046292287361024			
	It was a key part of many of them: WarGames, Real Genius, ET, etc. https:// twitter.com/rumdood/status /945030907219427328 …	RadioFreeTom	104	17	2017-12-24 22:34:26	945045023585955840	https://twitter.com/RadioFreeTom/status/945045023585955840			
	Tens of thousands of people have read the book and many more have read the articles based on it. You’re not one of them, yet you insist on mischaracterizing its central argument - making you one of the people it’s about. https:// twitter.com/kurtschlichter /status/945042855394926592 …	RadioFreeTom	267	26	2017-12-24 22:32:23	945044507460063237	https://twitter.com/RadioFreeTom/status/945044507460063237			
	This is why you’re sloppy and dumb, @johncardillo - the “expert” (me) and McCain’s son in law ( @bdomenech , who is a leading political commentator and publisher in his own right) are *disagreeing*. This is why you should sit it out when grown ups talk. https:// twitter.com/johncardillo/s tatus/945037140005617664 …	RadioFreeTom	197	19	2017-12-24 22:27:32	945043287269920768	https://twitter.com/RadioFreeTom/status/945043287269920768			@johncardillo @bdomenech
	I never made the case for instant deference - you didn't read the book or even the shorter versions - but it's what insecure people hear... no matter what I say. Trump makes you feel better about that, I get it. https:// twitter.com/KurtSchlichter /status/945024180872912896 …	RadioFreeTom	185	21	2017-12-24 21:34:31	945029943687335936	https://twitter.com/RadioFreeTom/status/945029943687335936			
	I pretty much bought any memoirs I saw at a Dom Knigi back in the day	RadioFreeTom	4	0	2017-12-24 21:02:51	945021975377870848	https://twitter.com/RadioFreeTom/status/945021975377870848			
	"I have all 7 of the original of Gorbachev's works. As the old joke goes, ""Best offer or will give away"""	RadioFreeTom	1	0	2017-12-24 21:02:22	945021854573621249	https://twitter.com/RadioFreeTom/status/945021854573621249			
	Yeah, throwing a Godwin flag here, but I too don't understand the idea that protecting moderates who cave and grovel to Trump somehow saves the party.	RadioFreeTom	3	1	2017-12-24 21:01:40	945021676609331200	https://twitter.com/RadioFreeTom/status/945021676609331200			
	I sure will. :)	RadioFreeTom	1	0	2017-12-24 20:34:39	945014880893104128	https://twitter.com/RadioFreeTom/status/945014880893104128			
	For some reasons, I have two copies of Arbatov's 1991 memoirs in the original Russian edition. Also, collected speechs of Arvid Pelshe. I am not kidding. Being a Sovietologist was weird.	RadioFreeTom	73	4	2017-12-24 20:34:28	945014833761718272	https://twitter.com/RadioFreeTom/status/945014833761718272			
	He's actually a very good writer.	RadioFreeTom	2	0	2017-12-24 20:23:15	945012012114989056	https://twitter.com/RadioFreeTom/status/945012012114989056			
	pic.twitter.com/w1vLXT7zsu	RadioFreeTom	13	1	2017-12-24 20:16:50	945010397932916736	https://twitter.com/RadioFreeTom/status/945010397932916736			
	"""White male communist dirtbag"" got it to a 6/10, but would not read again"	RadioFreeTom	11	0	2017-12-24 20:15:05	945009954670379008	https://twitter.com/RadioFreeTom/status/945009954670379008			
	"The palpable insecurity of so many people about the word ""expert"" was an early roadmap to writing the book. https:// twitter.com/KurtSchlichter /status/945003336050159617 …"	RadioFreeTom	195	15	2017-12-24 20:13:54	945009657046884354	https://twitter.com/RadioFreeTom/status/945009657046884354			
	Why would I do that?	RadioFreeTom	13	0	2017-12-24 20:12:28	945009298521952256	https://twitter.com/RadioFreeTom/status/945009298521952256			
	I sort of see this pic.twitter.com/kVgb8vhBLv	RadioFreeTom	20	0	2017-12-24 20:12:09	945009217009799169	https://twitter.com/RadioFreeTom/status/945009217009799169			
	I think Ben's right that the survivors of a wave election will double-down, because that's the demand signal they'll get from their districts. That's what I'm kinda counting on.	RadioFreeTom	2	1	2017-12-24 20:06:43	945007849343774720	https://twitter.com/RadioFreeTom/status/945007849343774720			
	Yes, and let me tell you, it was an honor when Obama personally called me to make sure I understood my Kenyan Communist Muslim overlord's secret orders to destroy our will to fight. https:// twitter.com/JimPillow2/sta tus/945007014111039489 …	RadioFreeTom	662	49	2017-12-24 20:05:28	945007534905221120	https://twitter.com/RadioFreeTom/status/945007534905221120			
	I'm sure Trump wasn't your pick, but once you found out Alfredo Stroessner was dead and not a citizen, what choice did you have, really https:// twitter.com/DewieSugar/sta tus/945006562992680960 …	RadioFreeTom	50	5	2017-12-24 20:03:18	945006988664197120	https://twitter.com/RadioFreeTom/status/945006988664197120			
	"Thank you, sir, but I learned an important lesson from you: ""those who hate you don't win unless you hate them, and then you destroy yourself."" Your words sustained me in 1974 and do today."	RadioFreeTom	16	1	2017-12-24 20:00:55	945006389717602304	https://twitter.com/RadioFreeTom/status/945006389717602304			
	HUMBUG, I TELL YOU! HUMBUG! https:// twitter.com/wildbilltv1/st atus/945005332568436736 …	RadioFreeTom	35	2	2017-12-24 19:58:42	945005832739196928	https://twitter.com/RadioFreeTom/status/945005832739196928			
	1. I have always made a distinction between the people who voted while vomiting in their mouth in 2016 and the people who are MAGA nuts now. 2. Nothing is worth (2) and (3) 3. See (2)	RadioFreeTom	0	0	2017-12-24 19:57:52	945005623133032449	https://twitter.com/RadioFreeTom/status/945005623133032449			
	"They can't, because their leadership won't back them anyway. McConnell got what he wanted, and now Hatch and Graham talk about Trump like he's Jesus. That's the ""moderate"" wing? No thank you."	RadioFreeTom	2	0	2017-12-24 19:55:22	945004995258343424	https://twitter.com/RadioFreeTom/status/945004995258343424			
	I think I'm glad I don't live in the world in your head. Merry Christmas to you, too.	RadioFreeTom	95	1	2017-12-24 19:54:30	945004775032152064	https://twitter.com/RadioFreeTom/status/945004775032152064			
	He's leaving anyway, which is my point. So yes, I want the Trumpists fully in control of the party, but as the *minority*. I think people should see what they voted for with no moderating internal influence. Sharpen the contradictions. Let's get on with it instead of pretending.	RadioFreeTom	9	2	2017-12-24 19:53:44	945004580617760769	https://twitter.com/RadioFreeTom/status/945004580617760769			
	And they were killed because there was an effort by the media (!) to out these guys as completely unqualified. It's no comfort to me to say that Trump isn't doing more damage only because he's incompetent.	RadioFreeTom	12	1	2017-12-24 19:52:25	945004252266749952	https://twitter.com/RadioFreeTom/status/945004252266749952			
	"Well, then, best thing is for the voters to return the GOP to the minority and then we'll figure out who the ""real"" Republicans are :)"	RadioFreeTom	1	0	2017-12-24 19:47:45	945003076196470785	https://twitter.com/RadioFreeTom/status/945003076196470785			
	"The fact that those nominations happened at all and got as far as they did make my point. ""Oh, some intense shaming got some totally insane noms out of there."" Uh, that's not ""the system working."" That's the media Trumpers hate having to beat that drum."	RadioFreeTom	5	0	2017-12-24 19:46:13	945002691092238336	https://twitter.com/RadioFreeTom/status/945002691092238336			
	The one place Bannon and I are alike is that in my way, I am a Leninist, too, except unlike Bannon, I understand Leninism.	RadioFreeTom	27	3	2017-12-24 19:44:39	945002296005529601	https://twitter.com/RadioFreeTom/status/945002296005529601			
	I think you're missing my point that I want a full-blown test of the GOP under minority leader Gohmert against whoever ends up with it and the rest of the Republicans and conservatives out there.	RadioFreeTom	18	0	2017-12-24 19:43:41	945002052761083906	https://twitter.com/RadioFreeTom/status/945002052761083906			
	He's quitting. Which goes to James's point that this is gonna happen anyway, and so I'm hoping it's a wave, not just picking off a few stragglers.	RadioFreeTom	18	0	2017-12-24 19:42:26	945001738809036801	https://twitter.com/RadioFreeTom/status/945001738809036801			
	1. I'm *okay* with the survivors doubling down on Trumpism as long as they're the minority. In fact, I'm *counting* on it. 2. I don't care about the impeachment possibility one way or another, and I'm not worried about it re-electing Trump either way.	RadioFreeTom	6	1	2017-12-24 19:41:48	945001580729978880	https://twitter.com/RadioFreeTom/status/945001580729978880			
	They won't learn any lessons at all if yelling MAGA and swearing loyalty to whatever Trump tweeted that morning keeps them in office because it heats up just enough stupid people to win the seat.	RadioFreeTom	15	3	2017-12-24 19:40:13	945001181847441414	https://twitter.com/RadioFreeTom/status/945001181847441414			
	Best thing that could happen to GOP moderates is for the Senate to lose three seats somewhere else, so they can go back to being moderates. https:// twitter.com/TopherSpiro/st atus/944985977256325121 …	RadioFreeTom	189	28	2017-12-24 19:38:47	945000818851360769	https://twitter.com/RadioFreeTom/status/945000818851360769			
	And this is why the GOP needs to lose the majority, @bdomenech , per our convo. cc @jamespoulos @baseballcrank https:// twitter.com/Mediaite/statu s/945000285864386560 …	RadioFreeTom	278	78	2017-12-24 19:37:21	945000459764420609	https://twitter.com/RadioFreeTom/status/945000459764420609			@bdomenech @jamespoulos @baseballcrank
	Why? Many of those who share my views share that same objective: break the dysfunction of the GOP by forcing them into the wilderness for a bit to regroup. You're talking as if this has never happened in American political history before.	RadioFreeTom	26	4	2017-12-24 19:36:14	945000178653769730	https://twitter.com/RadioFreeTom/status/945000178653769730			
	Because their consciences are bothering them. (Not a subtweet at you, Ben, I'm referring to the guys who keep telling me I have to get on the MAGA Train.)	RadioFreeTom	2	0	2017-12-24 19:31:41	944999033352925187	https://twitter.com/RadioFreeTom/status/944999033352925187			
	"I'm a ""sharpen the contradictions"" guy, as you know. As long as freakishly blind loyalty to Trump is the only GOP organizing principle, and as long as that seems like a path to electoral success, there will be no reform. So, ""the worse, the better,"" I say."	RadioFreeTom	4	1	2017-12-24 19:30:45	944998799843516416	https://twitter.com/RadioFreeTom/status/944998799843516416			
	Yes, but I'm a tad chapped at being told that I need to get on board the train to prevent it from happening, when in fact I am actively hoping it happens.	RadioFreeTom	28	1	2017-12-24 19:29:34	944998501884334080	https://twitter.com/RadioFreeTom/status/944998501884334080			
	If that's what it takes to displace them as a majority party, so be it, but you assume this isn't happening anyway, with the sane members being hunted to extinction. If the GOP is gonna be this nuts, they need to pass the gavel.	RadioFreeTom	3	0	2017-12-24 19:28:46	944998301170102272	https://twitter.com/RadioFreeTom/status/944998301170102272			
	I don't think that's clear yet, but since this GOP has replaced principle with supine obedience to a leader, it's worth a try.	RadioFreeTom	27	3	2017-12-24 19:25:55	944997580982898688	https://twitter.com/RadioFreeTom/status/944997580982898688			
	Seriously, take that nuttiness out of my TL.	RadioFreeTom	101	0	2017-12-24 19:24:37	944997257203666948	https://twitter.com/RadioFreeTom/status/944997257203666948			
	Worked for the GOP post 64, post 74, and the Dems post 88 and 94.	RadioFreeTom	38	1	2017-12-24 19:24:07	944997127910027269	https://twitter.com/RadioFreeTom/status/944997127910027269			
	No, I want it to become a minority party, and then take its new minority status as a time-out to go to its room and think about what it did.	RadioFreeTom	71	9	2017-12-24 19:22:38	944996757649444865	https://twitter.com/RadioFreeTom/status/944996757649444865			
	Ryan's leaving anyway, and I won't miss him.	RadioFreeTom	4	0	2017-12-24 19:20:53	944996316916142080	https://twitter.com/RadioFreeTom/status/944996316916142080			
	Because I care more about limiting the long term danger of Trumpist nuttery than I do about the short term problem of the dime's worth of difference between the parties on free trade.	RadioFreeTom	64	4	2017-12-24 19:20:31	944996222661726208	https://twitter.com/RadioFreeTom/status/944996222661726208			
	Both parties are free trade and globalist. But if liberal redistributionism is the short term pain - we one deal with cyclically and normally in US politics - is the price of restraining this WH and sending the GOP into the wilderness again for a while, okay.	RadioFreeTom	37	0	2017-12-24 19:17:18	944995414712995840	https://twitter.com/RadioFreeTom/status/944995414712995840			
	Because she wuvs you https:// twitter.com/libertythePD/s tatus/944987823605628929 …	RadioFreeTom	105	6	2017-12-24 18:47:26	944987897106755585	https://twitter.com/RadioFreeTom/status/944987897106755585			
	I'll leave it on the lawn SINCE YOU KNOW WHERE THAT IS	RadioFreeTom	1	0	2017-12-24 18:42:31	944986659438977024	https://twitter.com/RadioFreeTom/status/944986659438977024			
	It's the size of an oregano shaker	RadioFreeTom	2	0	2017-12-24 18:40:38	944986186308833281	https://twitter.com/RadioFreeTom/status/944986186308833281			
	I have been wondering this for weeks.	RadioFreeTom	6	0	2017-12-24 18:38:58	944985764919742469	https://twitter.com/RadioFreeTom/status/944985764919742469			
	I bought Carla a kitty condo and a jug of catnip. Will report back this evening. https:// twitter.com/jroushkolb/sta tus/944984042126172160 …	RadioFreeTom	73	3	2017-12-24 18:38:09	944985561235968005	https://twitter.com/RadioFreeTom/status/944985561235968005			
	This might be part of the explanation for your recent fun interaction, @JoyAnnReid ; he's filling in for Rush. Needed material, I guess. https:// twitter.com/Infidelzfun/st atus/944885200810586113 …	RadioFreeTom	25	0	2017-12-24 18:37:38	944985432793796608	https://twitter.com/RadioFreeTom/status/944985432793796608			@JoyAnnReid
	"(And yes, I realize I'm responding to someone thing no one asked me, but that's what I mean about ""allergic."" Maybe that's my form of TDS.)"	RadioFreeTom	7	0	2017-12-24 18:36:02	944985028731244546	https://twitter.com/RadioFreeTom/status/944985028731244546			
	"And again, I don't speak for Rubin, but I feel the same allergic reaction to the ""but Gorsuch"" and ""regulatory rollback"" arguments, because to me they're irrelevant to my personal opposition to this whole civic and constitutional fiasco."	RadioFreeTom	23	0	2017-12-24 18:33:47	944984463351730176	https://twitter.com/RadioFreeTom/status/944984463351730176			
	The thing is, I can recognize things I like and still think that none of it is worth supporting the administration or to move me away from hoping that a Democratic Congress emerges as a restraint on dangerous tendencies that have nothing to do with policy.	RadioFreeTom	13	1	2017-12-24 18:32:46	944984208736489472	https://twitter.com/RadioFreeTom/status/944984208736489472			
	Q: Is “Batman Returns” a Christmas movie A: Who cares	RadioFreeTom	175	11	2017-12-24 17:58:18	944975530843148288	https://twitter.com/RadioFreeTom/status/944975530843148288			
	It wouldn't matter.	RadioFreeTom	4	0	2017-12-24 17:42:39	944971595147350017	https://twitter.com/RadioFreeTom/status/944971595147350017			
	They said there'd be snow at Christmas They said there'd be peace on Earth Hallelujah, Noel, be it heaven or hell The Christmas we get we deserve https:// twitter.com/realDonaldTrum p/status/944927689638662145 …	RadioFreeTom	187	42	2017-12-24 17:18:17	944965464387702784	https://twitter.com/RadioFreeTom/status/944965464387702784			
	Sweet Jesus, is there, like, a special vault at the CDC where these are kept in containment?	RadioFreeTom	1	0	2017-12-24 17:14:34	944964526889488384	https://twitter.com/RadioFreeTom/status/944964526889488384			
	Oh, please. Objecting to the creation of a personality cult is just a Never Trump coastal elitist thing. It'll all be fine because tax cuts and Gorsuch. https:// twitter.com/saletan/status /944958343831080962 …	RadioFreeTom	144	29	2017-12-24 16:54:04	944959369074151424	https://twitter.com/RadioFreeTom/status/944959369074151424			
	"As we say in the study of strategy, the Democrats were ""a cooperative adversary."""	RadioFreeTom	13	0	2017-12-24 16:49:07	944958120312426496	https://twitter.com/RadioFreeTom/status/944958120312426496			
	The most powerful man in the world is spending Christmas Eve watching FOX and yelling at the TV	RadioFreeTom	3328	832	2017-12-24 16:38:23	944955419214204930	https://twitter.com/RadioFreeTom/status/944955419214204930			
	They tend to be like their owners, yanno	RadioFreeTom	6	0	2017-12-24 16:37:17	944955142322970625	https://twitter.com/RadioFreeTom/status/944955142322970625			
	Imagine being the most powerful man in the world and this is what you're thinking about on Christmas Eve.	RadioFreeTom	32	3	2017-12-24 16:35:38	944954727242063872	https://twitter.com/RadioFreeTom/status/944954727242063872			
	Thanks, Ray, same to you!	RadioFreeTom	2	0	2017-12-24 16:34:39	944954483531972609	https://twitter.com/RadioFreeTom/status/944954483531972609			
	Oh, I think he has a few, but the joke here is too obvious and I'm not gonna go for the low hanging fruit	RadioFreeTom	2	1	2017-12-24 16:34:27	944954431862378496	https://twitter.com/RadioFreeTom/status/944954431862378496			
	A Christmas Eve message to inspire us all https:// twitter.com/realDonaldTrum p/status/944927689638662145 …	RadioFreeTom	596	129	2017-12-24 16:31:13	944953617806712832	https://twitter.com/RadioFreeTom/status/944953617806712832			
	"@alexheard Nancy Sinatra doing ""Santa Claus is Comin' to Town,"" the Sinatra family Christmas album. Hathos level: Medium, with a dash of cringe"	RadioFreeTom	0	0	2017-12-24 16:21:30	944951174318514177	https://twitter.com/RadioFreeTom/status/944951174318514177			@alexheard
	It's doing well, yes. Thanks for reading it.	RadioFreeTom	1	0	2017-12-24 16:17:54	944950267421831168	https://twitter.com/RadioFreeTom/status/944950267421831168			
	That's totally just John. I, on the other hand, am completely delightful, as you know.	RadioFreeTom	7	0	2017-12-24 16:16:56	944950024932352003	https://twitter.com/RadioFreeTom/status/944950024932352003			
	The tax bill passes. Mr. Gondorff of Illinois votes aye https:// twitter.com/hughwhiting/st atus/944838806829748224 …	RadioFreeTom	34	5	2017-12-24 09:53:41	944853576647626753	https://twitter.com/RadioFreeTom/status/944853576647626753			
	Michigan and Pennsylvania basking in finally sticking it to the elites https:// twitter.com/kathrynw5/stat us/944790800818466816 …	RadioFreeTom	3206	931	2017-12-24 08:50:36	944837701680984064	https://twitter.com/RadioFreeTom/status/944837701680984064			
	The last time he mentioned my name on the air he talked for an hour about what an awesome article I'd written and how everyone should read it. He's fickle, I guess.	RadioFreeTom	14	0	2017-12-24 07:15:05	944813660421095424	https://twitter.com/RadioFreeTom/status/944813660421095424			
	https:// twitter.com/mekosoff/statu s/944774727360499712 …	RadioFreeTom	10	1	2017-12-24 07:12:18	944812963009126400	https://twitter.com/RadioFreeTom/status/944812963009126400			
	No. Both competent men associated with bad policies.	RadioFreeTom	0	0	2017-12-24 06:47:23	944806689525690368	https://twitter.com/RadioFreeTom/status/944806689525690368			
	You have an indulgence for as many flights as it takes you to read the book	RadioFreeTom	0	0	2017-12-24 06:46:41	944806514233106432	https://twitter.com/RadioFreeTom/status/944806514233106432			
	If you missed Christmas, my book makes a nice epiphany gift (especially signed by me) https://www. amazon.com/Death-Expertis e-Campaign-Established-Knowledge/dp/0190469412/ref=sr_1_1?ie=UTF8&qid=1446038305&sr=8-1&keywords=death+of+expertise …	RadioFreeTom	93	9	2017-12-24 06:35:29	944803696692604929	https://twitter.com/RadioFreeTom/status/944803696692604929			
	well, okay, I was able to live with Geithner and Moniz.	RadioFreeTom	0	0	2017-12-24 06:34:11	944803367678889985	https://twitter.com/RadioFreeTom/status/944803367678889985			
	Since about 1860	RadioFreeTom	1	0	2017-12-24 06:29:43	944802246650408960	https://twitter.com/RadioFreeTom/status/944802246650408960			
	I agree. But we can use an intervening election as a restraining function.	RadioFreeTom	10	1	2017-12-24 06:27:58	944801806298861568	https://twitter.com/RadioFreeTom/status/944801806298861568			
	If you haven't seen Justified, I highly recommend binging it. It's excellent.	RadioFreeTom	31	0	2017-12-24 06:27:10	944801603894284288	https://twitter.com/RadioFreeTom/status/944801603894284288			
	I used to get along with him, and have always treated him with respect, but he's, uh, high-strung.	RadioFreeTom	14	1	2017-12-24 06:26:35	944801456393158656	https://twitter.com/RadioFreeTom/status/944801456393158656			
	"Yes, he really is. Supporting actor in some big flicks, including Cast Away, and a starring role in ""Justified."" Fine character actor. The thing about his family is that he gets hammered by liberals for being racist, when in fact his family is quite diverse."	RadioFreeTom	10	0	2017-12-24 06:25:44	944801244576669696	https://twitter.com/RadioFreeTom/status/944801244576669696			
	"I said there were some. You asked for some. I didn't say *all*, Tony, and his terrible ones were terrible indeed. But when Trumpers say ""But Gorsuch"" can I say: ""But Gates? But Panetta?"" No. Nor should I. Bad is bad."	RadioFreeTom	0	0	2017-12-24 06:24:10	944800850244972544	https://twitter.com/RadioFreeTom/status/944800850244972544			
	For a Greek Orthodox guy, I have a lot of Jews in my family. I guess St. Paul was right: there is neither Greek nor Jew	RadioFreeTom	3	0	2017-12-24 06:23:01	944800560603127808	https://twitter.com/RadioFreeTom/status/944800560603127808			
	It was a direct attack on our democratic institutions. It didn't change the outcome of the election. These are both true.	RadioFreeTom	2	0	2017-12-24 04:50:16	944777217829228544	https://twitter.com/RadioFreeTom/status/944777217829228544			
	What you feel and believe doesn't mean anything.	RadioFreeTom	0	0	2017-12-24 04:49:16	944776965353066497	https://twitter.com/RadioFreeTom/status/944776965353066497			
	Not only is this paranoid, but the burden of proof is on those who think it happened, not those who think it didn't.	RadioFreeTom	2	0	2017-12-24 04:46:12	944776193613684738	https://twitter.com/RadioFreeTom/status/944776193613684738			
	Added bonus: it's Joe Walsh. https:// twitter.com/thehill/status /944775911781666816 …	RadioFreeTom	811	147	2017-12-24 04:45:33	944776030056861696	https://twitter.com/RadioFreeTom/status/944776030056861696			
	He's a good actor with a serious anger management issue about politics.	RadioFreeTom	24	0	2017-12-24 04:44:46	944775832312131586	https://twitter.com/RadioFreeTom/status/944775832312131586			
	"How many times since November do I have to say ""yes"" to this question? Yes."	RadioFreeTom	0	0	2017-12-24 04:44:15	944775702666272768	https://twitter.com/RadioFreeTom/status/944775702666272768			
	I see you've met Nick.	RadioFreeTom	212	8	2017-12-24 04:43:32	944775521807818752	https://twitter.com/RadioFreeTom/status/944775521807818752			
	I accept the result of the 2016 election as legitimate and acknowledge Trump as President and Commander in Chief. What part of all this isn't clear to you?	RadioFreeTom	2	0	2017-12-24 04:42:59	944775382913478657	https://twitter.com/RadioFreeTom/status/944775382913478657			
