bitcoin 	Internet archive continues to accept and expand accepting crypto for donations (now it's taking BTC, BCH, ZEC, ETH). Donation link here: https:// archive.org/donate/bitcoin .php … https:// twitter.com/internetarchiv e/status/959640651024314368 …	VitalikButerin	1804	542	1517901966	960776599795879936	https://twitter.com/VitalikButerin/status/960776599795879936			
	I’ll read it tomorrow, for sure.	haydentiff	5	0	1517891418	960732357283270657	https://twitter.com/haydentiff/status/960732357283270657			
	You think it’s going back to $.00045?	haydentiff	0	0	1517891344	960732047676461056	https://twitter.com/haydentiff/status/960732047676461056			
	https:// twitter.com/haydentiff/sta tus/960729188092272640 …	haydentiff	3	0	1517891096	960731009850511367	https://twitter.com/haydentiff/status/960731009850511367			
	Crazy how they make us beg! I thought @bgarlinghouse said there was going to be swag? Or maybe that was only when I started directing people to the dark web... $ XRP #xrpthestandard	haydentiff	15	1	1517891053	960730825917681666	https://twitter.com/haydentiff/status/960730825917681666		#xrpthestandard	@bgarlinghouse
ripple 	I’ll read it tomorrow. I can tell it’s probably going to need a bunch of corrections, just like almost every article written about Ripple. It’s exhausting.	haydentiff	13	0	1517890662	960729188092272640	https://twitter.com/haydentiff/status/960729188092272640			
	Awww!	haydentiff	1	0	1517889256	960723292414980096	https://twitter.com/haydentiff/status/960723292414980096			
	If it was so lame, you wouldn’t keep talking about it. Run along now.	haydentiff	4	1	1517888234	960719005584519168	https://twitter.com/haydentiff/status/960719005584519168			
	No way!	haydentiff	1	0	1517888170	960718736700436480	https://twitter.com/haydentiff/status/960718736700436480			
	I know! I struggle with it. I’m an over-thinker. pic.twitter.com/HCu6X4BzGd	haydentiff	33	1	1517887974	960717911999598592	https://twitter.com/haydentiff/status/960717911999598592			
	Me too.	haydentiff	1	0	1517887669	960716635312132096	https://twitter.com/haydentiff/status/960716635312132096			
	Yay!	haydentiff	0	0	1517887635	960716492865142784	https://twitter.com/haydentiff/status/960716492865142784			
	Oh snap! Looks like a challenge! I have been meaning to get back to yoga. My chi isn’t going to balance itself, haha.	haydentiff	8	1	1517887582	960716270743314438	https://twitter.com/haydentiff/status/960716270743314438			
		haydentiff	4	0	1517886279	960710802964733952	https://twitter.com/haydentiff/status/960710802964733952			
	Hahahahaha	haydentiff	3	0	1517886211	960710517114490881	https://twitter.com/haydentiff/status/960710517114490881			
	If you can wait until tomorrow, I will send you instructions. I wrote these, but they aren’t clear enough. https:// medium.com/@haydentiff/ho w-to-add-erc20-tokens-to-edge-b75ff9a1692c?source=linkShare-c4107ebb5102-1517885129 …	haydentiff	2	0	1517885136	960706012046032896	https://twitter.com/haydentiff/status/960706012046032896			@haydentiff
	This is where we’re at right now. https:// twitter.com/captaincryptoh d/status/956266091931582464 …	haydentiff	3	0	1517885014	960705500185792512	https://twitter.com/haydentiff/status/960705500185792512			
	These are the main steps, assuming you already know how to find the contract number. Let me know if you don’t. pic.twitter.com/yLsn3fIFfM	haydentiff	1	0	1517884899	960705017962487808	https://twitter.com/haydentiff/status/960705017962487808			
	Absolutely!	haydentiff	5	0	1517884269	960702375211225089	https://twitter.com/haydentiff/status/960702375211225089			
	Thanks! #ERC20 pic.twitter.com/7MYYFIVYLt	haydentiff	2	0	1517883761	960700241828876288	https://twitter.com/haydentiff/status/960700241828876288		#ERC20	
		haydentiff	0	0	1517883585	960699506424733696	https://twitter.com/haydentiff/status/960699506424733696			
	I’m not buying or selling so why wouldn’t I be able to go a day without looking? I’d rather use my time and energy to help build the things I want to exist.	haydentiff	0	0	1517883537	960699302552195072	https://twitter.com/haydentiff/status/960699302552195072			
	Ok. Edge holds all ERC20 tokens. I’m going to update the instructions I made the other day and then I’ll post them.	haydentiff	2	0	1517883285	960698246581637126	https://twitter.com/haydentiff/status/960698246581637126			
	Isn’t #TRX an ERC20 token or no?	haydentiff	1	0	1517883134	960697612226781184	https://twitter.com/haydentiff/status/960697612226781184		#TRX	
	Nope!	haydentiff	1	0	1517883021	960697141009305601	https://twitter.com/haydentiff/status/960697141009305601			
	Time gets really weird once you enter crypto...	haydentiff	1	0	1517882969	960696919747018752	https://twitter.com/haydentiff/status/960696919747018752			
	There’s a direct download link for Android on our website: http:// EdgeSecure.co	haydentiff	0	0	1517882934	960696776142573569	https://twitter.com/haydentiff/status/960696776142573569			
	All coins should have wallets that they can be stored in. For coins that are not supported by Edge, you will have to research options to find the most secure wallet.	haydentiff	0	0	1517882815	960696275111989249	https://twitter.com/haydentiff/status/960696275111989249			
bitcoin 	I haven’t looked once today. If you’re not a trader, build! Or learn. Or help somebody else learn! There is so much more to crypto than speculating. #Bitcoin $ XRP #xrpthestandard https:// twitter.com/tpaintltd/stat us/960692232775979008 …	haydentiff	39	6	1517882021	960692945904197633	https://twitter.com/haydentiff/status/960692945904197633		#Bitcoin #xrpthestandard	
ethereum 	Send me an #Ethereum addy and I’ll send you some funds to play around.	haydentiff	1	1	1517881661	960691434188890112	https://twitter.com/haydentiff/status/960691434188890112		#Ethereum	
	Thank you!!!	haydentiff	1	0	1517881546	960690950447206401	https://twitter.com/haydentiff/status/960690950447206401			
bitcoin 	Developers who are building #blockchain apps and in need of key management solutions should get in touch with us! @EdgeSecure offers the world’s 1st Single Sign-on for encrypted data! (The bar is officially raised.) #Bitcoin #security #privacy #dApps https:// twitter.com/haydentiff/sta tus/960687330028814336 …	haydentiff	39	18	1517881450	960690550855827456	https://twitter.com/haydentiff/status/960690550855827456		#blockchain #Bitcoin #security #privacy #dApps	@EdgeSecure
	No catch. https:// twitter.com/haydentiff/sta tus/960687330028814336 …	haydentiff	1	0	1517881223	960689597264080898	https://twitter.com/haydentiff/status/960689597264080898			
	Because your personal data doesn’t belong to you, silly. It was an exaggeration regarding our current trajectory. Have you read The Circle? pic.twitter.com/0v4b5XiLRK	haydentiff	1	0	1517881093	960689052159651840	https://twitter.com/haydentiff/status/960689052159651840			
	A few blog posts that you might find helpful. (Airbitz is rebranding into Edge) https:// blog.edgesecure.co/how-to-maximiz e-airbitz-edge-security-435eb2332961 … https:// blog.edgesecure.co/how-does-airbi tz-secure-my-private-keys-323af95e14a0 … https:// blog.edgesecure.co/one-touch-2-fa ctor-authentication-2fa-what-is-it-and-how-do-i-set-it-up-5f96a125a940 … https:// airbitz.co/go/edge-securi ty-a-new-paradigm-in-privacy-and-security/ …	haydentiff	0	0	1517880845	960688011007660033	https://twitter.com/haydentiff/status/960688011007660033			
	We license our Edge Security API / SDK to blockchain applications. Many #dApps are in need of key management solutions.	haydentiff	1	0	1517880682	960687330028814336	https://twitter.com/haydentiff/status/960687330028814336		#dApps	
	There are no fees. All data is encrypted on a user’s device, so there is no central honey pot for hackers. Nobody, not even Edge, has access to nor knowledge of your account.	haydentiff	1	0	1517880129	960685008225734657	https://twitter.com/haydentiff/status/960685008225734657			
	Would you mind sending me a DM with your email address and I’ll look into it? In the meantime, check your junk folder for an email from TestFlight. Sometimes it ends up there. (iOS or Android?)	haydentiff	0	0	1517879967	960684330430488581	https://twitter.com/haydentiff/status/960684330430488581			
	No fees at all!	haydentiff	1	0	1517879900	960684048803868674	https://twitter.com/haydentiff/status/960684048803868674			
	Thank you!	haydentiff	2	0	1517879767	960683491024363520	https://twitter.com/haydentiff/status/960683491024363520			
	Yeah, I have used @Airbitz religiously. I can’t even remember what I using before. Time is weird in crypto. 1 year is like the equivalent of 10! Lol.	haydentiff	2	0	1517879730	960683334744576000	https://twitter.com/haydentiff/status/960683334744576000			@Airbitz
	Done.	haydentiff	1	0	1517879564	960682640616644608	https://twitter.com/haydentiff/status/960682640616644608			
	You guys must not know many homeschooling families... pic.twitter.com/cMkkJrJB0N	haydentiff	3	0	1517879498	960682362211315712	https://twitter.com/haydentiff/status/960682362211315712			
		haydentiff	1	0	1517879078	960680600356245505	https://twitter.com/haydentiff/status/960680600356245505			
	I’ll wait for @paullinator to chime in on this.	haydentiff	1	0	1517878982	960680198613143553	https://twitter.com/haydentiff/status/960680198613143553			@paullinator
	Let me check and see when that functionality will be available.	haydentiff	0	0	1517878624	960678697748586498	https://twitter.com/haydentiff/status/960678697748586498			
	Definitely! Thank you!	haydentiff	0	0	1517878454	960677983945097216	https://twitter.com/haydentiff/status/960677983945097216			
	Oh no, I’m sorry! Would you mind sending me a DM with your email address and I’ll look into it? In the meantime, check your junk folder for an email from TestFlight. Sometimes it ends up there. (iOS or Android?)	haydentiff	0	0	1517878404	960677773013667841	https://twitter.com/haydentiff/status/960677773013667841			
		haydentiff	2	0	1517878246	960677110162579457	https://twitter.com/haydentiff/status/960677110162579457			
	There’s a bizarre inside joke going on that I haven’t quite figured out but it has to do with no pants, lol.	haydentiff	2	0	1517878178	960676826438950914	https://twitter.com/haydentiff/status/960676826438950914			
	LMAO! You get me by putting it right at the end, out of nowhere! LOL!	haydentiff	4	0	1517878108	960676531050811392	https://twitter.com/haydentiff/status/960676531050811392			
	I have no idea why the market does what it does (crypto or the stock market). I buy and hold based on fundamentals. I’m not a trader. I am a spender though, haha. I love transacting with crypto.	haydentiff	2	1	1517878026	960676188124532736	https://twitter.com/haydentiff/status/960676188124532736			
	No! I wished I would have taken notes and screenshots when I first downloaded mine. I wonder if I can get another invite and download it on my son’s phone to do just that. I’ll check. Thanks!	haydentiff	0	0	1517877847	960675436438179841	https://twitter.com/haydentiff/status/960675436438179841			
	I value open source technology that allows me to securely maintain control over my digital assets.	haydentiff	1	0	1517877636	960674551318437888	https://twitter.com/haydentiff/status/960674551318437888			
bitcoin 	Don’t you remember the disaster that was the Bitcoin Bowl? #LessonLearned	haydentiff	2	0	1517877554	960674208178196480	https://twitter.com/haydentiff/status/960674208178196480		#LessonLearned	
	Thank you.	haydentiff	1	0	1517877463	960673828950048769	https://twitter.com/haydentiff/status/960673828950048769			
		haydentiff	0	0	1517877449	960673766719311872	https://twitter.com/haydentiff/status/960673766719311872			
	Go to http:// xrptipbot.com and create an account. It takes less than a minute. Then you can tip and receive tips. It’s fun!	haydentiff	2	1	1517877413	960673618312286208	https://twitter.com/haydentiff/status/960673618312286208			
	I love this! $ XRP #xrpthestandard https:// twitter.com/xrptipbot/stat us/960672522613264384 …	haydentiff	18	3	1517877278	960673049103228929	https://twitter.com/haydentiff/status/960673049103228929		#xrpthestandard	
	Awesome!	haydentiff	2	0	1517877178	960672630436171776	https://twitter.com/haydentiff/status/960672630436171776			
	+1 @xrptipbot	haydentiff	2	0	1517877144	960672490216357888	https://twitter.com/haydentiff/status/960672490216357888			@xrptipbot
	+1 @xrptipbot	haydentiff	1	0	1517877095	960672281939890176	https://twitter.com/haydentiff/status/960672281939890176			@xrptipbot
	Cheers!	haydentiff	2	0	1517876714	960670687211020289	https://twitter.com/haydentiff/status/960670687211020289			
	You know I am hustling hard to make that happen!	haydentiff	4	0	1517876656	960670444318846976	https://twitter.com/haydentiff/status/960670444318846976			
	Thank you and welcome back!	haydentiff	2	0	1517876601	960670210884886528	https://twitter.com/haydentiff/status/960670210884886528			
	Let me check to see when we’ll be sending out another batch of invites.	haydentiff	1	0	1517876513	960669840624242688	https://twitter.com/haydentiff/status/960669840624242688			
	Because people are assholes.	haydentiff	4	0	1517876460	960669620477800448	https://twitter.com/haydentiff/status/960669620477800448			
	Yes. A mobile wallet for digital assets.	haydentiff	0	0	1517876422	960669462226702336	https://twitter.com/haydentiff/status/960669462226702336			
bitcoin ethereum 	If you haven’t signed up for the beta yet, why not? http:// EdgeSecure.co #Bitcoin #BitcoinCash #LTC #DASH #cybersecurity #ethereum #MondayMotivation #startuplife https:// twitter.com/edgesecure/sta tus/960646616876232706 …	haydentiff	29	8	1517876310	960668990480764928	https://twitter.com/haydentiff/status/960668990480764928		#Bitcoin #BitcoinCash #LTC #DASH #cybersecurity #ethereum #MondayMotivation #startuplife	
	Awesome!!!	haydentiff	0	0	1517876117	960668180174835712	https://twitter.com/haydentiff/status/960668180174835712			
	Humble? pic.twitter.com/LbNaCAXBl1	haydentiff	10	0	1517876069	960667980844732416	https://twitter.com/haydentiff/status/960667980844732416			
	Awesome! Thanks! There is something about that first one that really resonates with me.	haydentiff	1	0	1517875668	960666297133649920	https://twitter.com/haydentiff/status/960666297133649920			
	Yes, Bitmain is only a chip making company. I don’t know why I bother. Later.	haydentiff	4	0	1517875090	960663874759462912	https://twitter.com/haydentiff/status/960663874759462912			
	I LOVE that image!!! Did you make it?	haydentiff	0	0	1517874991	960663458298712065	https://twitter.com/haydentiff/status/960663458298712065			
	Please don’t!	haydentiff	2	0	1517874804	960662674429349888	https://twitter.com/haydentiff/status/960662674429349888			
	Self-assigning a commodity they produced? They must not know how awesome socialism is, amirite? https:// twitter.com/haydentiff/sta tus/950039687749566464 …	haydentiff	3	0	1517874541	960661570257858563	https://twitter.com/haydentiff/status/960661570257858563			
	People who want my attention have to earn it. There are people out there eating horseshit off the street! LOL	haydentiff	6	0	1517873720	960658129888346112	https://twitter.com/haydentiff/status/960658129888346112			
bitcoin 	https://www. coindesk.com/think-bitcoin- small-business-bitfury-making-almost-100-million-annually/ …	haydentiff	1	0	1517873626	960657735313510400	https://twitter.com/haydentiff/status/960657735313510400			
	No entity is benefiting from the activity? LMAO! pic.twitter.com/0vz83p0x4c	haydentiff	17	1	1517873579	960657534372794369	https://twitter.com/haydentiff/status/960657534372794369			
	I have him on mute so I don’t know what he said. He must be interesting often, haha.	haydentiff	6	0	1517873082	960655453767327749	https://twitter.com/haydentiff/status/960655453767327749			
	It’s *a* way to distribute currency. There isn’t anything significantly “fair” about it.	haydentiff	11	1	1517872763	960654114769301504	https://twitter.com/haydentiff/status/960654114769301504			
	Me.	haydentiff	7	0	1517872620	960653514597859330	https://twitter.com/haydentiff/status/960653514597859330			
	I have to update this, but hopefully it will help for now: https:// medium.com/@haydentiff/ho w-to-add-erc20-tokens-to-edge-b75ff9a1692c?source=linkShare-c4107ebb5102-1517872573 …	haydentiff	0	0	1517872583	960653359899389953	https://twitter.com/haydentiff/status/960653359899389953			@haydentiff
	Lol. Typo. 2BTC!	stacyherbert	2	0	1517952739	960989558350471168	https://twitter.com/stacyherbert/status/960989558350471168			
	XRP?! Lol. Bidding currently at 2NTC.	stacyherbert	0	0	1517952720	960989479791222784	https://twitter.com/stacyherbert/status/960989479791222784			
	Max met Jamie Dimon today at #satoshiroundtable @maxkeiser @jpmorgan pic.twitter.com/6ab8sucslX	stacyherbert	112	23	1517952671	960989271720112130	https://twitter.com/stacyherbert/status/960989271720112130		#satoshiroundtable	@maxkeiser @jpmorgan
	We had to stop filming for a few minutes while he got sick.	stacyherbert	1	0	1517945520	960959280030650373	https://twitter.com/stacyherbert/status/960959280030650373			
	Max just made a newbie error and tweeted at a parody @fluffypony !	stacyherbert	8	0	1517943196	960949532824662016	https://twitter.com/stacyherbert/status/960949532824662016			@fluffypony
	Of course not, your KGB handler has taught you well.	stacyherbert	3	0	1517939714	960934928409137153	https://twitter.com/stacyherbert/status/960934928409137153			
	Fake news!! So fake.	stacyherbert	5	0	1517890369	960727957311455232	https://twitter.com/stacyherbert/status/960727957311455232			
	Max and our ‘new man in Mexico,’ @fluffypony pic.twitter.com/kWAvVTVSKa	stacyherbert	203	22	1517885022	960705530141511680	https://twitter.com/stacyherbert/status/960705530141511680			@fluffypony
	Life of the party. pic.twitter.com/YjDW7OqiYd	stacyherbert	174	19	1517880863	960688088359100416	https://twitter.com/stacyherbert/status/960688088359100416			
	Thats horrific Andrew ! Yikes......	sallyeaves	1	0	1517945738	960960195005501440	https://twitter.com/sallyeaves/status/960960195005501440			
	Awesome discussions and equally delighted to support - #socialenterprise in action and #coffeetime with purpose https:// twitter.com/ouroxygen/stat us/960891105893023744 …	sallyeaves	11	7	1517941812	960943725613600768	https://twitter.com/sallyeaves/status/960943725613600768		#socialenterprise #coffeetime	
	Thanks Martin! :)	sallyeaves	1	0	1517935390	960916788908298241	https://twitter.com/sallyeaves/status/960916788908298241			
	A pleasure - exciting times ahead	sallyeaves	1	0	1517934359	960912464920633344	https://twitter.com/sallyeaves/status/960912464920633344			
	Looking forward to compering and speaking at this - will be an engaging night :) #AI #Robotics #WomeninAI #innovation https:// twitter.com/AlphaGammaHQ/s tatus/960151971046068224 …	sallyeaves	34	18	1517930004	960894200907816960	https://twitter.com/sallyeaves/status/960894200907816960		#AI #Robotics #WomeninAI #innovation	
	Definitely - excuse the joke in advance, I have to say this, we must chat.... because its full STEAM ahead :)	sallyeaves	1	0	1517921448	960858313352208385	https://twitter.com/sallyeaves/status/960858313352208385			
	We must do chat more on this and an April launch :) #STEM #STEAM	sallyeaves	1	0	1517920520	960854420245438465	https://twitter.com/sallyeaves/status/960854420245438465		#STEM #STEAM	
	A pleasure Helene and likewise, have a great day ahead one and all	sallyeaves	0	0	1517905461	960791258510843904	https://twitter.com/sallyeaves/status/960791258510843904			
	Beautifully shared Chris - could not agree more. Have a purposeful day ahead all	sallyeaves	4	0	1517900393	960770004340887552	https://twitter.com/sallyeaves/status/960770004340887552			
	Making voices heard - as socially conscious #Brands gain the consumer edge http:// zd.net/2BbrywB @ZDNet @SproutSocial #tech #digital #innovation #Impact pic.twitter.com/wl8iLFDiN5	sallyeaves	17	12	1517900200	960769191124062208	https://twitter.com/sallyeaves/status/960769191124062208		#Brands #tech #digital #innovation #Impact	@ZDNet @SproutSocial
	Term of the day: “right of rescission” https:// twitter.com/neerajka/statu s/960895613729673222 …	barrysilbert	29	8	1517931507	960900505193992193	https://twitter.com/barrysilbert/status/960900505193992193			
	Oh, how much I've missed financial apocalypse twitter. Much better than record highs twitter	barrysilbert	1210	159	1517884414	960702981384544256	https://twitter.com/barrysilbert/status/960702981384544256			
	And batching.	adam3us	18	0	1517933862	960910379718193152	https://twitter.com/adam3us/status/960910379718193152			
	So at this moment in hashrate, excluding fees, around $1250/BTC assuming 5c/kWh costs.	adam3us	12	1	1517925336	960874619828875266	https://twitter.com/adam3us/status/960874619828875266			
	Misteaks Happen. How Not to Look Bad on Twitter. http:// j.mp/1RuF14O #socialmedia #training pic.twitter.com/KONGbAo0E5	WarrenWhitlock	4	2	1517950345	960979515215351808	https://twitter.com/WarrenWhitlock/status/960979515215351808		#socialmedia #training	
	Networking super week in Vegas http:// j.mp/2s9dv7Q pic.twitter.com/ywyubsxt8d	WarrenWhitlock	4	5	1517947935	960969408414994432	https://twitter.com/WarrenWhitlock/status/960969408414994432			
	"It's what I call ""an industry ripe for overhaul"""	WarrenWhitlock	0	0	1517939942	960935884987105280	https://twitter.com/WarrenWhitlock/status/960935884987105280			
	Bazista Marketplace: Solving the access problem in e-commerce http:// j.mp/2GSyXRT #Blockchain #OnlineMarketing #ico	WarrenWhitlock	3	0	1517939615	960934511319056384	https://twitter.com/WarrenWhitlock/status/960934511319056384		#Blockchain #OnlineMarketing #ico	
	Demystifying The Google Knowledge Graph http:// j.mp/1RuF14J #SeachEngine #Google pic.twitter.com/kMcNsYJGJ3	WarrenWhitlock	7	2	1517939295	960933170177855488	https://twitter.com/WarrenWhitlock/status/960933170177855488		#SeachEngine #Google	
	“Wired into Pain” by @thomas_jesson https:// medium.com/@thomas_jesson /wired-into-pain-628221e707b9 …	WarrenWhitlock	2	1	1517939140	960932517183242240	https://twitter.com/WarrenWhitlock/status/960932517183242240			@thomas_jesson @thomas_jesson
	You are part of a social network superorganism http:// j.mp/29n3siZ #video #connection #stories pic.twitter.com/VQrzTGDUI1	WarrenWhitlock	3	2	1517928331	960887182033551360	https://twitter.com/WarrenWhitlock/status/960887182033551360		#video #connection #stories	
	Blockchain's effect on business: Call Center Industry being re-engineered to handle global e-commerce growth. http:// j.mp/2s2uM2G #future #callcenters #inboundmarketing	WarrenWhitlock	20	9	1517920875	960855909567168512	https://twitter.com/WarrenWhitlock/status/960855909567168512		#future #callcenters #inboundmarketing	
	How to Master the Art of Content Creation with Bloggers http:// j.mp/1RuF1BJ pic.twitter.com/gkQ7B8Jbxj	WarrenWhitlock	4	1	1517917257	960840735552569344	https://twitter.com/WarrenWhitlock/status/960840735552569344			
	I could use a social media assistant like this guy http:// j.mp/1RuF1l7 #funny #video #socialmedia pic.twitter.com/he6b09ML30	WarrenWhitlock	4	0	1517906196	960794343442403329	https://twitter.com/WarrenWhitlock/status/960794343442403329		#funny #video #socialmedia	
	"""How can you work and live in Vegas?"" .. I answered it at: http:// j.mp/1RuF14K #Vegas #Baby #Vegas pic.twitter.com/ZTXyWgJmVG"	WarrenWhitlock	7	5	1517895146	960747995846381568	https://twitter.com/WarrenWhitlock/status/960747995846381568		#Vegas #Baby #Vegas	
	On Linkedin, I'm what they call an Open Networker. Send me a note and I'll accept to get to know you better and expand our networks. http:// Linkedin.com/in/books pic.twitter.com/jPCdaea53H	WarrenWhitlock	1	0	1517893397	960740658586767360	https://twitter.com/WarrenWhitlock/status/960740658586767360			
	“Top 30 Digital Marketing Twitter Handles to Follow in 2017” by @himani_kankaria https:// medium.com/@himanichokshi /top-30-digital-marketing-twitter-handles-to-follow-in-2017-31d80b67d24c …	WarrenWhitlock	8	3	1517892385	960736412503961600	https://twitter.com/WarrenWhitlock/status/960736412503961600			@himani_kankaria @himanichokshi
	"I've had a ""zero InBox"" for years. My secret weapon, SaneBox Try it free: http:// mbsy.co/gL66D #email #clutter #tool pic.twitter.com/H9IB7sSRYw"	WarrenWhitlock	6	1	1517884099	960701658526371841	https://twitter.com/WarrenWhitlock/status/960701658526371841		#email #clutter #tool	
	Is #influencemarketing a scam? http:// j.mp/2aK8ESE pic.twitter.com/zhEZhw9BqF	WarrenWhitlock	3	1	1517873076	960655424927170561	https://twitter.com/WarrenWhitlock/status/960655424927170561		#influencemarketing	
	Thank God @kanzure is typing it all so I can review it later.	jimmysong	45	1	1517936590	960921823822188545	https://twitter.com/jimmysong/status/960921823822188545			@kanzure
	Watching a heavyweight argument on security by a bunch of devs. I'm catching about 50% of this discussion.	jimmysong	125	5	1517936373	960920912315826176	https://twitter.com/jimmysong/status/960920912315826176			
	In a few minutes, talking about Satoshi Roundtable first day: https://www. youtube.com/watch?v=EZidD6 n9BO8 …	jimmysong	64	10	1517921147	960857052246573056	https://twitter.com/jimmysong/status/960857052246573056			
	Jeff Berwick is on @RichieAllenShow live for the next hour! Tune in: https:// tunein.com/radio/The-Rich ie-Allen-Show-s236521/ …	DollarVigilante	20	5	1517948851	960973248283504645	https://twitter.com/DollarVigilante/status/960973248283504645			@RichieAllenShow
bitcoin 	https:// steemit.com/bitcoin/@dolla rvigilante/us-stock-markets-and-cryptos-crashing-is-this-the-big-one …	DollarVigilante	21	9	1517945801	960960457405280256	https://twitter.com/DollarVigilante/status/960960457405280256			@dolla
	pic.twitter.com/H9MVZ5duqu	DollarVigilante	12	2	1517940311	960937430521085953	https://twitter.com/DollarVigilante/status/960937430521085953			
	pic.twitter.com/G5UMqA0X85	DollarVigilante	38	22	1517930573	960896587223445505	https://twitter.com/DollarVigilante/status/960896587223445505			
	US Stock Markets & Cryptos Crashing... Is This The Big One? Jeff Berwick on FSN: http:// youtu.be/Him7FhNYozY?a via @YouTube	DollarVigilante	18	5	1517887166	960714526281748480	https://twitter.com/DollarVigilante/status/960714526281748480			@YouTube
	Banks Block Customers' Credit Card Purchases of Cryptocurrency pic.twitter.com/eY6XqSYHjI	DollarVigilante	63	35	1517875200	960664334807347203	https://twitter.com/DollarVigilante/status/960664334807347203			
bitcoin ripple 	seeing green: bitcoin, ether, ripple each up 10% in past 24 hours. WEDNESDAY at the @YahooFinance crypto summit we'll talk about all the coins. join us on the livestream. 950am. https:// yahoofinanceams.splashthat.com / pic.twitter.com/9XU2KXPWaP	readDanwrite	22	6	1517955920	961002901517881346	https://twitter.com/readDanwrite/status/961002901517881346			@YahooFinance
	Derrick Rose's insane Adidas endorsement contract includes Adidas paying Rose's brother $250k to $350k per year and Rose's best friend $50k to $75k per year. https://www. si.com/nba/2018/02/06 /derrick-rose-adidas-sneaker-contract-details-cavaliers-knicks-bulls … @jon_wertheim	readDanwrite	5673	3454	1517940503	960938234363678721	https://twitter.com/readDanwrite/status/960938234363678721			@jon_wertheim
	"UBS survey asked people who watched less NFL this season why they watched less. top answer: ""Don't approve of the national anthem protests."" 50% of people chose it. *note: respondents could select multiple answers. https:// yhoo.it/2nKfxGX @YahooFinance pic.twitter.com/r6ywGUnxWR"	readDanwrite	6	5	1517939490	960933988809527298	https://twitter.com/readDanwrite/status/960933988809527298			@YahooFinance
	Just added to the speaker lineup for #YahooAMS tomorrow: @ryaneshea of @blockstack ! https:// yahoofinanceams.splashthat.com / pic.twitter.com/IIgLXxUdig	readDanwrite	7	1	1517931736	960901464800612352	https://twitter.com/readDanwrite/status/960901464800612352		#YahooAMS	@ryaneshea @blockstack
ripple 	TOMORROW: Our @YahooFinance live summit on cryptocurrencies. Speakers from @DCGco @Ripple @blockchain @chain @CFTC @coindesk @BitPesa &more. tweet your Q for any speaker with #YahooAMS and it might get asked live. https:// yahoofinanceams.splashthat.com / pic.twitter.com/pNjBlna8tw	readDanwrite	208	110	1517926571	960879801362976769	https://twitter.com/readDanwrite/status/960879801362976769		#YahooAMS	@YahooFinance @DCGco @Ripple @blockchain @chain @CFTC @coindesk @BitPesa
	Attention: the coins are back in the green. https:// finance.yahoo.com/cryptocurrenci es/heatmap … pic.twitter.com/2gqlFYNbZV	readDanwrite	12	4	1517925781	960876487145656321	https://twitter.com/readDanwrite/status/960876487145656321			
	Where's the bottom for $ btc ? yikes pic.twitter.com/M021HDW7ru	readDanwrite	2	0	1517920400	960853917038006272	https://twitter.com/readDanwrite/status/960853917038006272			
	The Night Manager. (note: it's Amazon not Netflix)	readDanwrite	1	0	1517877290	960673102232522754	https://twitter.com/readDanwrite/status/960673102232522754			
	https://www. theparisreview.org/blog/2018/02/0 2/james-joyces-love-letters-dirty-little-fuckbird/ … @NadjaSpiegelman @parisreview	readDanwrite	9	5	1517874008	960659336094765057	https://twitter.com/readDanwrite/status/960659336094765057			@NadjaSpiegelman @parisreview
	Um no, that is not the necessary information.	NickSzabo4	5	0	1517937185	960924319739097088	https://twitter.com/NickSzabo4/status/960924319739097088			
	Nicely done thanks!	NickSzabo4	28	1	1517936059	960919597217009665	https://twitter.com/NickSzabo4/status/960919597217009665			
	By that measure it has improved somewhat over the last few weeks.	NickSzabo4	11	0	1517935102	960915581397422080	https://twitter.com/NickSzabo4/status/960915581397422080			
	This turns out to have been an understatement. The recent big price declines have been largely indiscriminate. Most of those selling now had been buying cryptocurrencies and tokens based on next to no good information. https:// twitter.com/NickSzabo4/sta tus/945815570737274880 …	NickSzabo4	532	143	1517934346	960912409912201216	https://twitter.com/NickSzabo4/status/960912409912201216			
	SEC Chief Clayton: 'Every ICO I've Seen Is a Security' #blockchain #fintech http:// bit.ly/2BKTRTy pic.twitter.com/KFFZa6DoBF	sbmeunier	1	2	1517945576	960959514504810499	https://twitter.com/sbmeunier/status/960959514504810499		#blockchain #fintech	
	Cool Study What Consumers Think About #AI #chatbots #BigData #smarthome #insurtech MT @andi_staub #fintech http:// pe.ga/2sa7l7H pic.twitter.com/pehtCWWzf1	sbmeunier	11	12	1517941152	960940956664115201	https://twitter.com/sbmeunier/status/960940956664115201		#AI #chatbots #BigData #smarthome #insurtech #fintech	@andi_staub
	Venezuela's #cryptocurrency Plans Draw Ire at US Senate Hearing #blockchain #fintech http:// bit.ly/2GR9d8m pic.twitter.com/Jko9yq5GiZ	sbmeunier	0	1	1517937646	960926253531516928	https://twitter.com/sbmeunier/status/960926253531516928		#cryptocurrency #blockchain #fintech	
	#Classroom #robots stand in for #children too ill to go to school #fintech @Shearmans #AI MT @SpirosMargaris http:// on.ft.com/2E3zejj pic.twitter.com/pnaj2aEWhy	sbmeunier	0	0	1517930711	960897164850409477	https://twitter.com/sbmeunier/status/960897164850409477		#Classroom #robots #children #fintech #AI	@Shearmans @SpirosMargaris
