bitcoin 	Internet archive continues to accept and expand accepting crypto for donations (now it's taking BTC, BCH, ZEC, ETH). Donation link here: https:// archive.org/donate/bitcoin .php … https:// twitter.com/internetarchiv e/status/959640651024314368 …	VitalikButerin	1804	542	1517901966	960776599795879936	https://twitter.com/VitalikButerin/status/960776599795879936			
	Yup. Creates opportunities.	GerberKawasaki	1	0	1517872137	960651488660877312	https://twitter.com/GerberKawasaki/status/960651488660877312			
	Inflation is the issue.	GerberKawasaki	0	0	1517872072	960651217650110464	https://twitter.com/GerberKawasaki/status/960651217650110464			
	U.S. Regulators Subpoena Crypto Exchange Bitfinex, Tether https:// buff.ly/2nGXd0m	obussmann	2	2	1517946068	960961578190467072	https://twitter.com/obussmann/status/960961578190467072			
	TEND — the lighthouse in the storm https:// buff.ly/2sgONmc via @tendswiss	obussmann	2	0	1517929935	960893910473166849	https://twitter.com/obussmann/status/960893910473166849			@tendswiss
	India bans crypto-currency, but embraces the blockchain https:// buff.ly/2GIXrwV	obussmann	7	3	1517928721	960888819963891715	https://twitter.com/obussmann/status/960888819963891715			
	Japanese regulators raid Coincheck in wake of $530 million crypto heist https:// buff.ly/2FF1VmW	obussmann	1	0	1517919660	960850815245275138	https://twitter.com/obussmann/status/960850815245275138			
	eBay drops PayPal as first payment choice https:// buff.ly/2s2J1EJ	obussmann	7	5	1517902260	960777835370688512	https://twitter.com/obussmann/status/960777835370688512			
	Tesla’s in Space http://www. bbc.co.uk/news/science-e nvironment-42950957 …	Chris_Skinner	2	0	1517915110	960831730872659969	https://twitter.com/Chris_Skinner/status/960831730872659969			
	#GAFA , #BAT and #BBVA via Chris Skinner's blog - I spotted two stories about BBVA that appeared ... http:// tinyurl.com/ycxrksze	Chris_Skinner	0	1	1517907974	960801797609852928	https://twitter.com/Chris_Skinner/status/960801797609852928		#GAFA #BAT #BBVA	
	#GAFA , #BAT and #BBVA - I spotted two stories about BBVA that appeared yesterday. The first was in the Financial... https:// fb.me/6M8k1kCOH	Chris_Skinner	1	1	1517906960	960797545638309888	https://twitter.com/Chris_Skinner/status/960797545638309888		#GAFA #BAT #BBVA	
	Dow Joans? @realDonaldTrump , when is the rocket loading? Are you going to be in the car on SpaceX? https:// twitter.com/ShaunUsher/sta tus/960628825318219776 …	Chris_Skinner	3	1	1517903886	960784651840258048	https://twitter.com/Chris_Skinner/status/960784651840258048			@realDonaldTrump
	Things worth reading: 6th February 2018 via Chris Skinner's blog - Things we're reading today ... http:// tinyurl.com/yb3zkdca	Chris_Skinner	0	1	1517902575	960779153934094336	https://twitter.com/Chris_Skinner/status/960779153934094336			
bitcoin 	Things worth reading: 6th February 2018 - Things we're reading today include ... Bitcoin bombs below US$7,000... https:// fb.me/W35qJNFp	Chris_Skinner	0	1	1517901690	960775443669573632	https://twitter.com/Chris_Skinner/status/960775443669573632			
	The last thing you ever need to read about blockchain First Dog on the Moon (cartoon) https://www. theguardian.com/commentisfree/ 2018/feb/06/blockchain-explained-by-crypto-expert-f-onthemoon …	Chris_Skinner	20	9	1517901344	960773991056183297	https://twitter.com/Chris_Skinner/status/960773991056183297			
	Folks we've got @instechinsiders running now in its own stream on @ApplePodcasts here Subscribe: https:// itunes.apple.com/gb/podcast/ins urtech-insider-by-11-fs/id1330999202?mt=2 … pic.twitter.com/C08LPNElzG	davidbrear	0	0	1517919841	960851573772640261	https://twitter.com/davidbrear/status/960851573772640261			@instechinsiders @ApplePodcasts
	London	davidbrear	0	0	1517917684	960842528303079424	https://twitter.com/davidbrear/status/960842528303079424			
	Looking for a junior product manager / interaction designer to come in own something cool we are building at @11FSTeam @11FSPulse ... know someone? Let them know and ill own you something cool :)	davidbrear	10	4	1517916236	960836452568457216	https://twitter.com/davidbrear/status/960836452568457216			@11FSTeam @11FSPulse
	File on 4 - The Great British Money Laundering Service - @bbcradio4 - a testament to the success of British invisibles... http://www. bbc.co.uk/programmes/b09 qd714 …	dgwbirch	1	0	1517954811	960998247513780224	https://twitter.com/dgwbirch/status/960998247513780224			@bbcradio4
	Top 100 Identity Influencers 2018 https:// buff.ly/2E6oelc hey thanks guys - I don't think I've ever been on any list with Mark Zuckerberg before pic.twitter.com/AkuPe6Pqog	dgwbirch	1	0	1517947587	960967949531209729	https://twitter.com/dgwbirch/status/960967949531209729			
	The blockchain era is here but big biz, like most folk, hasn't a clue what to do with it https:// buff.ly/2DZeWvl “‘The term BaaS is meaningless’ argues Forrester principal CIO analyst Martha Bennett”	dgwbirch	4	4	1517934508	960913089649573888	https://twitter.com/dgwbirch/status/960913089649573888			
	New Tomorrow's Transactions podcast with David Gerard, the author of “Attack of the 50ft Blockchain” https:// buff.ly/2E7aE0A	dgwbirch	1	1	1517907847	960801268557123585	https://twitter.com/dgwbirch/status/960801268557123585			
	Ready to rumble #digitalIDmeetup #Sydney #Stoneandchalk with [identity withheld as GDPR consent not obtained] pic.twitter.com/GArJ4a555k	dgwbirch	13	5	1517902122	960777254669238272	https://twitter.com/dgwbirch/status/960777254669238272		#digitalIDmeetup #Sydney #Stoneandchalk	
	Birchbox?	dgwbirch	0	0	1517899073	960764464483233793	https://twitter.com/dgwbirch/status/960764464483233793			
	T-50 and counting: Check out this Meetup Group in Sydney: https://www. meetup.com/en-AU/DIG-ID-S ydney-Digital-Identity-Meetup/ … #Meetup #Sydney come on down!	dgwbirch	2	0	1517897480	960757785917968384	https://twitter.com/dgwbirch/status/960757785917968384		#Meetup #Sydney	
	“I would have moved to the designated Quiet Coach, but we were already in it” http://www. dailymail.co.uk/news/article-5 355985/GYLES-BRANDRETH-Sartre-said-hell-people.html …	dgwbirch	0	0	1517895644	960750084949295104	https://twitter.com/dgwbirch/status/960750084949295104			
	et tu Doge? https://www. coingecko.com/en/price_chart s/dogecoin/usd …	dgwbirch	2	0	1517895384	960748992857481217	https://twitter.com/dgwbirch/status/960748992857481217			
	Now this is where the blockchain could really help the typical busy captain of industry. pic.twitter.com/lxKNcKhyIg	dgwbirch	1	1	1517895019	960747461668102144	https://twitter.com/dgwbirch/status/960747461668102144			
	It easy to be wise after the event, but I should have gone short on crypto, long on crocs pic.twitter.com/UoKQ89p0D5	dgwbirch	17	2	1517894680	960746039664820224	https://twitter.com/dgwbirch/status/960746039664820224			
	Start the Week - Money Makes the World Go Around - @bbcradio4 - fascinating discussion about GDP with @DianeCoyle1859 http://www. bbc.co.uk/programmes/b09 qb089 …	dgwbirch	3	1	1517886646	960712342081163264	https://twitter.com/dgwbirch/status/960712342081163264			@bbcradio4 @DianeCoyle1859
	hey it was the middle of the night in Sydney…	dgwbirch	0	0	1517882691	960695755601166336	https://twitter.com/dgwbirch/status/960695755601166336			
	Ha! Should have said 6th! Will fix.	dgwbirch	1	0	1517871640	960649403785605120	https://twitter.com/dgwbirch/status/960649403785605120			
	no	dgwbirch	1	0	1517871609	960649273967718401	https://twitter.com/dgwbirch/status/960649273967718401			
	but this is true of anything, not only cryptocurrency	dgwbirch	2	0	1517871601	960649241650651136	https://twitter.com/dgwbirch/status/960649241650651136			
	Kudos to all the people who have worked hard for YEARS to educate regulators and lawmakers (while enduring abuse from anti-gov trolls)	gavinandresen	99	15	1517934236	960911950367592448	https://twitter.com/gavinandresen/status/960911950367592448			
bitcoin 	This makes #bitcoin look stable https:// twitter.com/StockTwits/sta tus/960971137076416514 …	sytaylor	2	1	1517948944	960973641143013376	https://twitter.com/sytaylor/status/960973641143013376		#bitcoin	
	Being a scientist by heart, this is exciting! https:// twitter.com/elonmusk/statu s/960905835118505984 …	julianhosp	127	7	1517935328	960916530329341953	https://twitter.com/julianhosp/status/960916530329341953			
	FAKE ACCOUNT - PLS BE CAREFUL: https:// twitter.com/tenxwalllet/st atus/960890518183055360 …	julianhosp	28	16	1517929970	960894056648888320	https://twitter.com/julianhosp/status/960894056648888320			
	Is ur #crypto #portfolio positive or negative? #poll	julianhosp	50	17	1517884299	960702499844866048	https://twitter.com/julianhosp/status/960702499844866048		#crypto #portfolio #poll	
	PAY :-)	julianhosp	9	0	1517879680	960683124022636544	https://twitter.com/julianhosp/status/960683124022636544			
	:)	julianhosp	0	0	1517874116	960659789381382144	https://twitter.com/julianhosp/status/960659789381382144			
	that's why I am not :) #BeDifferent	julianhosp	7	0	1517874096	960659705084370944	https://twitter.com/julianhosp/status/960659705084370944		#BeDifferent	
	"Whisper in your CEO's ear ... ""In 2018, we must encrypt by default"" ... if they disagree, ask them if they are taking their responsibilities seriously ... https://www. csoonline.com/article/325221 3/security/6-use-cases-for-blockchain-in-security.html …"	billatnapier	3	0	1517952793	960989784092049408	https://twitter.com/billatnapier/status/960989784092049408			
ethereum 	Hackers Breached BeeToken’s Email List And Stole $1M Worth Of Ethereum - Information - http:// klou.tt/17l5d36ho4527	billatnapier	1	1	1517939579	960934361737568256	https://twitter.com/billatnapier/status/960934361737568256			
	Man sues T-Mobile for allegedly failing to stop hackers from draining his cryptocurrency - http:// klou.tt/triq89kh9gul	billatnapier	0	0	1517939569	960934320092270592	https://twitter.com/billatnapier/status/960934320092270592			
	Data Security in a Multicloud World - http:// klou.tt/r41aec7yh91f	billatnapier	0	0	1517939549	960934235660943360	https://twitter.com/billatnapier/status/960934235660943360			
	All Ledger wallets have a bug that lets hackers steal your cryptocurrency - http:// klou.tt/tksswge4co36	billatnapier	2	0	1517939539	960934193768275968	https://twitter.com/billatnapier/status/960934193768275968			
	Google's Project Zero disclosed a major Grammarly security bug that exposed everything you write https://www. techspot.com/news/73138-goo gle-project-zero-disclosed-major-grammarly-security-bug.html …	billatnapier	1	2	1517938893	960931483308429313	https://twitter.com/billatnapier/status/960931483308429313			
	The latest The Cyber Security Daily! https:// paper.li/billatnapier/1 502887524?edition_id=b116fd50-0b3b-11e8-bc9f-0cc47a0d1605 … #infosec	billatnapier	1	0	1517935526	960917361758035969	https://twitter.com/billatnapier/status/960917361758035969		#infosec	
	How Fake News May Lead Us to a Cyberwar - http:// klou.tt/1sg9xmf4o8nn1	billatnapier	2	0	1517913901	960826657467609089	https://twitter.com/billatnapier/status/960826657467609089			
	Mac crypto miner distributed via MacUpdate, other software download sites - Help Net - http:// klou.tt/tcdbl2iltcov	billatnapier	2	0	1517909401	960807785444159494	https://twitter.com/billatnapier/status/960807785444159494			
	of Ethics, Law and Responsible Disclosure... https://www. linkedin.com/pulse/ethics-l aw-responsible-disclosure-nurudeen-odeshina-cisa-cism/ …	billatnapier	0	0	1517903446	960782809232302080	https://twitter.com/billatnapier/status/960782809232302080			
	Grammarly's flawed Chrome extension exposed users' private documents http://www. zdnet.com/article/gramma rly-flawed-chrome-extension-exposed-private-documents/ …	billatnapier	2	3	1517873089	960655482947035141	https://twitter.com/billatnapier/status/960655482947035141			
	Draw your Next App Idea with Ink to Code https:// blog.xamarin.com/draw-next-app- idea-ink-code/ …	billatnapier	0	0	1517872989	960655062786854912	https://twitter.com/billatnapier/status/960655062786854912			
	Cisco and Apple join alliance to promote cyber insurance http:// flip.it/F1JLdH	billatnapier	1	0	1517872976	960655008365649920	https://twitter.com/billatnapier/status/960655008365649920			
	Which method is working harder than anything on our privacy? Curve25519 https:// youtu.be/q-mrsxCri7I via @YouTube	billatnapier	0	0	1517872418	960652665440145409	https://twitter.com/billatnapier/status/960652665440145409			@YouTube
	Introduction to Cryptography: Part 4 (Public Key, PKI and Identity) https:// youtu.be/KmQQOtZw2GQ via @YouTube	billatnapier	2	3	1517872164	960651600648957954	https://twitter.com/billatnapier/status/960651600648957954			@YouTube
	Hey Chris. All good. You?	mikejcasey	0	0	1517890025	960726516631040000	https://twitter.com/mikejcasey/status/960726516631040000			
	Desde luego!	AntonioSelas	2	0	1517941254	960941384554483712	https://twitter.com/AntonioSelas/status/960941384554483712			
bitcoin 	No creo que se pueda generalizar. En el caso de #Bitcoin influyen muchos factores. En mi opinión está afectando sobre todo el uso de los futuros y la volatilidad. Aunque seguro que me equivoco	AntonioSelas	2	2	1517941204	960941176051380225	https://twitter.com/AntonioSelas/status/960941176051380225		#Bitcoin	
	Good read #Cryptocurrencies are far from unregulated, by @valkenburgh , via @AmerBanker https://www. americanbanker.com/opinion/crypto currencies-are-far-from-unregulated … #crypto #ICO #token cc @ipfconline1 @JimMarous @leimer @andi_staub @SpirosMargaris @sbmeunier @nigelwalsh @neirajones @thomaspower @peter @ndwr @mallys_ @seandotau pic.twitter.com/XI0v4ZsoJ6	AntonioSelas	52	49	1517897067	960756050667409411	https://twitter.com/AntonioSelas/status/960756050667409411		#Cryptocurrencies #crypto #ICO #token	@valkenburgh @AmerBanker @ipfconline1 @JimMarous @leimer @andi_staub @SpirosMargaris @sbmeunier @nigelwalsh @neirajones @thomaspower @peter @ndwr @mallys_ @seandotau
	Testimony on “Virtual Currencies: The Oversight Role of the SEC & the CFTC”, by Jay Clayton, Chairman, SEC https://www. banking.senate.gov/public/_cache/ files/a5e72ac6-4f8a-473f-9c9c-e2894573d57d/BF62433A09A9B95A269A29E1FF13D2BA.clayton-testimony-2-6-18.pdf … #crypto #cryptocurrency #ICO #token cc @JimMarous @leimer @andi_staub @jblefevre60 @SpirosMargaris @TeamBlockchain @9Spokes @seandotau @seandotau pic.twitter.com/GtRd012aEw	AntonioSelas	24	23	1517872822	960654361444659200	https://twitter.com/AntonioSelas/status/960654361444659200		#crypto #cryptocurrency #ICO #token	@JimMarous @leimer @andi_staub @jblefevre60 @SpirosMargaris @TeamBlockchain @9Spokes @seandotau @seandotau
	熱海におでかけになることがあったらMOA美術館にぜひ。贅沢な空間ですよ。	mochi_wsj	0	0	1517928418	960887548833746944	https://twitter.com/mochi_wsj/status/960887548833746944			
	ゲーム内アイテムが貰えると聞いて。Twitterのプロフィール画像を自キャラのスクショにしようか迷っていますｗ　スクエニ著作権的には問題ないみたいですね。	mochi_wsj	0	0	1517928350	960887264279633922	https://twitter.com/mochi_wsj/status/960887264279633922			
	行く。 pic.twitter.com/KfaziRZI5o	mochi_wsj	7	4	1517927950	960885586352529408	https://twitter.com/mochi_wsj/status/960885586352529408			
	昼過ぎに一社に書かせた後19時にメールで他社を縛る。相変わらず古いやり方だな、と思いつつ、まあ、ご自由に。	mochi_wsj	9	2	1517921731	960859500784701441	https://twitter.com/mochi_wsj/status/960859500784701441			
	<大切なお知らせ> ドラゴンクエスト10、Ver.3に突入しました。スタンプは「みなし」せずしっかりとクリア。SwitchはすっかりDQ10専用機になっております。 pic.twitter.com/sUaukhrZ5v	mochi_wsj	87	31	1517913480	960824893460959232	https://twitter.com/mochi_wsj/status/960824893460959232			
	私が話したユーザーさんは空の境界きっかけの人が多かったですね。私はメルブラしか経験なかったりするのですが。	mochi_wsj	1	0	1517911881	960818186277941248	https://twitter.com/mochi_wsj/status/960818186277941248			
	(resending) Square Enix at earnings press conference 1: -No big title releases planned Jan-Mar, meaning DQ11 for west, Octopath would be in FY18 (from April) or after -Feel Japan-made RPG getting positive feedback these days for their design and stories	mochi_wsj	106	83	1517906344	960794964450922496	https://twitter.com/mochi_wsj/status/960794964450922496			
	sorry, i mean april or after. (fy18	mochi_wsj	2	0	1517906186	960794300119359489	https://twitter.com/mochi_wsj/status/960794300119359489			
	Square Enix at earnings press conference 2: -Revenue from outside Japan increasing, especially U.S. contributing a lot to firm. Would make more efforts in market -Love e-sports trend (in Japan), but no own titles suited for it; would examine market, customer needs before jump in	mochi_wsj	29	13	1517905607	960791872363900928	https://twitter.com/mochi_wsj/status/960791872363900928			
	"Sony's smartphone game ""sora to umi no aida"" is now available to download in Taiwan, Hong Kong and Macau, SIE says."	mochi_wsj	6	3	1517902418	960778494752866304	https://twitter.com/mochi_wsj/status/960778494752866304			
	スクエニ決算会見質疑応答概要5: A5: 日本のRPGはJRPGと揶揄されることが多かったが、近年はストーリーやデザインなどが評価され見直されてきている。FFなどの既存IPだけでなく、新規IPも、例えばNieR:Automataは海外の方が日本でよりも売れている。 （以上）	mochi_wsj	15	19	1517902152	960777382385733632	https://twitter.com/mochi_wsj/status/960777382385733632			
	スクエニ決算会見質疑応答概要4: Q4: 日本のゲームが世界で着目されることが増えた、という報道が見られるようになってきたが、ドラクエ11の海外展開も控え、肌感覚や所感は	mochi_wsj	7	10	1517902152	960777380431196161	https://twitter.com/mochi_wsj/status/960777380431196161			
	スクエニ決算会見質疑応答概要3: Q3: eスポーツへの取り組みは A3: 期待している。ただし、ふさわしいソフトが無いので今すぐにプロライセンスを発行して、というのはない。市場やニーズを見極める	mochi_wsj	3	5	1517902152	960777378652831744	https://twitter.com/mochi_wsj/status/960777378652831744			
	スクエニ決算会見質疑応答概要2: Q2: 今日の株安が会社の業績に与える影響について A2: 一般的に言えば財布の紐がしまると考えられるが不動産などに比べればゲーム業界の（消費性向は）あまり影響を受けない	mochi_wsj	4	5	1517902151	960777376287244288	https://twitter.com/mochi_wsj/status/960777376287244288			
	スクエニ決算会見質疑応答概要1: Q1: 今期（3月末まで）の業績予想が据え置きなのはなぜか A1: （理由の一つは）第四四半期（1-3月期）に大きな新作は予定していない為	mochi_wsj	6	9	1517902151	960777374299185152	https://twitter.com/mochi_wsj/status/960777374299185152			
	こんな日はカメラさんが沢山。 pic.twitter.com/zigPLYCGup	mochi_wsj	1	1	1517897810	960759169786638337	https://twitter.com/mochi_wsj/status/960759169786638337			
	ソニー、現ソニーグローバルマニュファクチャリング＆オペレーションズ株式会社代表取締役社長の岸田光哉氏を4月1日付けでソニーモバイルコミュニケーションズ株式会社代表取締役社長に。	mochi_wsj	8	11	1517889881	960725910801412096	https://twitter.com/mochi_wsj/status/960725910801412096			
	ああ、なるほど…。	mochi_wsj	1	1	1517888823	960721472606978048	https://twitter.com/mochi_wsj/status/960721472606978048			
	先日神戸のイベントに取材に行き来場した方にインタビューをしましたが、プレイ歴が長い人を見つけるのはけっこう大変でした。むしろ既にプレイヤーだった友人におすすめされて最近始めました、という人が多かったですね。初期stay nightからのプレイヤーを見つけたかったのですがついぞ叶わず。 https:// twitter.com/Mofu_Master/st atus/960719597237186560 …	mochi_wsj	12	38	1517888657	960720777430495233	https://twitter.com/mochi_wsj/status/960720777430495233			
	日本経済新聞、「日経ロゴ入りVRゴーグル」をアンケート回答者に先着順でプレゼント。発送は２週間程度を予定。 pic.twitter.com/INGKyXaXUy	mochi_wsj	3	1	1517888490	960720076956516353	https://twitter.com/mochi_wsj/status/960720076956516353			
	FGO PROJECT、3月17日にお台場で開催される「hokusai＆TOKYO　水辺を彩る江戸祭」のウォータープロジェクションマッピングと「Fate/Grand Order」のコラボレーション。詳細・追加情報はイベント公式サイトにて随時記載。ディライトワークス発表。 https:// hokusai-and-tokyo.com /	mochi_wsj	5	6	1517887462	960715764280918017	https://twitter.com/mochi_wsj/status/960715764280918017			
	Bandai Namco says it has started limited-time attractions that use Microsoft's HoloLens at Namja Town, its theme-park in Tokyo. The attractions includes life-size Pac-Man maze. https:// twitter.com/mochi_wsj/stat us/960698982157598720 …	mochi_wsj	18	6	1517883685	960699925213294592	https://twitter.com/mochi_wsj/status/960699925213294592			
	バンダイナムコ、ナンジャタウンにてMicrosoft HoloLensを使ったアトラクションを導入。「ナンジャタウン x MRプロジェクト」。第一弾として「リアル・パックマン・アトラクション」が今月28日まで、第二弾として「一網打尽！蚊取りパッチン大作戦」が2月10日から3月31日まで。画像は会社提供。 pic.twitter.com/lwa6Kz6p5A	mochi_wsj	49	56	1517883460	960698982157598720	https://twitter.com/mochi_wsj/status/960698982157598720			
	"""Fate/Grand Order”はあと数年は安泰、とアナリスト。プレイヤーに話を聞くと他のプレイヤーと競争するためでなく奈須きのこさんによるシナリオを読むために遊んでいる、という声が多く。アップアニーは「新規ユーザーを継続的に取り込み、定着させ、課金してもらうことに成功している」とコメント。 pic.twitter.com/ugMK1UeGG0"	mochi_wsj	276	534	1517877135	960672452345978880	https://twitter.com/mochi_wsj/status/960672452345978880			
	"Meet ""Fate/Grand Order,"" a super profitable game that analysts praise highly. It's available to play outside Japan, too. pic.twitter.com/JkhNlK4oOs"	mochi_wsj	17	16	1517876799	960671041356890112	https://twitter.com/mochi_wsj/status/960671041356890112			
	野村證券: 「モバイル機器向けアプリFate/Grand Orderの好調などは我々の予想に沿った展開だが、（ソニー全社に対する）業績へのインパクトが想定以上に大きかった。」 最近はどの民生アナリストさんのレポートを見ても必ず出てきます、FGO。	mochi_wsj	80	140	1517873421	960656875309096960	https://twitter.com/mochi_wsj/status/960656875309096960			
	ソニー、武田さんの目の黒いうちは引き締めてくれるだろうし、十時さんは社員いわく「本社で戦略を語れる数少ない人材の一人」だし、今のαカメラを産んだと言っていい勝本さんはR&D担当になったし、結構楽しみな布陣。吉田さんはどういうスピーチするのかなあ。	mochi_wsj	15	4	1517872781	960654191302606849	https://twitter.com/mochi_wsj/status/960654191302606849			
	Some great people earlier today in #telford for #pathway2grow #coffeeandnatter with Regional Director @FallonPryce and keynote by @thetimedoctoruk - congrats all team @Pathway2Grow pic.twitter.com/5Xu32wlbqL	SafarazAli	8	6	1517957214	961008328993312768	https://twitter.com/SafarazAli/status/961008328993312768		#telford #pathway2grow #coffeeandnatter	@FallonPryce @thetimedoctoruk @Pathway2Grow
	Thanks @savvy_schnell for your review https://www. amazon.co.uk/Canny-Bites-bu siness-leaders-entrepreneurs-ebook/dp/B077XHWZWN … #cannybites pic.twitter.com/dlqVsHQExc	SafarazAli	4	3	1517956602	961005760737103873	https://twitter.com/SafarazAli/status/961005760737103873		#cannybites	@savvy_schnell
	Does No always mean No? well,No #CannyBites @MichelleHogg17 @cheetham_marie @montanelizabeth @NicolaMulholla6 @lavishnails18 @TheCareTraining @ian_alston @scott_ellis1031 @Hira_Malik786 @eddie_pathway @abifawcettx @rhiannonsian15 @SaiqhaD @bradcedwards @choudhry_kasim @isamutlib pic.twitter.com/WOvwHJDCYB	SafarazAli	11	8	1517879009	960680310643052544	https://twitter.com/SafarazAli/status/960680310643052544		#CannyBites	@MichelleHogg17 @cheetham_marie @montanelizabeth @NicolaMulholla6 @lavishnails18 @TheCareTraining @ian_alston @scott_ellis1031 @Hira_Malik786 @eddie_pathway @abifawcettx @rhiannonsian15 @SaiqhaD @bradcedwards @choudhry_kasim @isamutlib
	@01Khattak @alyssagregory @smallbizbonfire , thanks for recent engagements in the last week, happy to have you in my community as my top recently engaged followers :) (via https:// commun.it/grow-your-foll owers?tc=s&aid=thankyou200 … )	SafarazAli	1	0	1517872215	960651816009682944	https://twitter.com/SafarazAli/status/960651816009682944			@01Khattak @alyssagregory @smallbizbonfire
bitcoin 	He's right about the threat part! https://www. coindesk.com/bis-chief-slam s-bitcoin-as-ponzi-scheme-and-threat-to-central-banks/ …	jonmatonis	25	7	1517943983	960952834140360704	https://twitter.com/jonmatonis/status/960952834140360704			
	Headlines From The Future Dept. https://www. coindesk.com/taiwan-officia l-government-should-prepare-for-crypto-collapse/ … (come a long way from being just a blip on the radar)	jgarzik	3	1	1517955581	961001476121382915	https://twitter.com/jgarzik/status/961001476121382915			
	Without a doubt!	bitentrepreneur	0	0	1517950931	960981973492695046	https://twitter.com/bitentrepreneur/status/960981973492695046			
	Exciting stuff	bitentrepreneur	0	0	1517950919	960981924390064128	https://twitter.com/bitentrepreneur/status/960981924390064128			
	Wow! Awesome man. #SpaceX	bitentrepreneur	7	2	1517950479	960980077432451072	https://twitter.com/bitentrepreneur/status/960980077432451072		#SpaceX	
	Watching Space X launches with the http:// BTC.com team.... priceless.	bitentrepreneur	7	1	1517950331	960979458667810817	https://twitter.com/bitentrepreneur/status/960979458667810817			
	Petit bourgeoisie ;)	bitentrepreneur	1	0	1517950258	960979152177332231	https://twitter.com/bitentrepreneur/status/960979152177332231			
	Haha I'm quite proficient actually... ;)	bitentrepreneur	1	0	1517948254	960970746225987589	https://twitter.com/bitentrepreneur/status/960970746225987589			
	Good, I'm just waiting to skate on the grachten	bitentrepreneur	2	0	1517947372	960967044979150849	https://twitter.com/bitentrepreneur/status/960967044979150849			
	too cold here in Amsterdam	bitentrepreneur	3	0	1517938874	960931402232598528	https://twitter.com/bitentrepreneur/status/960931402232598528			
		bitentrepreneur	1	0	1517912800	960822039648096256	https://twitter.com/bitentrepreneur/status/960822039648096256			
	1̧̖̖̰̲̞̳̭͎̞͍͇͖̘̞͌̇̈̈̂ͤ̉̾ͮͫ̈̈́̽ͣ̀̅͐͜3͔̦̥̠̂ͦ̊̌ͬ͐̓̅̋ͨ̅ͭ̔͊́͠3̵̵̷̸̯̪̺͔̱͓̺͍̳͉̟͍̙̪͇͙̪͔̈͐̏̌ͭ̑̒͠7̴̱͕̳̖̮͈̥̭ͭͬ̽̋̄̈́̆̿̕ͅ https:// twitter.com/thegrugq/statu s/960819441729650689 …	bitentrepreneur	1	0	1517912524	960820882993307650	https://twitter.com/bitentrepreneur/status/960820882993307650			
	reported	bitentrepreneur	2	0	1517912433	960820503597473792	https://twitter.com/bitentrepreneur/status/960820503597473792			
bitcoin 	How to buy #BitcoinCash in the http:// BTC.com wallet https://www. yours.org/content/how-to -buy-bitcoin-cash-in-the-btccom-wallet-435717004847 …	bitentrepreneur	1	1	1517909278	960807268416737280	https://twitter.com/bitentrepreneur/status/960807268416737280		#BitcoinCash	
	TREND ALERT®: Considering market fundamentals, we forecast the Trump Rally is at, or near, its peak. And, with markets way over leveraged, the threats of a meltdown exist. https:// trendsresearch.com/trend-alerts/	geraldcelente	20	12	1517955260	961000130689236992	https://twitter.com/geraldcelente/status/961000130689236992			
	"TOP TRENDS #9 - ""Organic Growth Cities,"" a Top Trend for 2018, celebrates the rebirth of down and out towns struggling through hard economic times. In nations … https:// trendsresearch.com/stories/9-orga nic-growth-cities,5527 …"	geraldcelente	5	6	1517954460	960996774612733956	https://twitter.com/geraldcelente/status/960996774612733956		#9	
	TREND ALERT®:  The Trends Journal was first to forecast the Trump rally and first to predict a 10-percent market correction. What’s next? What will crash the market? “It’s interest rates, stupid.” #trump #dow #markets https:// trendsresearch.com/trend-alerts/	geraldcelente	14	9	1517948885	960973394048159745	https://twitter.com/geraldcelente/status/960973394048159745		#trump #dow #markets	
	TREND ALERT®:  Celente Was First to call Trump Rally, First to call Correction. What’s next? #trump #dow #markets https:// trendsresearch.com/trend-alerts/	geraldcelente	10	7	1517945643	960959796122923008	https://twitter.com/geraldcelente/status/960959796122923008		#trump #dow #markets	
	THIS WEEK IN MONEY: Rates, Debt, Markets US Dollar, and Trends 2018 https://www. youtube.com/watch?v=oyXj6p 0_vtk&t=22s …	geraldcelente	4	7	1517936470	960921320371441665	https://twitter.com/geraldcelente/status/960921320371441665			
	TRENDS IN THE NEWS: Trump's State of the Union address reeks of jingoism. Guantanamo Bay to remain open. https://www. youtube.com/watch?v=RbCBZT w2VNc&t=19s …	geraldcelente	5	2	1517925667	960876010693709824	https://twitter.com/geraldcelente/status/960876010693709824			
	Today's Trends in the News: Market Correction as Predicted. Will it Crash? The Dow takes a hit, dropping as many as 1,597 points in a major correction. No surprise to our subscribers of course, as Celente has called this one time and time again.	geraldcelente	57	23	1517884311	960702551657189378	https://twitter.com/geraldcelente/status/960702551657189378			
	Good point, thank you	wences	0	2	1517957719	961010443450974208	https://twitter.com/wences/status/961010443450974208			
	This is so cool!	CamiRusso	3	1	1517920621	960854846084546560	https://twitter.com/CamiRusso/status/960854846084546560			
	I guess they're targeting people they think would normally go nowhere near this kind of advice by choice? Is interesting to see if it will work...	charliehalkett	2	0	1517937967	960927600045674497	https://twitter.com/charliehalkett/status/960927600045674497			
	Please share this link from my wonderful friend Lucy! She's an ironman champion and cancer doctor, so this is promising to be a powerful study. https:// twitter.com/lucygoss/statu s/959703925913018368 …	charliehalkett	7	2	1517937181	960924301011636225	https://twitter.com/charliehalkett/status/960924301011636225			
	LUCY Vs SNOW!!!!! S'now chance, weather	charliehalkett	1	0	1517937082	960923887625293824	https://twitter.com/charliehalkett/status/960923887625293824			
