currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
bitcoin 	This is the legacy of Mark Zuckerberg who got away with stealing the FB’s code he was paid to develop. Now every developer feels entitled to do same. # Bitcoin’s development is, according to some, slow. But the risk of developer-ransom is virtually zero.https://www.coindesk.com/zcash-pays-off-angry-developer-avoid-blockchain-split/ …	maxkeiser	134	56	1529657361	1010082301580054528	https://twitter.com/maxkeiser/status/1010082301580054528		#		0.14	-0.1381	0
	Buyer of crypto, not any specific coins. Of course, I personally won't invest in LTC.	SatoshiLite	20	3	1529681583	1010183896074338304	https://twitter.com/SatoshiLite/status/1010183896074338304				-0.13	0.0	0
	Don't forget the part where I announced when I sold so people can take that as a signal if they want. Could have just sold quietly. Damned if I do, damned if I don't in crypto.	SatoshiLite	13	1	1529659627	1010091805281406976	https://twitter.com/SatoshiLite/status/1010091805281406976				0.11	-0.1316	0
	BACK TO REAL WORK: . Today I am announcing my ultra secure wallet, built by Bitfi. It will forever change the landscape of crypto storage. Would have told you earlier, but, if you read my prior tweets, I was unconscious. Anyway, you must check it out.https://goo.gl/1juHU2	officialmcafee	1341	358	1529696660	1010247132396294146	https://twitter.com/officialmcafee/status/1010247132396294146				0.07	0.068	0
bitcoin 	A typical example of the nuanced arguments made against Bitcoin Cash:pic.twitter.com/ksehzhDQ2g	rogerkver	668	120	1529684097	1010194440537833472	https://twitter.com/rogerkver/status/1010194440537833472				0.00	-0.4019	0
	After just five years, the Crypto Financial System offers fundraising, trading, lending, derivatives, payments, contracts & insurance. Its solutions are trustless, global, extensible, and 24/7. This is the power of being able to program money without permission.	naval	3962	1270	1529658880	1010088671456911362	https://twitter.com/naval/status/1010088671456911362				0.05	-0.1273	0
	... and we’re back live from the crypto markets.pic.twitter.com/t9VfvLIUVb	ummjackson	365	66	1529701901	1010269113619369984	https://twitter.com/ummjackson/status/1010269113619369984				0.11	0.0	0
bitcoin 	If you'd like to report the tweet/account as I already have, here is the tweet: https://twitter.com/ECUBITCOIN/status/1010199534469775361 …	ummjackson	9	1	1529686644	1010205122918412288	https://twitter.com/ummjackson/status/1010205122918412288				0.31	0.3612	0
bitcoin 	Where can I find a list of Bitcoin Core maintainers with details of who can push/merge/manage the GitHub repository? I'm seeing 27 people in the Bitcoin organization but am not sure that's correct?https://github.com/orgs/bitcoin/people …	ummjackson	22	5	1529681533	1010183684358488065	https://twitter.com/ummjackson/status/1010183684358488065				0.21	-0.1164	0
	Crypto markets today.pic.twitter.com/PnocelzUHR	ummjackson	38	6	1529676880	1010164167968342019	https://twitter.com/ummjackson/status/1010164167968342019				0.00	0.0	0
	FYI I'll be doing my # Crypto Weekly stream this weekend live from @ DogeconVan - should be fun!	ummjackson	48	12	1529643839	1010025586046074880	https://twitter.com/ummjackson/status/1010025586046074880		#	@	0.21	0.729	0
bitcoin ethereum 	List of coins supported natively on KeepKey hardware wallet https://www.keepkey.com/cryptocurrencies/ … # bitcoin # ethereum # tokens # blockchain # security	ErikVoorhees	37	10	1529696724	1010247400718385152	https://twitter.com/ErikVoorhees/status/1010247400718385152		# # # # #		0.30	0.5719	0
	Congratulations! I know @ nic__carter as one the smartest investment minds in this space, I'm sure his team will go far.https://www.axios.com/fidelity-crypto-vets-form-venture-capital-firm-1529683030-63b507fd-9cd1-495c-80f4-ed43c8ab2473.html?utm_source=twitter&utm_medium=twsocialshare&utm_campaign=organic …	TuurDemeester	132	19	1529700006	1010261164645912577	https://twitter.com/TuurDemeester/status/1010261164645912577			@	0.38	0.4597	0
	I worked out that in the last 182 days I have spent 518 hours either in an airport or on a plane. That’s the price of running a weekly global Crypto show!	cryptomanran	160	11	1529702255	1010270600621944833	https://twitter.com/cryptomanran/status/1010270600621944833				0.09	-0.2997	0
	Doing it in true @ MatthewRoszak style! Taking over Time Square with Crypto!pic.twitter.com/NhGS2wegC9	cryptomanran	39	5	1529700064	1010261410981478401	https://twitter.com/cryptomanran/status/1010261410981478401			@	-0.08	0.2377	0
bitcoin 	See the hottest # ICO's, learn how to invest in # cryptocurrency at Digital Currency Con! Text 71441 For FREE Tickets Just got word gotta another $100 million # crypto fund coming! Info: http://DigitalCurrencyCon.com  Park City Marriott 1895 Sidewinder Drive Park City, Utah 84060 # Bitcoinpic.twitter.com/I7diveC9BK	NetworksManager	30	21	1529626340	1009952188955811840	https://twitter.com/NetworksManager/status/1009952188955811840		# # # #		0.24	0.2171	0
bitcoin 	"""Mt. Gox's bitcoin holdings will not need to be sold, as has been happening, but can instead be distributed on a pro-rata basis.""https://twitter.com/coindesk/status/1010158687485349888 …"	barrysilbert	327	143	1529675671	1010159098833367040	https://twitter.com/barrysilbert/status/1010159098833367040				0.04	0.0	0
bitcoin 	What if you had bitcoin in MtGox? Price is 15x higher now, so even with 80% coin loss should get 3.75x fiat value or $1688/BTC.	adam3us	2	0	1529679206	1010173924557053952	https://twitter.com/adam3us/status/1010173924557053952				0.12	0.0129	0
bitcoin 	"""Perhaps one day employees will be paid in bitcoin"" some already are!"	adam3us	38	5	1529651393	1010057269554266112	https://twitter.com/adam3us/status/1010057269554266112				0.42	0.0	0
