currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
	I tipped crypto folks before 21e800 appeared. Hashrate drives price and hashrate, according to some, has its own intelligence. The singularity has arrived. AI is now.	maxkeiser	248	72	1529562820	1009685768107954178	https://twitter.com/maxkeiser/status/1009685768107954178				0.38	0.1192	0
bitcoin 	Important to read if you’re practical about the evolution and adoption of technology. If you’re a religious crypto or Bitcoin zealot, please ignore as your cognitive biases will render it a waste of your time...https://twitter.com/ev/status/1009911953786097664 …	VinnyLingham	82	24	1529616972	1009912898573877248	https://twitter.com/VinnyLingham/status/1009912898573877248				-0.11	-0.2536	0
bitcoin litecoin 	Litecoin is just a Bitcoin testnet	VinnyLingham	12	1	1529555365	1009654496648093697	https://twitter.com/VinnyLingham/status/1009654496648093697				0.50	0.0	0
bitcoin 	I have a hard time telling the difference between a Bitcoin Maximalist and a religious zealot...	VinnyLingham	3	0	1529546100	1009615637528788992	https://twitter.com/VinnyLingham/status/1009615637528788992				0.00	-0.1027	0
litecoin 	Not sure how anyone can know. Is it possible? Sure. Current trajectory of BTC price growth gets us there, but who knows. As for LTC, it won't be 1/4 of BTC value unless Litecoin becomes the number 1 coin. That's not likely. 1/20 is a more reasonable target.	SatoshiLite	45	8	1529595799	1009824091740594176	https://twitter.com/SatoshiLite/status/1009824091740594176				0.23	0.0973	0
bitcoin 	Read Mastering Bitcoin by @ aantonop	SatoshiLite	10	2	1529592668	1009810958946975744	https://twitter.com/SatoshiLite/status/1009810958946975744			@	0.17	0.0	0
bitcoin 	2010: for 10,000 BTC. 2022: 10,000 for 1 BTC. Sounds about right to me!https://www.thestreet.com/investing/bitcoin/billionaire-tim-draper-super-bullish-on-bitcoin-14603011 …	SatoshiLite	3595	1243	1529592492	1009810221374435333	https://twitter.com/SatoshiLite/status/1009810221374435333				0.07	0.0	0
bitcoin litecoin 	We've released 0.16 recently and working on 0.16.1. So following Bitcoin very closely. Definitely actively developing. I'm working more on adoption in merchants, exchanges, futures, partnerships, etc. And lots on marketing with # PayWithLitecoin. Also, Litecoin Summit this year.	SatoshiLite	102	32	1529590563	1009802129790255104	https://twitter.com/SatoshiLite/status/1009802129790255104		#		0.18	0.1021	0
bitcoin 	So? Calling a coin by the name of a client is wrong either way. But if one side wants to call Bitcoin, Bitcoin Core, the other side can call it Bcash. Fair game. No real harm in the grand scheme of things.	SatoshiLite	3	0	1529567553	1009705617672556546	https://twitter.com/SatoshiLite/status/1009705617672556546				0.05	-0.1121	0
litecoin 	Check out http://PayWithLitecoin.co	SatoshiLite	5	3	1529555803	1009656337121316864	https://twitter.com/SatoshiLite/status/1009656337121316864				-0.67	0.0	0
	Returns are definitely not limited in crypto trading.	SatoshiLite	8	2	1529532343	1009557935179984896	https://twitter.com/SatoshiLite/status/1009557935179984896				0.25	0.5213	0
bitcoin 	Bitcoin Q&A: What is difficulty targeting?https://youtu.be/h429LCTRmQw	aantonop	186	75	1529602522	1009852289098625024	https://twitter.com/aantonop/status/1009852289098625024				0.17	-0.34	0
	Because people in cryptocurrency never lie...	ummjackson	7	0	1529599396	1009839177167278080	https://twitter.com/ummjackson/status/1009839177167278080				0.33	0.0	0
bitcoin 	"I find it so hilarious that Bitcoiners scrutinize and shout Craig Wright out of the room but as soon as some random person says ""Satoshi is a time traveller, Bitcoin actually funded the creation of pyramids"" they perk up and think it's a legit possibility."	ummjackson	92	7	1529594979	1009820652692361216	https://twitter.com/ummjackson/status/1009820652692361216				0.11	0.5988	0
bitcoin 	Bitcoin charlatans getting people excited about an arbitrary string of characters appearing in a block hash need to find a better hobby.	ummjackson	173	27	1529594475	1009818536275992577	https://twitter.com/ummjackson/status/1009818536275992577				-0.09	0.34	0
	U.S. Secret Service: Action Needed To Address Anonymous Cryptocurrencies https://www.forbes.com/sites/astanley/2018/06/20/u-s-secret-service-action-needed-to-address-anonymous-cryptocurrencies/amp/?__twitter_impression=true …pic.twitter.com/eLND4tYwq8	TuurDemeester	44	23	1529610183	1009884422668156929	https://twitter.com/TuurDemeester/status/1009884422668156929				-0.10	0.0	0
bitcoin 	34/ TL;DR Governments use monetary intervention as a swiss army knife for society’s problems. This undermines the function of money and has unintended consequences. Politically neutral protocols like Bitcoin could be superior because they are reliable, robust, and modular.	TuurDemeester	50	15	1529596259	1009826019069620224	https://twitter.com/TuurDemeester/status/1009826019069620224				0.03	0.0236	0
bitcoin 	33/ And so I see Bitcoin as a small but performant monetary building block that can serve to diminish interpersonal conflict in society. Much technology and many institutions will need to be built around it, no doubt. But it’s an exhilarating start.	TuurDemeester	22	4	1529596259	1009826018117419009	https://twitter.com/TuurDemeester/status/1009826018117419009				0.17	-0.2668	0
bitcoin 	30/ Of course, Bitcoin in itself isn’t going to solve all the interpersonal problems that governments are trying to solve. But it holds the promise of doing one thing extremely well: be a reliable form of money.	TuurDemeester	24	5	1529596258	1009826014594322432	https://twitter.com/TuurDemeester/status/1009826014594322432				0.00	0.348	0
bitcoin 	29/ Bitcoin diminishes conflicts by means of technology, much like how car locks diminish car thefts. It’s a protocol that allows users to peacefully enforce their right to control their own financial future.	TuurDemeester	29	10	1529596257	1009826013428281346	https://twitter.com/TuurDemeester/status/1009826013428281346				0.09	0.2504	0
bitcoin 	28/ And so, paradoxically, by efficiently removing free access to a scarce monetary good, Bitcoin becomes a socially scalable technological enforcer of property rights.	TuurDemeester	25	3	1529596257	1009826011654098944	https://twitter.com/TuurDemeester/status/1009826011654098944				0.21	0.8467	0
bitcoin 	27/ This triple combo allows for bitcoin to be highly divisible, highly portable and scalable, highly durable (predictable supply curve), and therefore it holds the promise of a universally desirable store of value and medium of exchange.	TuurDemeester	22	4	1529596257	1009826010609672192	https://twitter.com/TuurDemeester/status/1009826010609672192				0.49	0.7184	0
bitcoin 	26/ On the contrary, Bitcoin is an incredibly powerful startup currency _because_ it fully enables plurality, scarcity, and diversity.	TuurDemeester	15	2	1529596257	1009826009728933888	https://twitter.com/TuurDemeester/status/1009826009728933888				-0.05	0.4754	0
bitcoin 	25/ But Bitcoin doesn’t touch at all on the three other categories of conflict-causes. Isn’t that a setback?	TuurDemeester	16	2	1529596084	1009825286568009734	https://twitter.com/TuurDemeester/status/1009825286568009734				0.00	0.0	0
bitcoin 	24/ This core ability to restrict free access is not dependent on the decision of a political committee, but rather innate, hardwired in the technology. To borrow from Nick Szabo, Bitcoin is a socially scalable, conflict preventing protocol.	TuurDemeester	31	3	1529596084	1009825285653651456	https://twitter.com/TuurDemeester/status/1009825285653651456				0.18	-0.045	0
bitcoin 	23/ However, there is one cause of conflict that Bitcoin does _not_ allow for: free access. Nobody can mint bitcoins in excess of the 21M supply, and with sufficient precautions taken, existing coins can be protected against access from anyone anywhere.	TuurDemeester	23	3	1529596084	1009825284558909442	https://twitter.com/TuurDemeester/status/1009825284558909442				0.20	0.4404	0
