currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
	> If you really care about privacy, you would pick a decentralized coin. Why? If I was using cryptocurrency for a high-privacy-demanding usecase, I'd go for what seems more likely to protect confidentiality and not give a crap about luxuries like decentralization.	VitalikButerin	374	45	1525787752	993851982296297478	https://twitter.com/VitalikButerin/status/993851982296297478				0.17	0.4342	0
bitcoin 	Oh I refuse to buy shitcoins too. Am I a bitcoin maximalist?	VitalikButerin	87	10	1525747014	993681117982150656	https://twitter.com/VitalikButerin/status/993681117982150656				-0.08	-0.148	0
bitcoin 	Because I view single-coin maximalism as an oligarchic rent-seeking ideology that seriously constrains the possibilities of cryptocurrency innovation and makes it dependent on a political process (Bitcoin governance) rather than market competition?	VitalikButerin	416	79	1525746687	993679744393732097	https://twitter.com/VitalikButerin/status/993679744393732097				0.12	0.2263	0
bitcoin 	From my epistemic point of view, it's actually in my interest to signal-amplify Kevin as much as possible, as he makes bitcoin maximalists look crazy. I love Kevin, I hope he keeps putting out great content forever.	VitalikButerin	144	10	1525745851	993676236323983360	https://twitter.com/VitalikButerin/status/993676236323983360				0.59	0.5287	0
bitcoin 	Looking for a big up move in # Bitcoin on heightened global conflict risk.pic.twitter.com/eAhkb2StaQ	maxkeiser	112	20	1525814663	993964857039958016	https://twitter.com/maxkeiser/status/993964857039958016		#		0.07	-0.3182	0
bitcoin 	Bitter nocoiners like Buffett and Munger are blind and can’t see the freight train about to run them over. Same for Trump. He has absolutely no idea how easy it would be for any country to bypass sanctions using # Bitcoin.pic.twitter.com/gTXzaBgEdN	maxkeiser	171	58	1525809638	993943778456145921	https://twitter.com/maxkeiser/status/993943778456145921		#		0.22	-0.1181	0
bitcoin 	None of the countries getting messed with with sanctions needs to start adding # Bitcoin to their reserves to crash the $ USD. Just announce you’re thinking about it. By the way, short $ USD/long BTC would add billions to any country’s reserves if done right.	maxkeiser	209	60	1525808968	993940968654163968	https://twitter.com/maxkeiser/status/993940968654163968		#		0.17	-0.2083	0
bitcoin 	Prediction: In response to US/Saudi/Israel axis several G20 countries will start adding # Bitcoin to strategic reserves. Sanctions by kleptocrats won’t work anymore. China, Iran, Russia, Germany, France, UK just want to trade and grow their economies. Bitcoin is the way forward.	maxkeiser	631	223	1525806952	993932514673811456	https://twitter.com/maxkeiser/status/993932514673811456		#		0.24	0.0193	0
bitcoin 	Dear Iran, # GotBitcoin?	maxkeiser	414	98	1525804052	993920351183794177	https://twitter.com/maxkeiser/status/993920351183794177		#		0.00	0.3818	0
	You should take a look at @ minds and get some crypto revenue for your content. The platform is excellent.	maxkeiser	15	1	1525800870	993907005399105536	https://twitter.com/maxkeiser/status/993907005399105536			@	0.75	0.2859	0
bitcoin 	Utter nonsense. Worst conspiracy theory tripe I’ve read on # Bitcoin in while.https://twitter.com/sputnikint/status/993886253471985664 …	maxkeiser	35	9	1525796312	993887888109654017	https://twitter.com/maxkeiser/status/993887888109654017		#		-0.46	-0.4065	0
bitcoin 	Crypto community tends to fall into two camps, # Bitcoin Maximalists and Ego Maximalists.pic.twitter.com/CjozPEyoOL	maxkeiser	88	13	1525790683	993864276497633281	https://twitter.com/maxkeiser/status/993864276497633281		#		-0.07	0.0	0
	https://medium.com/@Bitcom21/the-long-game-in-crypto-why-decentralization-matters-fd681ff5ed0 …	maxkeiser	22	4	1525790061	993861668722630657	https://twitter.com/maxkeiser/status/993861668722630657			@Bitcom21	0.00	0.0	0
bitcoin 	In defense of # Bitcoin maximalists.pic.twitter.com/Gf6pCoRTFn	maxkeiser	153	26	1525789885	993860929925341184	https://twitter.com/maxkeiser/status/993860929925341184		#		0.33	0.128	0
bitcoin 	# Bitcoin maximalists are needed to remind folks that maximum decentralization, ‘permissionless’ and censorship resistance are key to keeping the revolution alive. Keep in mind, every post-BTC coin is less-than. Competition is great, but the revolution can’t be stopped.	maxkeiser	80	11	1525789633	993859873107521536	https://twitter.com/maxkeiser/status/993859873107521536		#		0.59	0.1445	0
