currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent
ethereum 	"You should respond that to this guy who thinks ""No. Use a 2nd layer."" is the one true scalability solution: https://hackernoon.com/sharding-centralizes-ethereum-by-selling-you-scaling-in-disguised-as-scaling-out-266c136fc55d … I feel like that post is detailed and long enough to deserve a Vlad rebuttal :)"	VitalikButerin	25	9	1528450046	1005018455748120576	https://twitter.com/VitalikButerin/status/1005018455748120576				0.16	0.2875	0
bitcoin 	To be fair, *no* language is historically path independent. But I do think that what I call state channels are fundamentally similar in spirit to bitcoin payment channels, and what I call sidechains are not.	VitalikButerin	10	4	1528445656	1005000040031576065	https://twitter.com/VitalikButerin/status/1005000040031576065				0.14	0.2899	0
bitcoin 	When I started buying # Bitcoin at $3 in 2011, @ stacyherbert told me to wait. She was right. She started buying at $1. @ HeisenbergCap	maxkeiser	303	47	1528494907	1005206616566829057	https://twitter.com/maxkeiser/status/1005206616566829057		#	@ @	-0.19	0.0	0
bitcoin 	Argentina Peso crashes against # Bitcoin, again.	maxkeiser	126	37	1528471607	1005108887886946304	https://twitter.com/maxkeiser/status/1005108887886946304		#		0.29	0.0	0
litecoin 	"From wikipedia: To have ""skin in the game"" is to have incurred risk (monetary or otherwise) by being involved in achieving a goal. I have pride, reputation, and legacy on the line. Adding money does nothing for me. I want Litecoin to succeed more than anyone else in the world."	SatoshiLite	72	20	1528435453	1004957248399945728	https://twitter.com/SatoshiLite/status/1004957248399945728				0.02	0.1523	0
	From @ crypto_cabbiepic.twitter.com/UU3c5HcWMC	officialmcafee	126	36	1528477194	1005132321534676993	https://twitter.com/officialmcafee/status/1005132321534676993			@	0.33	0.0	0
	From @ cryptoninjuhpic.twitter.com/5T4qN1NJIU	officialmcafee	65	10	1528476385	1005128928661590016	https://twitter.com/officialmcafee/status/1005128928661590016			@	0.33	0.0	0
	From @ crypto_cabbiepic.twitter.com/cOkIYiCy7l	officialmcafee	68	30	1528476003	1005127326106038272	https://twitter.com/officialmcafee/status/1005127326106038272			@	0.33	0.0	0
	From @ CryptoNaupic.twitter.com/VYhBQ8ZnHY	officialmcafee	58	12	1528475835	1005126623027453954	https://twitter.com/officialmcafee/status/1005126623027453954			@	0.33	0.0	0
	From @ CryptoMctweetpic.twitter.com/aI3BsVXFWw	officialmcafee	44	11	1528475368	1005124663566061569	https://twitter.com/officialmcafee/status/1005124663566061569			@	0.33	0.0	0
	From @ hodl_cryptopic.twitter.com/M1D5QwWJIf	officialmcafee	215	48	1528474072	1005119226884042753	https://twitter.com/officialmcafee/status/1005119226884042753			@	0.33	0.0	0
	Running for president on the crypto platform.https://themarketmogul.com/crypto-briefing-7-june/ …	officialmcafee	271	59	1528464296	1005078223582126080	https://twitter.com/officialmcafee/status/1005078223582126080				0.00	0.0	0
bitcoin 	My challenge to the SEChttps://bitcoinexchangeguide.com/crypto-memer-potential-potus-john-mcafee-challenges-secs-jay-clayton-to-live-cnn-debate/ …	officialmcafee	439	123	1528464092	1005077365733625856	https://twitter.com/officialmcafee/status/1005077365733625856				0.20	0.0772	0
	From @ Cryptomistpic.twitter.com/nmQcDsLHF2	officialmcafee	118	16	1528460182	1005060969561812992	https://twitter.com/officialmcafee/status/1005060969561812992			@	0.33	0.0	0
	From @ OrigCryptoCoinpic.twitter.com/V7MI79QUTW	officialmcafee	160	66	1528411908	1004858490475687936	https://twitter.com/officialmcafee/status/1004858490475687936			@	0.33	0.0	0
bitcoin 	If you think that crypto currencies should actually be used as currencies, then join us at the # BitcoinCash meetup next week in Seoul! (Or start one yourself in your town!) 비트코인 캐시 밋업 with 로저 버 https://www.meetup.com/Seoul-Bitcoin-Cash-Meetup/events/251545005 …pic.twitter.com/1RaTby26U7	rogerkver	512	120	1528442548	1004987004298448898	https://twitter.com/rogerkver/status/1004987004298448898		#		0.08	0.1198	0
bitcoin 	A small and intransigent group of maximalists gives Bitcoin a significant advantage over other cryptocurrencies, ceteris paribus, per @ nntaleb ‘s “Minority Rule.”	naval	1079	196	1528491055	1005190458287378432	https://twitter.com/naval/status/1005190458287378432			@	0.13	0.4215	0
bitcoin 	Ha, I never said I aligned with R3. I align with the parts about Bitcoin being relatively centralized yet inefficient.	ummjackson	2	0	1528487213	1005174343322591232	https://twitter.com/ummjackson/status/1005174343322591232				0.00	0.17	0
	"Love # crypto? Love beverages? Come to Decentralized Friday Drinks today. Apparently it's ""Negroni Week"", so at the very least you'll get to watch me struggle to finish one.pic.twitter.com/Yv2oH1kDc8"	ummjackson	27	4	1528487132	1005174006083829761	https://twitter.com/ummjackson/status/1005174006083829761		#		0.69	0.2389	0
	Best free source of relatively clean # crypto market data? Or is it something you need to pay for?	ummjackson	18	3	1528427301	1004923053610921986	https://twitter.com/ummjackson/status/1004923053610921986		#		0.68	0.389	0
	What is Brockonomics? Oz Sultan talks about the Virtue Premium in Crypto https://youtu.be/WIzyzIWwMV0  via @ YouTube	brockpierce	13	1	1528474486	1005120963975962625	https://twitter.com/brockpierce/status/1005120963975962625			@	0.12	0.2107	0
	Honestly with your typing speed and mastery of crypto jargon I think you could have made ICOs $ hundreds of millions. Then of course you wouldn't have to mind incinerating your reputation and risking going to jail.	TuurDemeester	10	0	1528472661	1005113310537289729	https://twitter.com/TuurDemeester/status/1005113310537289729				0.19	0.0703	0
	@ sgtcrypto99 Done! Please send me your name and email address and I will send you a ticket	cryptomanran	0	0	1528485971	1005169133644845056	https://twitter.com/cryptomanran/status/1005169133644845056			@	0.11	0.1591	0
	Last call...https://twitter.com/cryptomanran/status/1002906381022846977 …	cryptomanran	16	3	1528466536	1005087618378403841	https://twitter.com/cryptomanran/status/1005087618378403841				-0.50	0.0	0
	If you are in NYC on the 14th of June, why not join me at http://tokenmatch.net  . It’s a forum where ICO’s get a platform to pitch investors. We will be covering the event on CRYPTOTRADER.	cryptomanran	57	12	1528463788	1005076093949399042	https://twitter.com/cryptomanran/status/1005076093949399042				0.17	-0.0745	0
	A CRYPTOTRADER EXCLUSIVE: Behind the scenes at NYC Blockchain week with @ EnigmaMPChttps://www.youtube.com/watch?v=6JsXpf4-_sg …	cryptomanran	92	19	1528409919	1004850148311293952	https://twitter.com/cryptomanran/status/1004850148311293952			@	-0.08	0.3034	0
ripple 	Chris Larsen, Arthur, and Jed had a founders agreement. That was used to govern the XRP, I believe. They each issued themselves a portion and then gifted the rest to OpenCoin (now Ripple). I don’t know why it was done that way.	haydentiff	1	0	1528488202	1005178490268930048	https://twitter.com/haydentiff/status/1005178490268930048				-0.24	0.1235	0
ripple 	I updated this to post it on the # XRPcommunityBlog, but I ran out of time! I will definitely move it over tonight! (It's for beginners.) $ XRP # xrpthestandardhttps://tiffanyhayden.blog/2018/06/06/what-is-ripple/ …	haydentiff	307	95	1528484985	1005164999571136514	https://twitter.com/haydentiff/status/1005164999571136514		# #		0.37	0.1143	0
bitcoin ripple 	Well, a lot of the infrastructure that Ripple/ILP are providing can be used for Bitcoin as well. XRP will have to compete with every other digital asset. I think that’s a good thing for both Bitcoin and XRP. I see them as complementary and not competitive.	haydentiff	11	3	1528456198	1005044259232407552	https://twitter.com/haydentiff/status/1005044259232407552				0.37	0.2907	0
bitcoin ripple 	How many does he/she/they own? Can you chart Coinbase’s Bitcoin & ETH holdings for me too please. Oh, that’s right. Only Ripple provides transparency about their holdings. Everyone else is assigned a fairytale.	haydentiff	52	6	1528455135	1005039797897965569	https://twitter.com/haydentiff/status/1005039797897965569				0.12	0.0636	0
ripple 	XRP has a different goal than other crypto. It’s always been this way. Personally, I don’t want to see it airdropped, where it will most likely only be used for speculation. I want to see XRP become a global settlement asset. Ripple has it on the right trajectory.	haydentiff	47	11	1528454226	1005035985946710017	https://twitter.com/haydentiff/status/1005035985946710017				0.08	0.0997	0
ripple 	Ripple is a private company. Find somebody who can help you figure out what you’re trying to ask.	haydentiff	27	3	1528453197	1005031670376955909	https://twitter.com/haydentiff/status/1005031670376955909				0.00	0.2009	0
ripple 	Ripple raised a seed round and then a Series A and then a Series B. Ripple didn’t ICO.	haydentiff	0	0	1528423067	1004905297004122113	https://twitter.com/haydentiff/status/1004905297004122113				-0.11	0.0	0
ripple 	Ripple doesn’t sell XRP to the general public.	haydentiff	0	0	1528422679	1004903669790396416	https://twitter.com/haydentiff/status/1004903669790396416				-0.38	0.0	0
ripple 	You purchased XRP from Ripple? I didn’t think so.	haydentiff	1	0	1528421450	1004898512176377856	https://twitter.com/haydentiff/status/1004898512176377856				0.11	0.0	0
bitcoin 	I can have my Bitcoin back if I create a verified Coinbase accoint.	haydentiff	0	0	1528415501	1004873563785039873	https://twitter.com/haydentiff/status/1004873563785039873				0.15	0.2732	0
	People who are happy for any little bread crumb are exactly why we have so many shitty services. Crypto users aren’t second-class citizens. Point to the part in their policy where it says funds will automatically be routed to Coinbase where it will then be held for ransom.	haydentiff	8	2	1528410048	1004850690949308416	https://twitter.com/haydentiff/status/1004850690949308416				0.33	-0.0153	0
bitcoin 	They made zero attempt to fill my order. They immediately sent my Bitcoin to Coinbase who said I can have it back once they perform KYC on the Bitcoin I already owned. Not happening.	haydentiff	5	0	1528409161	1004846971797065729	https://twitter.com/haydentiff/status/1004846971797065729				-0.06	0.0	0
bitcoin 	They made zero attempt to fill my order. They immediately sent my Bitcoin to Coinbase who told me if I want it back, I have to create a verified account with them. # extortion	haydentiff	12	0	1528409013	1004846349916033024	https://twitter.com/haydentiff/status/1004846349916033024		#		-0.12	0.1133	0
bitcoin 	I'll be in NewYork where institutional investors are anxious to get into # blockchain https://www.coinhash.co/warren-whitlock-talks-blockchain-at-bci-summit-in-new-york-city … # bitcoin # cryptocurrency # finance	WarrenWhitlock	2	1	1528462080	1005068930401099776	https://twitter.com/WarrenWhitlock/status/1005068930401099776		# # # #		0.24	-0.25	0
	Hey @ manjusrii @ DCannonMusic @ OrigCryptoCoin, I appreciate your engagement here. Have a great Thursday :)pic.twitter.com/v71L10pfEa	WarrenWhitlock	1	1	1528424421	1004910976301457408	https://twitter.com/WarrenWhitlock/status/1004910976301457408			@ @ @	0.71	0.6579	0
bitcoin 	"Only if you use the word ""use"" to mean ""paying for stuff"". Most people ""use"" bitcoin as a store of value, not medium of exchange. Businesses use in the first sense, most holders use in the second sense. You're not allowed to co-opt the word ""use"" like that."	jimmysong	17	1	1528465768	1005084398826508288	https://twitter.com/jimmysong/status/1005084398826508288				0.23	0.1753	0
bitcoin 	I liked a @ YouTube video http://youtu.be/U5JnpsDzw2k?a  Dollar Vigilante feat. Freenauts - BITCOIN ALL THE WAY UP	DollarVigilante	6	1	1528439026	1004972234014908418	https://twitter.com/DollarVigilante/status/1004972234014908418			@	0.53	0.2107	0
