currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent	cnn_pos_neg
bitcoin 	Not that I know of. Seems like Qbit is made by @ NicolasDorier and he's keen on porting NBitcoin. How about it?	SatoshiLite	0	0	1487146439	831778568292204547	https://twitter.com/SatoshiLite/status/831778568292204547			@	0.05	0.2041	0.9865504016607451	1.0
bitcoin 	http://bitcoinist.com/bitcoin-annual-returns-beat-google/ …	officialmcafee	35	17	1487120915	831671515129065474	https://twitter.com/officialmcafee/status/831671515129065474				0.00	0.0	0.9865504016607451	1.0
bitcoin 	More people use Bitcoin than ever before, but fewer use it than would have, had the network not become congested.http://moneyandstate.com/the-parable-of-alpha-a-lesson-in-network-effect-game-theory/ …	rogerkver	84	37	1487185883	831944008695951360	https://twitter.com/rogerkver/status/831944008695951360				-0.05	0.0	0.9865504016607451	1.0
bitcoin 	Our wonderful # valentines Day dinner: Eight guys, and all Bitcoin.pic.twitter.com/UmRN5nfHvU	rogerkver	90	17	1487138919	831747029151920129	https://twitter.com/rogerkver/status/831747029151920129		#		0.82	0.5719	0.9865504016607451	1.0
bitcoin ethereum 	What I hear most often is they fork Ethereum to run it as a private ledger. So they don't understand Ethereum OR Bitcoin.	aantonop	10	5	1487122806	831679446419529729	https://twitter.com/aantonop/status/831679446419529729				0.22	0.0	0.9865504016607451	1.0
bitcoin 	Venezuela's Peer-to-Peer Bitcoin Trade Volume Surges.http://reason.com/blog/2017/02/14/venezuela-localbitcoins-exchange …	ErikVoorhees	22	19	1487196155	831987093391945728	https://twitter.com/ErikVoorhees/status/831987093391945728				0.33	0.0	0.9865504016607451	1.0
bitcoin 	Paul Sztorc ( @ truthcoin) criticizes Liquid sidechains, discusses Bitcoin dev culture & scaling prospects. 4min read: https://news.bitcoin.com/software-developer-paul-sztorc-discusses-bitcoin-sidechains/ …pic.twitter.com/0ZI34H3YpF	TuurDemeester	16	7	1487174359	831895675621224450	https://twitter.com/TuurDemeester/status/831895675621224450			@	0.28	-0.0258	0.9865504016607451	1.0
bitcoin 	# bitcoins you can grab http://www.euromoney.com/Article/3660521/Bitcoins-you-can-grab.html … @ leashless @ BitcoinByte @ BitPesa @GeorgiBitcoing @ coindesk @ Cointelegraph	mrmainelli	2	1	1487193371	831975418433527823	https://twitter.com/mrmainelli/status/831975418433527823		#	@ @ @ @GeorgiBitcoing @ @	0.41	0.0	0.9865504016607451	1.0
bitcoin 	Base money is the total money supply for Bitcoin. Can I get a ruling on this @ tomseankelleher? @ JoelKatz? @ InkAndEcon @ robertjfarkas	haydentiff	2	1	1487118579	831661716907896833	https://twitter.com/haydentiff/status/831661716907896833			@ @ @ @	-0.17	0.0	0.9865504016607451	1.0
bitcoin 	If there are, they are IOU's and NOT real Bitcoin. @ InkAndEcon	haydentiff	2	0	1487118355	831660779262861313	https://twitter.com/haydentiff/status/831660779262861313			@	0.17	0.0	0.9865504016607451	1.0
