currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent	cnn_pos_neg
bitcoin 	Bitcoin Surges To Fresh 2016 Highs On Sudden Burst Of Buyinghttp://www.zerohedge.com/news/2016-04-24/bitcoin-snaps-surges-fresh-2016-highs-burst-buying …	maxkeiser	31	32	1461528856	724330639101669376	https://twitter.com/maxkeiser/status/724330639101669376				-0.27	0.3182	0.9941207910208445	1.0
bitcoin 	Great investigative journalism about the truth behind bitcoin mining in China:https://youtu.be/30rvfroRHTY	aantonop	109	65	1461515695	724275438097432576	https://twitter.com/aantonop/status/724275438097432576				0.82	0.7506	0.9941207910208445	1.0
bitcoin 	@ via_koqoo @ McKinsey @ koqoo Amazing how one can write an entire article on digital threats to banking without the word bitcoin in it.	aantonop	2	2	1461513302	724265401216065537	https://twitter.com/aantonop/status/724265401216065537			@ @ @	0.36	0.25	0.9941207910208445	1.0
bitcoin 	@ doctorow The have a great hackerspace, culture-jamming, coworking, 3D printing, bitcoin fueled community of hacker/makers: Parallelni Polis	aantonop	8	5	1461463714	724057412576116736	https://twitter.com/aantonop/status/724057412576116736			@	0.56	0.6249	0.9941207910208445	1.0
bitcoin 	@ andrewhaas @ lopp Both LN and Segwit are incredible innovations that will help bitcoin reach a new level of functionality and scale	aantonop	2	0	1461461158	724046694149677057	https://twitter.com/aantonop/status/724046694149677057			@ @	0.22	0.4215	0.9941207910208445	1.0
bitcoin 	Why US FinTech is a Joke http://bit.ly/1WPwgUv  via @ CoinDesk # Bitcoin	ErikVoorhees	18	16	1461534493	724354281810186241	https://twitter.com/ErikVoorhees/status/724354281810186241		#	@	0.33	0.296	0.9941207910208445	1.0
bitcoin 	Bitcoin breakout continues. $454 now, on the way to $460 / ¥3,000 resistance.pic.twitter.com/cZjYnS4NwR	TuurDemeester	22	18	1461459036	724037791332466688	https://twitter.com/TuurDemeester/status/724037791332466688				0.08	0.0	0.9941207910208445	1.0
bitcoin 	Bitcoin - India's currency for drug trafficking, arms and prostitution http://dailym.ai/1Vo9dkn  via @ MailOnline	mrmainelli	0	0	1461518267	724286224236707840	https://twitter.com/mrmainelli/status/724286224236707840			@	0.07	0.0	0.9941207910208445	1.0
bitcoin 	Oliver, did you send my son like $80 in Bitcoin? @ official_coder	haydentiff	6	3	1461531893	724343378557571073	https://twitter.com/haydentiff/status/724343378557571073			@	0.08	0.1806	0.9941207910208445	1.0
bitcoin 	It will (mostly) be used to validate transactions and blocks. https://bitcoin.org/en/full-node @ m1kej0hnson @ MikeCautillo @ JeffWood4Office	haydentiff	3	5	1461461809	724049425249775616	https://twitter.com/haydentiff/status/724049425249775616			@ @ @	0.35	0.0766	0.9941207910208445	1.0
