currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent	cnn_pos_neg
bitcoin 	Bitcoin Q&A: The dangers of hard forks in protocol evolutionhttps://youtu.be/vxEHRvhJKvA	aantonop	63	44	1480013439	801860598849998848	https://twitter.com/aantonop/status/801860598849998848				-0.10	-0.5574	0.9909411654977038	-1.0
bitcoin ethereum 	"Congrats to our partner @ PurseIO! ""Purse App is Now Available on iOS"" https://blog.purse.io/purse-app-now-available-ios/ … # bitcoin # ethereum # blockchain @ ShapeShift_io"	ErikVoorhees	32	21	1479942326	801562331662733327	https://twitter.com/ErikVoorhees/status/801562331662733327		# # #	@ @	0.36	0.2853	0.9966255816344033	1.0
bitcoin 	1 year anniversary of our report! The rally in Bitcoin did happen, we're up 127%https://twitter.com/TuurDemeester/status/669190739029532672 …	TuurDemeester	41	10	1480021165	801893002977296384	https://twitter.com/TuurDemeester/status/801893002977296384				-0.13	0.0	0.9909411654977038	-1.0
bitcoin 	In this phase it's very hard making profits denominated in Bitcoin. I don't know if it's worth the custodial risk right now.	TuurDemeester	6	4	1480016650	801874067406127104	https://twitter.com/TuurDemeester/status/801874067406127104				0.00	0.1517	0.9909411654977038	-1.0
bitcoin ethereum 	"3/ From my article ""Why I'm short Ethereum"", with warnings from Satoshi & Peter Todd: https://medium.com/@tuurdemeester/why-im-short-ethereum-and-long-bitcoin-aee5b1c198fd …pic.twitter.com/C1eNeTZJ2G"	TuurDemeester	24	12	1480008018	801837860785717248	https://twitter.com/TuurDemeester/status/801837860785717248			@tuurdemeester	0.06	-0.296	0.9909411654977038	-1.0
bitcoin ethereum 	1/ Despite pullback in Bitcoin, $ ETH/BTC is still breaking down, -5% for the day. This is looking bad for Ethereum.pic.twitter.com/a0K4BFVgjp	TuurDemeester	19	11	1480005945	801829168942039040	https://twitter.com/TuurDemeester/status/801829168942039040				0.14	-0.2712	0.9909411654977038	-1.0
bitcoin 	Just opened a new short position, plan to increase if Bitcoin moves up again.	TuurDemeester	6	1	1479970204	801679258833813504	https://twitter.com/TuurDemeester/status/801679258833813504				0.36	0.3182	0.9909411654977038	-1.0
bitcoin 	OMG. This brings tears to my eyes. @ BitcoinBelle @ victoriavaneyk @ leashless @ fox8news # NoDAPL	haydentiff	3	1	1480019458	801885845997359104	https://twitter.com/haydentiff/status/801885845997359104		#	@ @ @ @	0.35	-0.0754	0.9909411654977038	-1.0
bitcoin 	Thanks! @ FreeMarketKev @ BitcoinBelle @ MarkRuffalo @ SusanSarandon @ EcoloBlue	haydentiff	0	0	1479951462	801600648957542403	https://twitter.com/haydentiff/status/801600648957542403			@ @ @ @ @	0.45	0.2463	0.9909411654977038	-1.0
bitcoin 	really amazing how far bitcoin has come. To think, there was a time when the only thing to buy with bitcoin was socks and honey	barrysilbert	17	6	1479944029	801569471643217921	https://twitter.com/barrysilbert/status/801569471643217921				0.00	0.312	0.9966255816344033	1.0
bitcoin 	Join us and learn about # Bitcoin # Gold and Silver here--> https://dollarvigilante.com/2tt pic.twitter.com/agtBK4aSQ2	DollarVigilante	17	18	1480002534	801814861621628930	https://twitter.com/DollarVigilante/status/801814861621628930		# #		0.08	0.296	0.9909411654977038	-1.0
bitcoin 	Join us--> https://dollarvigilante.com/2tt # Blockchain # Bitcoin # Anarchismpic.twitter.com/E2CLPDqTJK	DollarVigilante	24	21	1479988290	801755115342430208	https://twitter.com/DollarVigilante/status/801755115342430208		# # #		0.33	0.296	0.9909411654977038	-1.0
bitcoin 	# Bitcoin and # blockchain seem more and more like solutions looking for a problem # fintech by @ joonian @ qz http://ow.ly/AyMr306uupY pic.twitter.com/LbzK2GrubS	sbmeunier	12	10	1479998787	801799143878520832	https://twitter.com/sbmeunier/status/801799143878520832		# # #	@ @	0.35	0.3259	0.9909411654977038	-1.0
bitcoin 	Bitcoin can move out of that niche to more societally useful ones, or other techniques will be necessary to bridge the gap.	el33th4xor	1	0	1479942130	801561509570760705	https://twitter.com/el33th4xor/status/801561509570760705				0.27	0.4902	0.9966255816344033	1.0
bitcoin 	European Commission's New Boost for # Bitcoin and # Blockchain Startups @ mrmainelli @ leashlesshttps://news.bitcoin.com/european-boost-blockchain-startups/ …	BitcoinByte	5	22	1479999073	801800342430253062	https://twitter.com/BitcoinByte/status/801800342430253062		# #	@ @	0.33	0.4019	0.9909411654977038	-1.0
bitcoin 	Easily and securely get bitcoin in India at http://Unocoin.com . # IndiaBitcoin	SunnyStartups	1	0	1480011191	801851172776804352	https://twitter.com/SunnyStartups/status/801851172776804352		#		0.18	0.2929	0.9909411654977038	-1.0
bitcoin 	Unocoin releases API for Bitcoin wallets - CIOL http://www.ciol.com/unocoin-releases-api-for-bitcoin-wallets/ …pic.twitter.com/e4mnRrJ0VV	SunnyStartups	2	0	1479994809	801782458068897793	https://twitter.com/SunnyStartups/status/801782458068897793				0.22	0.0	0.9909411654977038	-1.0
bitcoin 	Unocoin Releases API to Open Up India's Bitcoin Market to Global Firms | Finance Magnateshttp://www.financemagnates.com/cryptocurrency/exchange/unocoin-releases-api-to-open-up-indias-bitcoin-market-to-global-firms/ …	SunnyStartups	7	3	1479987720	801752727814569984	https://twitter.com/SunnyStartups/status/801752727814569984				0.20	0.0	0.9909411654977038	-1.0
bitcoin 	Start-up Unocoin releases API for bitcoin wallets:http://www.livemint.com/Companies/mTjKmfTIfUfbHyvdXVyf4J/Startup-Unocoin-releases-API-for-bitcoin-wallets.html …	SunnyStartups	1	1	1479973080	801691323845767168	https://twitter.com/SunnyStartups/status/801691323845767168				0.14	0.0	0.9909411654977038	-1.0
bitcoin 	Unocoin releases API to enable bitcoin wallet transactions in the country | The Tech Portal http://thetechportal.com/2016/11/08/unocoin-bitcoin-api-launched/ff …	SunnyStartups	1	0	1479970084	801678754917523456	https://twitter.com/SunnyStartups/status/801678754917523456				0.00	0.0	0.9909411654977038	-1.0
bitcoin 	Unocoin releases API for bitcoin wallets & merchant payments - ETtechhttp://tech.economictimes.indiatimes.com/news/startups/unocoin-releases-api-for-bitcoin-wallets-merchant-payments/55307242 …	SunnyStartups	3	1	1479961821	801644096590934016	https://twitter.com/SunnyStartups/status/801644096590934016				0.36	0.0	0.9909411654977038	-1.0
bitcoin 	Economic Times ( @ Unocoin): 'For these Indian Investors, all that Glitters in Bitcoin' # IndiaBitcoinpic.twitter.com/FFmQbwrO1p	SunnyStartups	2	1	1479942182	801561725405462528	https://twitter.com/SunnyStartups/status/801561725405462528		#	@	0.44	0.0	0.9966255816344033	1.0
bitcoin 	Thank you for sharing my @ TEDTalks at @ TEDxSFbay! # Blockchain, the # tech behind # Bitcoin, is eating Wall Street! http://bit.ly/2eMPs3S https://twitter.com/dbMayaHyperLink/status/801886904396447744 …	alextapscott	15	12	1480025154	801909735612186624	https://twitter.com/alextapscott/status/801909735612186624		# # #	@ @	0.35	0.2267	0.9909411654977038	-1.0
bitcoin ethereum 	@ RSKsmart Labs Launch Release that Combines # ethereum and # bitcoin in One Network https://www.google.com/url?rct=j&sa=t&url=https://cointelegraph.com/news/rsk-labs-launch-release-that-combines-ethereum-and-bitcoin-in-one-network&ct=ga&cd=CAEYACoUMTMzNzA1Mjg4NDkwOTQ3Mzk4NzgyGjk4YjY4ZDExNTYxOTgzZTk6Y29tOmVuOlVT&usg=AFQjCNHqpj40kbiJPJqfYyX5PlhsI0hCTQ …	diiorioanthony	5	3	1479999988	801804183204745220	https://twitter.com/diiorioanthony/status/801804183204745220		# #	@	0.31	0.0	0.9909411654977038	-1.0
bitcoin 	Evolution rather than revolution - Bitcoin and blockchain seem more and more like solutions looking for a problem http://qz.com/844507/bitcoin-and-blockchain-seem-more-and-more-like-solutions-looking-for-a-problem/ …	robdgill	0	0	1479972973	801690872266031104	https://twitter.com/robdgill/status/801690872266031104				0.26	0.3259	0.9909411654977038	-1.0
