currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent	cnn_pos_neg
bitcoin 	The mining pools in bitcoin are to a large extent not real pools; they own most of their hardware	VitalikButerin	6	1	1484636783	821252309250293761	https://twitter.com/VitalikButerin/status/821252309250293761				0.00	0.0	0.98441246946412	1.0
bitcoin 	"Bitcoin isn't unified; ""Nakamoto consensus"" and ""Hong Kong consensus"" exist as two competing philosophies"	VitalikButerin	12	9	1484634930	821244537850863616	https://twitter.com/VitalikButerin/status/821244537850863616				-0.21	-0.2924	0.98441246946412	1.0
bitcoin 	. @ KeiserReport is in Miami covering Bitcoin confab.pic.twitter.com/AQd1GrFNzE	maxkeiser	100	38	1484686399	821460414357708801	https://twitter.com/maxkeiser/status/821460414357708801			@	0.44	0.0	0.98441246946412	1.0
bitcoin 	What should my next Bitcoin blog post be about:	VinnyLingham	25	13	1484673016	821404283513884672	https://twitter.com/VinnyLingham/status/821404283513884672				0.11	0.0	0.98441246946412	1.0
bitcoin 	What are the most exciting recent developments in # Bitcoin?https://youtu.be/bCG5og_LwZY	aantonop	62	28	1484680821	821437019184332800	https://twitter.com/aantonop/status/821437019184332800		#		0.30	0.5413	0.98441246946412	1.0
bitcoin 	Amazing list of academic papers on Bitcoin & blockchain technologyhttps://docs.google.com/spreadsheets/d/1VaWhbAj7hWNdiE73P-W-wrl5a0WNgzjofmZXe0Rh5sg/edit#gid=0 …	ErikVoorhees	188	143	1484609715	821138777406107649	https://twitter.com/ErikVoorhees/status/821138777406107649		#gid		0.70	0.5859	0.9817215018079802	-1.0
bitcoin 	Many people buying their first bitcoins now. Let's be kind & explain private keys and how to store them securely.https://twitter.com/_pronto_/status/821072274442829824 …	TuurDemeester	80	45	1484667740	821382154806562818	https://twitter.com/TuurDemeester/status/821382154806562818				0.30	0.2334	0.98441246946412	1.0
bitcoin 	Bitcoin on the move... I sensed something was up today, got distracted by travel. $840 could become support, next resistance at $920.pic.twitter.com/rkblAQRvJn	TuurDemeester	88	51	1484634176	821241377195511812	https://twitter.com/TuurDemeester/status/821241377195511812				-0.05	0.0206	0.98441246946412	1.0
bitcoin ripple 	I like technology. And I like learning. I love Bitcoin, but we're not exclusive. I'm interested in everything # Fintech, especially Ripple.pic.twitter.com/q5jg9SVwbc	haydentiff	38	11	1484668783	821386528853229568	https://twitter.com/haydentiff/status/821386528853229568		#		0.45	0.3462	0.98441246946412	1.0
bitcoin 	"Maybe @ aantonop's book ""Mastering # Bitcoin"" can help you with your # blockchain confusion. @ MrHodl @ IthronKoenhttps://www.amazon.com/Mastering-Bitcoin-Unlocking-Digital-Cryptocurrencies-ebook/dp/B00QJDYKJO/ref=sr_1_1?s=books&ie=UTF8&qid=1484665616&sr=1-1&keywords=mastering+bitcoin …"	haydentiff	6	4	1484665755	821373825975775232	https://twitter.com/haydentiff/status/821373825975775232		# #	@ @ @	0.05	0.064	0.98441246946412	1.0
