currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent	cnn_pos_neg
bitcoin 	The cost (to society) of not mining # Bitcoin is much greater than mining. The need to eradicate life threatening fiat is enormous.	maxkeiser	515	159	1527083600	999287162674794496	https://twitter.com/maxkeiser/status/999287162674794496		#		0.17	-0.0827	0.950556	-1.0
bitcoin 	"More Bitcoin drama. Jack was translating a question for a Taiwanese audience that may not speak English. Craig then interrupts with ""English or I walk out."" While getting escorted out: ""do you want me or him? Do you want my technology ever in this country?"" # faketoshihttps://twitter.com/Excellion/status/999223621171097600 …"	SatoshiLite	1483	314	1527099125	999352281760968710	https://twitter.com/SatoshiLite/status/999352281760968710		#		0.11	-0.0273	0.97138435	1.0
bitcoin litecoin 	I'm excited to see @ iPayment_Inc team up with @ AliantPayment and open up Litecoin and Bitcoin payments to over 137,000 businesses! # PayWithLitecoinhttps://twitter.com/iPayment_Inc/status/999319132217618432 …	SatoshiLite	1363	484	1527097139	999343949419499520	https://twitter.com/SatoshiLite/status/999343949419499520		#	@ @	0.29	0.2001	0.97341394	1.0
bitcoin 	You have no clue what my experience is. I have been in crypto since the beginning and until recently was the 5th largest Bitcoin mining operator in the world. Please check your facts before vomiting on my account.	officialmcafee	4	1	1527097218	999344280551477248	https://twitter.com/officialmcafee/status/999344280551477248				0.11	0.0074	0.9620591	-1.0
bitcoin 	Anyone paying attention knows which one of these versions of Bitcoin will be worth more in the long run. # BitcoinCashpic.twitter.com/jdK3ymfJ9n	rogerkver	667	194	1527086047	999297427596169216	https://twitter.com/rogerkver/status/999297427596169216		#		0.48	0.1132	0.9851859	-1.0
bitcoin 	I don’t check the Bitcoin price for 24 hours and woah...pic.twitter.com/jdJSNrQzc1	ummjackson	77	9	1527101051	999360357238947840	https://twitter.com/ummjackson/status/999360357238947840				0.45	0.0	0.956254	-1.0
bitcoin 	Will the world's financial system be increasingly built upon non-permissioned open-source protocols, or within the walled gardens of banks? If for no other reason, the answer is obvious due to the differential rate of development and innovation between them. # bitcoin	ErikVoorhees	261	78	1527085111	999293502562463745	https://twitter.com/ErikVoorhees/status/999293502562463745		#		0.10	0.0342	0.970578	-1.0
bitcoin 	Argentina: Bank Ditches SWIFT For Bitcoin In World Payments Firsthttp://bitcoinist.com/argentina-bank-ditches-swift-bitcoin-world-payments-first/ …	ErikVoorhees	2276	1040	1527083855	999288234294165504	https://twitter.com/ErikVoorhees/status/999288234294165504				0.00	0.368	0.97244567	1.0
bitcoin 	Another step towards increased robustness. # bitcoinhttps://twitter.com/pierre_rochard/status/999336233695436800 …	TuurDemeester	19	1	1527099115	999352239637573639	https://twitter.com/TuurDemeester/status/999352239637573639		#		-0.14	0.1366	0.97318345	1.0
bitcoin 	Central banks always end up being tapped as piggy banks, at expense of savers. Hence the appeal of a politically neutral decentralized reserve asset like Bitcoin.https://twitter.com/WSJCentralBanks/status/999328730181980160 …	TuurDemeester	107	48	1527095427	999336768393613312	https://twitter.com/TuurDemeester/status/999336768393613312				0.19	0.2041	0.9498524	1.0
bitcoin 	I've honestly been worried about how vegan bitcoiners feel about this whole carnivore thing, now that it pops up everywhere. Is it over the top? Scary? Hilarious? (I was vegan for many yrs, even raw vegan for one)	TuurDemeester	23	2	1527051765	999153638235832330	https://twitter.com/TuurDemeester/status/999153638235832330				0.08	0.0625	0.9729786	-1.0
bitcoin 	Functional platform, good reputation, good relations with Bitcoin core developers, reputable partnerships.	TuurDemeester	4	0	1527046585	999131912445878272	https://twitter.com/TuurDemeester/status/999131912445878272				0.92	0.7003	0.97231436	1.0
bitcoin 	Corné Plooy's work on Bitcoin payment channels dates back to 2015: https://bitonic.nl/en/news/88/scaling-bitcoin-update-bitonic-part-1 …	TuurDemeester	7	1	1527045380	999126859307798528	https://twitter.com/TuurDemeester/status/999126859307798528				-0.08	0.0	0.9625118	-1.0
bitcoin 	@ Bitonicnl / @ BL3Peu is a very legit Bitcoin exchange in the Netherlands - exciting to see how crypto entrepreneurs are pursuing practical # LightningNetwork research.https://twitter.com/kanzure/status/998950979826483200 …	TuurDemeester	21	4	1527044900	999124844754161665	https://twitter.com/TuurDemeester/status/999124844754161665		#	@ @	0.30	0.247	0.9800164	-1.0
bitcoin 	"The market is down 25% since the first day of Consensus. I guess we failed to impress. Can't wait for the ""Bitcoin is going to test $2500"" tweets.pic.twitter.com/Jwpn5ycla1"	cryptomanran	119	18	1527092771	999325631442817025	https://twitter.com/cryptomanran/status/999325631442817025				0.43	-0.0342	0.96988153	1.0
bitcoin 	Argentina's # Banco Masventas has revealed that starting Monday it will enable customers to send cross-border payments using # bitcoin. http://bit.ly/2x3nONi pic.twitter.com/LE4SUzfWzG	NetworksManager	11	9	1527035734	999086399709220867	https://twitter.com/NetworksManager/status/999086399709220867		# #		0.38	0.0	0.96687615	1.0
bitcoin 	I think they are extorting me for KYC on # Bitcoin I already own.	haydentiff	13	2	1527103402	999370218131611648	https://twitter.com/haydentiff/status/999370218131611648		#		0.21	0.0	0.9582843	1.0
bitcoin 	Here’s the transaction id and return # Bitcoin address: https://insight.bitpay.com/tx/c15c02b4a29dc6ee2f0b1c8927e64e4cdb1566bdf38c604dbf1abc11e7a6649b … Fix your mistake.pic.twitter.com/IUhTMBNh80	haydentiff	22	2	1527101757	999363318845526018	https://twitter.com/haydentiff/status/999363318845526018		#		-0.15	0.0	0.95780164	-1.0
bitcoin 	Hahahahaha! I asked @ brettmaverick_ for pics from # BitcoinPizzaDay and he sent me a pic of the box because the pizza is all gone, lol. # Bitcoinpic.twitter.com/3XzuLsSajj	haydentiff	24	3	1527045732	999128332544495617	https://twitter.com/haydentiff/status/999128332544495617		# #	@	0.11	0.1405	0.9695444	1.0
bitcoin 	Pics from the # Bitcoin meetup at @ EdgeSecure. Kind of jealous that I work remotely. If you’ve never attended a # Bitcoin meetup (many are # crypto agnostic), I encourage you to give it a shot. They’re fun, welcoming, and educational -not like CryptoTwitter at all!pic.twitter.com/XOE40Ta60e	haydentiff	57	11	1527045445	999127130771546112	https://twitter.com/haydentiff/status/999127130771546112		# # #	@	0.11	0.1774	0.96916527	-1.0
bitcoin 	I devoured a pizza in honor of # BitcoinPizzaDay. pic.twitter.com/rcDEZVVtXm	haydentiff	86	7	1527039374	999101667483234305	https://twitter.com/haydentiff/status/999101667483234305		#		0.00	0.247	0.9562918	1.0
bitcoin 	Bitcoin needs bankers too: A handful of community banks say yes to crypto https://www.wsj.com/articles/bitcoin-needs-bankers-too-a-handful-of-community-banks-say-yes-to-crypto-1526997601 … via @ WSJ @ chris_rexrode	barrysilbert	117	51	1527081296	999277499346546688	https://twitter.com/barrysilbert/status/999277499346546688			@ @	0.11	0.4019	0.9641325	-1.0
bitcoin 	Germany’s Tourism Board Accepts Bitcoin Payments http://j.mp/2GjPGN8 # blockchain # cryptocurrencies	WarrenWhitlock	4	2	1527112321	999407627334537216	https://twitter.com/WarrenWhitlock/status/999407627334537216		# #		0.36	0.3182	0.974935	-1.0
bitcoin 	This is how you celebrate Bitcoin pizza day if you're a carnivore, keto or Paleo. # meatzadaypic.twitter.com/BzUuGHyVyv	jimmysong	242	9	1527038346	999097355176763392	https://twitter.com/jimmysong/status/999097355176763392		#		0.29	0.2859	0.97219795	-1.0
bitcoin 	“What do you do when you’re off Twitter?” “I’m not sure that exists.” @ NeerajKA @ jeffjohnrobertshttp://amp.timeinc.net/fortune/2018/05/23/bitcoin-cryptocurrency-meme-neeraj-agrawal?__twitter_impression=true …	readDanwrite	3	0	1527110711	999400875746562049	https://twitter.com/readDanwrite/status/999400875746562049			@ @	0.35	-0.2411	0.96771204	-1.0
bitcoin 	Bold predictions. McAfee‘s twitter account is very entertaining. This man is supper smart and super crazy at the same time. Imagine having him as your boss # bitcoin # crypto # fintechhttps://twitter.com/officialmcafee/status/999004273794002944 …	sbmeunier	0	1	1527031135	999067108473495552	https://twitter.com/sbmeunier/status/999067108473495552		# # #		0.00	0.3779	0.95624375	-1.0
bitcoin 	Before anyone gets bent out of shape about PoW criticism, here's a final thought experiment: suppose there was a unicorn that could do everything Bitcoin could do, as securely, but used 1/1000th its energy. Would you switch to it, or would you burn the energy for the hell of it?	el33th4xor	26	3	1527073349	999244167401308160	https://twitter.com/el33th4xor/status/999244167401308160				-0.06	-0.1011	0.96716356	-1.0
bitcoin 	I don't view Satoshi's word as scripture and don't believe the community should either. Things were very different early on, including the context of discussions and the assumptions made. The whole point of bitcoin is we have no leader.	starkness	87	9	1527045788	999128568129929217	https://twitter.com/starkness/status/999128568129929217				-0.05	-0.0987	0.9692439	1.0
bitcoin 	Yup there was a discussion on zero conf for micropayments, but this predates Satoshi's work on payment channels. https://bitcointalk.org/index.php?topic=1786.msg22119#msg22119 …	starkness	10	1	1527045491	999127322677592064	https://twitter.com/starkness/status/999127322677592064		#msg22119		-0.05	0.0	0.97003394	-1.0
bitcoin 	It exists and I support it. # bitcoin	GerberKawasaki	1	0	1527089424	999311590116638721	https://twitter.com/GerberKawasaki/status/999311590116638721		#		0.00	0.2009	0.9581506	-1.0
bitcoin 	Bitcoin people should be happy to see the US Congress weakening banking laws. This is why # crypto exists. It’s an alternative system for when the crooked bankers sink America again. Trust me they will, if the government lets them.	GerberKawasaki	27	4	1527083913	999288475277975554	https://twitter.com/GerberKawasaki/status/999288475277975554		#		0.20	0.2127	0.9537475	1.0
bitcoin 	Kind of ridiculous. Tesla a real company making a revolutionary product that will change the world. Bitcoin. A real currency making a revolutionary system that will change the world. $ tsla and $ btc # btc	GerberKawasaki	0	0	1527083822	999288094196092930	https://twitter.com/GerberKawasaki/status/999288094196092930		#		0.25	-0.0722	0.9567473	-1.0
bitcoin 	Ex-Goldman Sachs President Says Global Cryptocurrency Will Come, But It’s Not Bitcoin https://buff.ly/2FXgz8I pic.twitter.com/wR4jrfpwyi	obussmann	9	2	1527074462	999248834776784896	https://twitter.com/obussmann/status/999248834776784896				-0.08	0.0	0.97186637	-1.0
bitcoin 	“Vollgeld project and cryptocurrencies such as Bitcoin build on popular fantasies about money that are disconnected from the actual operation of the current monetary system”https://buff.ly/2J22CMe	dgwbirch	4	4	1527092284	999323589278158854	https://twitter.com/dgwbirch/status/999323589278158854				-0.16	0.4215	0.9556499	-1.0
bitcoin 	Since 2011 980,000 Bitcoins stolen ... $1.2 billion in Ether and Bitcoinpic.twitter.com/Tfsn2sVg1U	billatnapier	4	6	1527077297	999260726199013377	https://twitter.com/billatnapier/status/999260726199013377				0.00	-0.4939	0.9680467	-1.0
bitcoin 	Eight years ago today, someone bought two pizzas with bitcoins now worth $82 millionhttp://flip.it/Yjesar	billatnapier	6	0	1527027053	999049988742303744	https://twitter.com/billatnapier/status/999049988742303744				0.36	0.2263	0.96422845	1.0
bitcoin 	OMG. Scam warning. My buddy who did the Coinfy wallet ( @ coinfydotcom) tells me @bind_wallet just forked their code illegally and is now doing a money grab with their ICO/Airdrop: https://bitcointalk.org/index.php?topic=3960722.0 …	woonomic	31	16	1527079401	999269551022989314	https://twitter.com/woonomic/status/999269551022989314			@ @bind_wallet	0.03	-0.2423	0.9732361	-1.0
bitcoin 	My last notification. My webinar with # BitcoinLive will be live tomorrow at 1pm ET. If you have not already, sign up here to receive access and a post recording link. >> https://buff.ly/2rNxXbY  Find out more on Bitcoin Live, My unique content/strategies, and contributionpic.twitter.com/y8QLmYQcFv	PeterLBrandt	67	16	1527091322	999319552226930689	https://twitter.com/PeterLBrandt/status/999319552226930689		#		0.23	0.0	0.96989936	-1.0
bitcoin 	Ronnie Moas Interview with Tone Vays ... 15,000 views on youtube ... discussing # manipulation # technical # analysis # debate price targets and # altcoins and other topics ... https://www.youtube.com/watch?v=Ahh4w_Gs1RE … (35 minutes) # crypto # bitcoin $ BTC # blockchain	RonnieMoas	23	10	1527093340	999328018832162816	https://twitter.com/RonnieMoas/status/999328018832162816		# # # # # # # #		0.34	-0.296	0.97279423	-1.0
bitcoin 	Technical Analysts do not like # bitcoin $ BTC at $8,000 ... but they will like it at $12,000? My nine-year old nephew could figure out that is backwards ... ridiculous. Buy & Hold ... Add on Dips ... # crypto # blockchain # altcoins	RonnieMoas	248	42	1527055673	999170030712520705	https://twitter.com/RonnieMoas/status/999170030712520705		# # # #		0.27	-0.2862	0.9572792	-1.0
bitcoin 	Watching all the # sheep jump off a cliff with the technical analyst sell signals is beyond amusing ... they have absolutely no idea where # bitcoin $ BTC is going. They told you to jump out at $6,600 in late March ... four weeks later we were at $9,800 # crypto # blockchain # altcoins	RonnieMoas	273	65	1527052456	999156536302809088	https://twitter.com/RonnieMoas/status/999156536302809088		# # # # #		0.14	0.0138	0.98916966	-1.0
bitcoin 	Somehow DSN's excellent Bitcoin network monitoring site (https://dsn.tm.kit.edu/bitcoin/index.html …) has flown under my radar; I'm adding it to https://lopp.net/bitcoin.html  Note that tx propagation is intentionally slower today; this is due to privacy improvements to make network analysis more difficultpic.twitter.com/YmN8mCJK0z	lopp	108	26	1527088634	999308276725673989	https://twitter.com/lopp/status/999308276725673989				0.47	0.8176	0.95899594	-1.0
bitcoin 	You can find my debate with Roger at https://tomwoods.com/ep-1064-the-debate-within-bitcoin-jameson-lopp-vs-roger-ver-on-bitcoin-and-bitcoin-cash/ …	lopp	3	0	1527088250	999306666205220864	https://twitter.com/lopp/status/999306666205220864				0.11	0.0	0.9751755	-1.0
bitcoin 	These videos were created by DSN; they've been monitoring the network for over 3 years. https://dsn.tm.kit.edu/bitcoin/videos.html …	lopp	29	3	1527088165	999306309945253888	https://twitter.com/lopp/status/999306309945253888				0.06	0.125	0.98106927	-1.0
bitcoin 	Tracking the propagation of a Bitcoin block on January 2, 2018. The hard work Bitcoin developers have put into improving network propagation is quite clear!pic.twitter.com/JcuvlK0Xuj	lopp	1071	440	1527081953	999280257701171200	https://twitter.com/lopp/status/999280257701171200				-0.04	-0.0201	0.9569309	-1.0
bitcoin 	Tracking the propagation of a Bitcoin block on January 8, 2015. Compare this with the next tweet showing block propagation in 2018.pic.twitter.com/Aw0i04RBrh	lopp	536	264	1527081891	999279994408001536	https://twitter.com/lopp/status/999279994408001536				0.00	-0.4404	0.9551719	-1.0
bitcoin 	Inspired by @ CathieDWood, who has been capitalizing on innovation skeptics for decades, and consistently generating alpha while doing so: https://www.forbes.com/sites/samanthasharf/2014/12/10/are-transparent-managed-etfs-the-future-fund-manager-cathie-wood-is-betting-on-it/#318461b7246e … For example, there was lots of doubt when we put # bitcoin into some of ARK’s funds in 2015...	cburniske	50	3	1527085664	999295821202980865	https://twitter.com/cburniske/status/999295821202980865		#318461b7246e #	@	0.17	0.4404	0.9609285	1.0
bitcoin ethereum 	“Bitcoin and Ethereum may be the IBM and DEC of a nascent industry, with real wealth and innovation to come in a later wave of Intels, Apples and Googles. Even Netscape may not be an adequate simile for how early days it is.“ https://medium.com/tokenreport/is-ethereum-apple-or-is-it-ibm-c8190fa117b7?source=linkShare-2a8f9285c9aa-1527027241 … via @ galenmoore	cburniske	172	54	1527027280	999050941608415232	https://twitter.com/cburniske/status/999050941608415232			@	0.15	0.2654	0.97712016	-1.0
