currency	tweet	username	favorites	retweets	date	id	permalink	geo	hashtags	mentions	lex_sent	vader_sent	cnn_sent	cnn_pos_neg
bitcoin 	If the $ COIN ETF is approved, you can throw out any short term technical analysis on Bitcoin! Charts won't matter... # alternativefacts	VinnyLingham	150	57	1488557749	837698033752006658	https://twitter.com/VinnyLingham/status/837698033752006658		#		0.26	0.2377	0.9937281489015917	1.0
bitcoin 	In other news, Saudi Arabia is testing new oil drilling rigs that sometimes don't produce oil. Sorry if oil production doesn't meet demand.https://twitter.com/BitcoinMagazine/status/837742301317324801 …	SatoshiLite	24	13	1488569642	837747916454281216	https://twitter.com/SatoshiLite/status/837747916454281216				0.00	0.006	0.9937281489015917	1.0
bitcoin 	sure unconfirmed transactions can be trusted right just like they were with Bitcoin.	SatoshiLite	0	1	1488561898	837715434237415424	https://twitter.com/SatoshiLite/status/837715434237415424				-0.08	0.7506	0.9937281489015917	1.0
bitcoin 	Another great article by @ AaronvanW! The key is that UASF is only a solution if the economic majority of the community is behind it.https://twitter.com/BitcoinMagazine/status/837415764302970881 …	SatoshiLite	32	18	1488561123	837712183941181440	https://twitter.com/SatoshiLite/status/837712183941181440			@	0.68	0.3257	0.9937281489015917	1.0
bitcoin 	Bitcoin can only be a good store of value if it's easily spendable. If you destroy the spendability, you've destroyed the store of value.	rogerkver	191	82	1488560230	837708440256434177	https://twitter.com/rogerkver/status/837708440256434177				0.00	0.0616	0.9937281489015917	1.0
bitcoin 	People are too focused on the rising price of Bitcoin when they should be focused on the declining usability.pic.twitter.com/2r0ycgjrUH	rogerkver	367	207	1488556619	837693293341257729	https://twitter.com/rogerkver/status/837693293341257729				0.21	0.6369	0.9937281489015917	1.0
bitcoin 	NEW @ Breakingbanks1 EPISODE #182 - Mar 03, 2017 Bitcoin: ETF + ICO w/ @ brockpierce @ bitcom21 Listen: https://breakingbanks.com/episode/bitcoin-etf-ico/ … # FinTech # Goldpic.twitter.com/J896UrI7bO	BrettKing	8	7	1488562496	837717945551814658	https://twitter.com/BrettKing/status/837717945551814658		#182 # #	@ @ @	0.46	0.0	0.9937281489015917	1.0
bitcoin 	Going to New Zealand again! May 8-12: http://www.theblockchain.nz/ # bitcoin # NZ	aantonop	48	16	1488519661	837538278886670337	https://twitter.com/aantonop/status/837538278886670337		# #		0.50	0.0	0.9937281489015917	1.0
bitcoin 	"Investment legend Bill Miller wrote this when it was trading at $241. ""The Value Investor’s Case for… Bitcoin?!""http://dev.lmminvestments.com/a-value-investors-case-for-bitcoin/ …"	TuurDemeester	28	16	1488561082	837712013820309504	https://twitter.com/TuurDemeester/status/837712013820309504				-0.17	0.1334	0.9937281489015917	1.0
bitcoin 	Somebody called # Bitcoin the crabby old uncle that just won't die and I couldn't stop laughing, lol. @donaldmcintyre_	haydentiff	5	3	1488566754	837735804885692416	https://twitter.com/haydentiff/status/837735804885692416		#	@donaldmcintyre_	0.00	0.0095	0.9937281489015917	1.0
bitcoin 	I'm frustrated because I haven't learned it yet and I was hoping it would go away, lol. Like others with # Bitcoin, haha. @donaldmcintyre_	haydentiff	2	1	1488566682	837735500957917184	https://twitter.com/haydentiff/status/837735500957917184		#	@donaldmcintyre_	-0.12	0.3222	0.9937281489015917	1.0
bitcoin 	I will congratulate Bitcoin for you after you send some satoshi's here: 18F4niPfScEUDGmu2STZo3XfTNXcm2g2Ek @ _samuel_swinton @donaldmcintyre_	haydentiff	4	1	1488512247	837507182249771008	https://twitter.com/haydentiff/status/837507182249771008			@ @donaldmcintyre_	0.19	0.4939	0.9937281489015917	1.0
bitcoin 	"So is group think. What is all this creepy ""we"" garbage? P.S. # Bitcoin already won. @ _samuel_swinton @donaldmcintyre_ @ baijorge @ 1371_Ben"	haydentiff	0	2	1488504928	837476484726030337	https://twitter.com/haydentiff/status/837476484726030337		#	@ @donaldmcintyre_ @ @	0.48	0.1144	0.9937281489015917	1.0
bitcoin 	Actually, it's known as a benchmark. And every time # Bitcoin passes one, it's fun to celebrate. @ _samuel_swinton @ baijorge @ 1371_Ben	haydentiff	3	1	1488500037	837455971039514624	https://twitter.com/haydentiff/status/837455971039514624		#	@ @ @	0.30	0.2635	0.9937281489015917	1.0
bitcoin 	one reason it works is cut-through transaction observation https://bitcointalk.org/index.php?topic=281848.0 … gmaxwell	adam3us	6	0	1488501031	837460141364641792	https://twitter.com/adam3us/status/837460141364641792				0.70	0.0	0.9937281489015917	1.0
bitcoin 	What do you prefer: Gold or Bitcoin? Subscribe--> http://crwd.fr/2m3gGZK # Bitcoin # Goldpic.twitter.com/VmwtwDNjm5	DollarVigilante	41	35	1488553100	837678533585612801	https://twitter.com/DollarVigilante/status/837678533585612801		# #		0.15	0.0	0.9937281489015917	1.0
bitcoin 	# Mexico Gas Protests, Peso Collapsing, # Bitcoin Skyrocketing https://dollarvigilante.com/blog/2017/01/18/mexico-gas-protests-peso-collapsing-bitcoin-skyrocketing.html …pic.twitter.com/yIYe60qk1K	DollarVigilante	16	16	1488507427	837486969450029056	https://twitter.com/DollarVigilante/status/837486969450029056		# #		0.30	-0.4767	0.9937281489015917	1.0
bitcoin 	Beyond # bitcoin: 4 surprising uses for # blockchain # identity # music # provenance # landregistry @ wef https://www.weforum.org/agenda/2016/12/fighting-human-trafficking-tracing-blood-diamonds-and-other-surprising-uses-for-blockchain?utm_content=buffera9caf&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …pic.twitter.com/rwCY2uelw9	sbmeunier	10	14	1488559825	837706741290840068	https://twitter.com/sbmeunier/status/837706741290840068		# # # # # #	@	0.45	0.2732	0.9937281489015917	1.0
bitcoin 	# Bitcoin Lending Concept Debuted At Central Bank Event # blockchain # fintech http://www.coindesk.com/blockchain-startup-haw-reveals-bitcoin-lending-market-concept/ …pic.twitter.com/JBYQ9s8urP	sbmeunier	3	2	1488541548	837630080729890816	https://twitter.com/sbmeunier/status/837630080729890816		# # #		0.36	0.0	0.9937281489015917	1.0
bitcoin 	thanks for the support - there are so many amazing stories in # bitcoin and # blockchain - some told less often :D	Melt_Dem	2	0	1488554920	837686165750829056	https://twitter.com/Melt_Dem/status/837686165750829056		# #		0.35	0.9251	0.9937281489015917	1.0
bitcoin 	today @ breitwoman talks abt # bitcoin, the challenges she sees for private # blockchain, and her new project @ tez0shttps://medium.com/@Melt_Dem/women-in-blockchain-kathleen-breitman-tezos-c471a185a02d#.r19ztcgqh …	Melt_Dem	46	26	1488554345	837683756571983872	https://twitter.com/Melt_Dem/status/837683756571983872		# # #	@ @ @Melt_Dem	0.29	0.0772	0.9937281489015917	1.0
bitcoin 	Bitcoin now worth more than an ounce of gold, still chasing cocaine https://thenextweb.com/money/2017/03/03/bitcoin-worth-gold-cocaine … @ TheNextWeb @ refindcom @ NickAyton @ jonnyfry175	thomaspower	0	0	1488556697	837693621780500481	https://twitter.com/thomaspower/status/837693621780500481			@ @ @ @	0.05	0.2263	0.9937281489015917	1.0
bitcoin 	bitcoin is doing much better.	GerberKawasaki	1	0	1488555219	837687421357572096	https://twitter.com/GerberKawasaki/status/837687421357572096				0.20	0.4404	0.9937281489015917	1.0
bitcoin 	I have .1% of my liquid net worth in bitcoin. I don't trust coinbase with much money. I have 2% in gold.	GerberKawasaki	2	0	1488555187	837687286074482688	https://twitter.com/GerberKawasaki/status/837687286074482688				-0.09	-0.0587	0.9937281489015917	1.0
bitcoin 	I'm not against bitcoin. I think it has many issues to be addressed. Still needs to be addressed.	GerberKawasaki	0	0	1488555038	837686660582146048	https://twitter.com/GerberKawasaki/status/837686660582146048				0.22	0.0	0.9937281489015917	1.0
bitcoin 	no way to take size in bitcoin. This is all tech traders.	GerberKawasaki	2	0	1488552826	837677385113706497	https://twitter.com/GerberKawasaki/status/837677385113706497				0.58	-0.148	0.9937281489015917	1.0
bitcoin 	The ultimate Trump trade. Bitcoin goes to new highs passing the price of Gold. Got to love it. $1276 on coinbase. Getting interesting...	GerberKawasaki	7	5	1488550708	837668499971420161	https://twitter.com/GerberKawasaki/status/837668499971420161				0.70	0.1274	0.9937281489015917	1.0
bitcoin 	Smart Contracts Pushing # Blockchain Beyond Bitcoinhttp://buff.ly/2l6EbPj	obussmann	2	5	1488570066	837749695271354369	https://twitter.com/obussmann/status/837749695271354369		#		0.29	0.4019	0.9937281489015917	1.0
bitcoin 	Things worth reading: 3rd March 2017 - Things we're reading today include ... Bitcoin value tops gold for...http://fb.me/69hJT6d23	Chris_Skinner	0	1	1488540368	837625131065233409	https://twitter.com/Chris_Skinner/status/837625131065233409				-0.17	0.765	0.9937281489015917	1.0
bitcoin 	How are bitcoins earned? via @ Bitwage http://bit.ly/2lA731m # bitcoin # blockchainpic.twitter.com/6hkqV7I4Ir	davidbrear	3	2	1488522310	837549389786710017	https://twitter.com/davidbrear/status/837549389786710017		# #	@	0.25	0.0	0.9937281489015917	1.0
bitcoin 	so I would guesstimate less than 5%, which means on a global basis, statistically no-one is using Bitcoin	dgwbirch	0	0	1488528410	837574978753167360	https://twitter.com/dgwbirch/status/837574978753167360				-0.17	0.0	0.9937281489015917	1.0
bitcoin 	https://www.cryptocoinsnews.com/bitpays-bitcoin-transactions-reach-time-high/ …	dgwbirch	0	0	1488528215	837574158678700032	https://twitter.com/dgwbirch/status/837574158678700032				0.00	0.0	0.9937281489015917	1.0
bitcoin 	most are owned by the 0.001%, never mind the 1%https://blog.lawnmower.io/the-bitcoin-wealth-distribution-69a92cc4efcc#.imesqbiye …	dgwbirch	0	0	1488527887	837572781323735040	https://twitter.com/dgwbirch/status/837572781323735040		#		0.10	0.0	0.9937281489015917	1.0
bitcoin 	How will the Bitcoin price develop from here? A risk/reward calculation: http://youtu.be/pGs5hLgCkJ0?a  via @ YouTube	julianhosp	0	0	1488571275	837754767636062208	https://twitter.com/julianhosp/status/837754767636062208			@	0.47	0.0	0.9937281489015917	1.0
bitcoin 	Wie wird sich der Bitcoin Preis entwickeln: Risiken / Nutzen Berechnung: http://youtu.be/sCDYqOXIdi4?a  via @ YouTube	julianhosp	0	0	1488571258	837754696223895553	https://twitter.com/julianhosp/status/837754696223895553			@	0.13	0.0	0.9937281489015917	1.0
bitcoin 	# India # CentralBank: Confidence in # Bitcoin, # Blockchain Can Only Come From Authority Endorsement https://cointelegraph.com/news/india-central-bank-confidence-in-bitcoin-blockchain-can-only-come-from-authority-endorsement …pic.twitter.com/FPXg9Ux9pf	AntonioSelas	8	5	1488569582	837747664729042950	https://twitter.com/AntonioSelas/status/837747664729042950		# # # #		0.29	0.7096	0.9937281489015917	1.0
