bitcoin	1
suppli	-1
airdrop	1
total	-1
blockchain	1
symbol	-1
new	1
rank	-1
cryptocurr	1
name	-1
thank	1
miss	-1
love	1
work	-1
good	1
sad	-1
great	1
cant	-1
happi	1
want	-1
love	1
time	-1
kindle2	1
warner	-1
good	1
hate	-1
new	1
atampt	-1
night	1
suck	-1
bitcoin	1
broker	-1
blockchain	1
ponzi	-1
cryptocurr	1
mania	-1
btc	1
interact	-1
coinbas	1
allow	-1
love	1
fuck	-1
thank	1
hate	-1
day	1
dont	-1
good	1
shit	-1
lol	1
sleep	-1
